nct	group_norm	leaf_group	classification	distinguishing_basis	would_change_selection	source_file
NCT01115803	arm a - 50 mg ly2584702 qd + 150 mg erlotinib qd	0	BASIS_EXISTS	title;timeFrame;populationDescription;paramType/unitOfMeasure	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01115803	arm a - 75 mg ly2584702 bid + 150 mg erlotinib qd	0	BASIS_EXISTS	title;timeFrame;populationDescription;paramType/unitOfMeasure	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01115803	arm b - 100 mg ly2584702 qd + 10 mg everolimus qd	0	BASIS_EXISTS	title;timeFrame;populationDescription;paramType/unitOfMeasure	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01115803	arm b - 50 mg ly2584702 bid + 10 mg everolimus qd	0	BASIS_EXISTS	title;timeFrame;populationDescription;paramType/unitOfMeasure	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01115803	arm b - 50 mg ly2584702 qd + 10 mg everolimus qd	0	BASIS_EXISTS	title;timeFrame;populationDescription;paramType/unitOfMeasure	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01121393	afatinib 40 milligram (mg)	0	BASIS_EXISTS	populationDescription	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01121393	gemcitabine / cisplatin chemotherapy	0	BASIS_EXISTS	populationDescription	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01128842	neratinib + capecitabine	0	BASIS_EXISTS	title;paramType/unitOfMeasure	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01131078	bevacizumab + capecitabine (1250 mg/m^2)	0	BASIS_EXISTS	title	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01131078	bevacizumab + capecitabine (650 mg/m^2)	0	BASIS_EXISTS	title	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01131078	bevacizumab + irinotecan + capecitabine (1000 mg/m^2)	0	BASIS_EXISTS	title	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01136733	phase 1b (cohort 1): 12 mg lenvatinib plus 5 mg everolimus	0	BASIS_EXISTS	title;timeFrame	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01136733	phase 1b (cohort 2): 18 mg lenvatinib plus 5 mg everolimus	0	BASIS_EXISTS	title;timeFrame	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01136733	phase 1b (cohort 3): 24 mg lenvatinib plus 5 mg everolimus	0	BASIS_EXISTS	title;timeFrame	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01136733	phase 1b (cohort 4): 24 mg lenvatinib plus 10 mg everolimus	0	BASIS_EXISTS	title;timeFrame	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01136733	phase 2 (arm a): 18 mg lenvatinib plus 5 mg everolimus	0	BASIS_EXISTS	title;timeFrame	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01136733	phase 2 (arm b): 24 mg lenvatinib	0	BASIS_EXISTS	title;timeFrame	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01136733	phase 2 (arm c): 10 mg everolimus	0	BASIS_EXISTS	title;timeFrame	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01137604	cohort 1 - bevacizumab	0	BASIS_EXISTS	title;timeFrame;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01137604	cohort 1 - lenvatinib	0	BASIS_EXISTS	title;timeFrame;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01137604	cohort 2 - lenvatinib	0	BASIS_EXISTS	title;timeFrame;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01137604	cohort 3 - lenvatinib	0	BASIS_EXISTS	title;timeFrame;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01168973	placebo and docetaxel	0	BASIS_EXISTS	title	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01168973	ramucirumab and docetaxel	0	BASIS_EXISTS	title	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01177956	cetuximab + cisplatin + 5-fu	0	BASIS_EXISTS	timeFrame;assessment_criteria;populationDescription	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01183858	erlotinib 150 mg	0	BASIS_EXISTS	title;assessment_criteria	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01183858	erlotinib 300 mg	0	BASIS_EXISTS	title;assessment_criteria	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01234337	placebo + capecitabine	0	BASIS_EXISTS	title	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01234337	sorafenib (nexavar, bay43-9006) + capecitabine	0	BASIS_EXISTS	title	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01248936	overall trial	0	BASIS_EXISTS	title	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01251653	afatinib 30mg and docetaxel 60mg	0	BASIS_EXISTS	timeFrame;assessment_criteria	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01251653	afatinib 30mg and docetaxel 75mg	0	BASIS_EXISTS	timeFrame;assessment_criteria	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01251653	afatinib 30mg and gemcitabine 1000mg	0	BASIS_EXISTS	timeFrame;assessment_criteria	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01251653	afatinib 30mg and gemcitabine 1250mg	0	BASIS_EXISTS	timeFrame;assessment_criteria	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01251653	afatinib 40mg and docetaxel 75mg	0	BASIS_EXISTS	timeFrame;assessment_criteria	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01251653	afatinib 40mg and gemcitabine 1000mg	0	BASIS_EXISTS	timeFrame;assessment_criteria	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01251653	afatinib 40mg and gemcitabine 1250mg	0	BASIS_EXISTS	timeFrame;assessment_criteria	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01251653	afatinib 50mg and docetaxel 75mg	0	BASIS_EXISTS	timeFrame;assessment_criteria	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01251653	afatinib 50mg and gemcitabine 1250mg	0	BASIS_EXISTS	timeFrame;assessment_criteria	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01253668	arm 1	0	BASIS_EXISTS	title	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01268566	medi-575, 25 mg/kg	0	BASIS_EXISTS	title	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01271712	placebo	0	BASIS_EXISTS	title;timeFrame	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01271712	regorafenib (stivarga, bay73-4506)	0	BASIS_EXISTS	title;timeFrame	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01278615	treatment (selumetinib)	0	BASIS_EXISTS	title;paramType/unitOfMeasure	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01311687	high-dose dexamethasone	0	BASIS_EXISTS	assessment_criteria	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01311687	pomalidomide plus low-dose dexamethasone	0	BASIS_EXISTS	assessment_criteria	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01317615	rad001 plus paclitaxel/carboplatin	0	BASIS_EXISTS	title	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01324830	schedule a bi 847325 120 mg (a10)	0	BASIS_EXISTS	timeFrame	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01324830	schedule a bi 847325 13 mg (a3)	0	BASIS_EXISTS	timeFrame	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01324830	schedule a bi 847325 160 mg (a11)	0	BASIS_EXISTS	timeFrame	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01324830	schedule a bi 847325 19 mg (a4)	0	BASIS_EXISTS	timeFrame	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01324830	schedule a bi 847325 26 mg (a5)	0	BASIS_EXISTS	timeFrame	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01324830	schedule a bi 847325 33 mg (a6)	0	BASIS_EXISTS	timeFrame	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01324830	schedule a bi 847325 46 mg (a7)	0	BASIS_EXISTS	timeFrame	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01324830	schedule a bi 847325 6 mg (a1)	0	BASIS_EXISTS	timeFrame	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01324830	schedule a bi 847325 63 mg (a8)	0	BASIS_EXISTS	timeFrame	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01324830	schedule a bi 847325 86 mg (a9)	0	BASIS_EXISTS	timeFrame	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01324830	schedule a total (total a)	0	BASIS_EXISTS	timeFrame	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01324830	schedule b bi 847325 12 mg (b2)	0	BASIS_EXISTS	timeFrame	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01324830	schedule b bi 847325 130 mg (b7)	0	BASIS_EXISTS	timeFrame	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01324830	schedule b bi 847325 150 mg (b8)	0	BASIS_EXISTS	timeFrame	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01324830	schedule b bi 847325 180 mg (b6)	0	BASIS_EXISTS	timeFrame	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01324830	schedule b bi 847325 23 mg (b3)	0	BASIS_EXISTS	timeFrame	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01324830	schedule b bi 847325 46 mg (b4)	0	BASIS_EXISTS	timeFrame	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01324830	schedule b bi 847325 6 mg (b1)	0	BASIS_EXISTS	timeFrame	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01324830	schedule b total (total b)	0	BASIS_EXISTS	timeFrame	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01324830	total patients	0	BASIS_EXISTS	timeFrame	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01325441	napabucasin 200mg bid plus paclitaxel	0	BASIS_EXISTS	title;timeFrame;populationDescription;paramType/unitOfMeasure	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01325441	napabucasin 240mg bid plus paclitaxel	0	BASIS_EXISTS	title;timeFrame;populationDescription;paramType/unitOfMeasure	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01325441	napabucasin 400mg bid plus paclitaxel	0	BASIS_EXISTS	title;timeFrame;populationDescription;paramType/unitOfMeasure	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01325441	napabucasin 480mg bid plus paclitaxel	0	BASIS_EXISTS	title;timeFrame;populationDescription;paramType/unitOfMeasure	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01325441	napabucasin 500mg bid plus paclitaxel	0	BASIS_EXISTS	title;timeFrame;populationDescription;paramType/unitOfMeasure	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01327053	lde225 200mg mbcc	0	BASIS_EXISTS	populationDescription	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01327053	lde225 800mg mbcc	0	BASIS_EXISTS	populationDescription	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01342172	lenalidomide	0	BASIS_EXISTS	timeFrame;assessment_criteria	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01358721	nivolumab 0.3 mg/kg (previously-treated)	0	BASIS_EXISTS	timeFrame;assessment_criteria;paramType/unitOfMeasure	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01358721	nivolumab 10 mg/kg (previously-treated)	0	BASIS_EXISTS	timeFrame;assessment_criteria;paramType/unitOfMeasure	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01358721	nivolumab 10 mg/kg (treatment-naive)	0	BASIS_EXISTS	timeFrame;assessment_criteria;paramType/unitOfMeasure	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01358721	nivolumab 2 mg/kg (previously-treated)	0	BASIS_EXISTS	timeFrame;assessment_criteria;paramType/unitOfMeasure	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01368276	gm-csf	0	BASIS_EXISTS	populationDescription	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01368276	talimogene laherparepvec	0	BASIS_EXISTS	populationDescription	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01374451	everolimus	0	BASIS_EXISTS	title;assessment_criteria	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01374451	paseriotide lar + everolimus	0	BASIS_EXISTS	title;assessment_criteria	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01378975	cohort 2: previously treated participants	0	BASIS_EXISTS	title	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01379521	everolimus + tace	0	BASIS_EXISTS	assessment_criteria	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01379521	placebo + tace	0	BASIS_EXISTS	assessment_criteria	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01379534	fgfr2 (mut)	0	BASIS_EXISTS	title	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01379534	fgfr2 (wt)	0	BASIS_EXISTS	title	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01381874	abiraterone acetate + exemestane + prednisone	0	BASIS_EXISTS	title	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01381874	abiraterone acetate + prednisone	0	BASIS_EXISTS	title	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01381874	exemestane	0	BASIS_EXISTS	title	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01391130	ly2510924 + sunitinib	0	BASIS_EXISTS	timeFrame;populationDescription;paramType/unitOfMeasure	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01391130	sunitinib	0	BASIS_EXISTS	timeFrame;populationDescription;paramType/unitOfMeasure	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01391962	sunitinib malate 37.5 mg followed by azd2171 (cediranib) 30 mg	0	BASIS_EXISTS	populationDescription	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01416389	ixabepilone	0	BASIS_EXISTS	title	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01416389	ly2523355 + pegfilgrastim or filgrastim	0	BASIS_EXISTS	title	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01439568	carboplatin + etoposide	0	BASIS_EXISTS	timeFrame;populationDescription;paramType/unitOfMeasure	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01439568	ly2510924 + carboplatin + etoposide	0	BASIS_EXISTS	timeFrame;populationDescription;paramType/unitOfMeasure	indeterminate (basis exists; no preregistered direction for this field)	LEAF-QC-group0.tsv
NCT01449370	process a: tak-117 100 milligram (mg), once daily (qd)	0	BASIS_EXISTS	title;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01449370	process a: tak-117 1200 mg, mwf qw	0	BASIS_EXISTS	title;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01449370	process a: tak-117 150 mg, qd	0	BASIS_EXISTS	title;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01449370	process a: tak-117 200 mg, mtw qw	0	BASIS_EXISTS	title;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01449370	process a: tak-117 200 mg, mwf qw	0	BASIS_EXISTS	title;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01449370	process a: tak-117 200 mg, qd	0	BASIS_EXISTS	title;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01449370	process a: tak-117 300 mg, mwf qw	0	BASIS_EXISTS	title;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
NCT01449370	process a: tak-117 300 mg, qd	0	BASIS_EXISTS	title;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)	LEAF-QC-group0.tsv
