job2_artifact	job2_key	job2_value_summary	corrected_b_disposition	corrected_b_key	reason
SELECTED-cohort-response-measurements.tsv	NCT00093041||zalatumumab 0.15 mg/kg||om1	type=SECONDARY;denom=4;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00093041||zalatumumab 0.15 mg/kg	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00093041||zalutumumab 0.5 mg/kg||om1	type=SECONDARY;denom=4;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00093041||zalutumumab 0.5 mg/kg	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00093041||zalutumumab 1 mg/kg||om1	type=SECONDARY;denom=5;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00093041||zalutumumab 1 mg/kg	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00093041||zalutumumab 2 mg/kg||om1	type=SECONDARY;denom=4;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00093041||zalutumumab 2 mg/kg	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00093041||zalutumumab 4 mg/kg||om1	type=SECONDARY;denom=4;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00093041||zalutumumab 4 mg/kg	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00093041||zalutumumab 8 mg/kg||om1	type=SECONDARY;denom=7;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00093041||zalutumumab 8 mg/kg	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00093964||cilengitide 2000 mg||om1	type=SECONDARY;denom=40;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00093964||cilengitide 2000 mg	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00093964||cilengitide 500 milligrams (mg)||om1	type=SECONDARY;denom=40;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00093964||cilengitide 500 milligrams (mg)	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00094497||edp-m||om3	type=SECONDARY;denom=151;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00094497||edp-m	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00094497||sz-m||om3	type=SECONDARY;denom=153;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00094497||sz-m	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00094653||gp100||om10	type=SECONDARY;denom=136;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00094653||gp100	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00094653||ipilimumab monotherapy||om10	type=SECONDARY;denom=137;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00094653||ipilimumab monotherapy	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00094653||ipilimumab plus gp100||om10	type=SECONDARY;denom=403;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00094653||ipilimumab plus gp100	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00095199||cetuximab & docetaxel||om2	type=SECONDARY;denom=167;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00095199||cetuximab & docetaxel	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00095199||cetuximab & pemetrexed||om2	type=SECONDARY;denom=301;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00095199||cetuximab & pemetrexed	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00095199||docetaxel||om2	type=SECONDARY;denom=166;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00095199||docetaxel	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00095199||pemetrexed||om2	type=SECONDARY;denom=304;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00095199||pemetrexed	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00096941||pertuzumab||om1	type=SECONDARY;denom=3;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00096941||pertuzumab	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00096993||pertuzumab + gemcitabine||om1	type=SECONDARY;denom=65;resolved_by=e	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00096993||pertuzumab + gemcitabine	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00096993||placebo + gemcitabine||om1	type=SECONDARY;denom=65;resolved_by=e	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00096993||placebo + gemcitabine	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00098345||caprelsa (vandetanib) 300 mg||om0	type=PRIMARY;denom=30;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00098345||caprelsa (vandetanib) 300 mg	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00099437||fulvestrant 250 mg||om1	type=SECONDARY;denom=261;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00099437||fulvestrant 250 mg	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00099437||fulvestrant 500 mg||om1	type=SECONDARY;denom=240;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00099437||fulvestrant 500 mg	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00100932||e7389 21 day cycle||om0	type=PRIMARY;denom=26;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00100932||e7389 21 day cycle	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00100932||e7389 28 day cycle||om0	type=PRIMARY;denom=77;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00100932||e7389 28 day cycle	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00101283||pemetrexed/carboplatin||om0	type=PRIMARY;denom=16;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00101283||pemetrexed/carboplatin	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00101283||pemetrexed/gemcitabine||om0	type=PRIMARY;denom=13;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00101283||pemetrexed/gemcitabine	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00101400||sorafenib (nexavar, bay43-9006)||om2	type=SECONDARY;denom=1;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00101400||sorafenib (nexavar, bay43-9006)	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00102804||pemetrexed and bsc||om4	type=SECONDARY;denom=441;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00102804||pemetrexed and bsc	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00102804||placebo and bsc||om4	type=SECONDARY;denom=222;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00102804||placebo and bsc	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00106353||high-grade glioma: part 2||om33	type=PRIMARY;denom=15;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00106353||high-grade glioma: part 2	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00106353||neuroblastoma: part 2||om33	type=PRIMARY;denom=15;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00106353||neuroblastoma: part 2	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00106353||rhabdomyosarcoma: part 2||om33	type=PRIMARY;denom=12;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00106353||rhabdomyosarcoma: part 2	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00106353||temsirolimus 10 mg/m^2: part 1||om9	type=SECONDARY;denom=4;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00106353||temsirolimus 10 mg/m^2: part 1	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00106353||temsirolimus 150 mg/m^2: part 1||om9	type=SECONDARY;denom=7;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00106353||temsirolimus 150 mg/m^2: part 1	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00106353||temsirolimus 25 mg/m^2: part 1||om9	type=SECONDARY;denom=4;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00106353||temsirolimus 25 mg/m^2: part 1	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00106353||temsirolimus 75 mg/m^2: part 1||om9	type=SECONDARY;denom=3;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00106353||temsirolimus 75 mg/m^2: part 1	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00112840||phase ii||om2	type=SECONDARY;denom=40;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00112840||phase ii	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00112905||tcc cohort||om3	type=SECONDARY;denom=22;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00112905||tcc cohort	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00113607||doxil||om2	type=SECONDARY;denom=335;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00113607||doxil	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00113607||trabectedin/doxil||om2	type=SECONDARY;denom=337;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00113607||trabectedin/doxil	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00115765||irinotecan and bevacizumab plus panitumumab||om14	type=SECONDARY;denom=115;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00115765||irinotecan and bevacizumab plus panitumumab	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00115765||irinotecan and bevacizumab without panitumumab||om14	type=SECONDARY;denom=115;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00115765||irinotecan and bevacizumab without panitumumab	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00115765||oxaliplatin and bevacizumab plus panitumumab||om2	type=SECONDARY;denom=413;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00115765||oxaliplatin and bevacizumab plus panitumumab	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00115765||oxaliplatin and bevacizumab without panitumumab||om2	type=SECONDARY;denom=410;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00115765||oxaliplatin and bevacizumab without panitumumab	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00121251||sorafenib + gemcitabine + capecitabine||om0	type=PRIMARY;denom=17;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00121251||sorafenib + gemcitabine + capecitabine	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00121719||lenvatinib (mtd cohort) 25 mg||om4	type=SECONDARY;denom=24;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00121719||lenvatinib (mtd cohort) 25 mg	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00121719||lenvatinib 0.2 mg||om4	type=SECONDARY;denom=4;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00121719||lenvatinib 0.2 mg	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00121719||lenvatinib 0.4 mg||om4	type=SECONDARY;denom=4;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00121719||lenvatinib 0.4 mg	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
