cohort_key	nct	results_group_title_norm	n_observations	observation_ids	om_indices	distinct_om_types	distinct_titles	distinct_time_frames	distinct_constructs	distinct_criteria	distinct_criteria_versions	distinct_population_descriptions	distinct_param_types	distinct_units	distinct_denominator_values	distinct_denominator_states	n_usable_for_proportion	duplicate_encoding_candidate	unresolved_states	selection_status	resolution_note
NCT00077857||825 mg/m^2 capecitabine + docetaxel	NCT00077857	825 mg/m^2 capecitabine + docetaxel	3	NCT00077857#om1#OG001|NCT00077857#om2#OG001|NCT00077857#om3#OG001	1|2|3	SECONDARY	3	3	3	2	1	1	2	2	235	PRESENT	3	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00080301||capecitabine	NCT00080301	capecitabine	1	NCT00080301#om1#OG001	1	SECONDARY	1	1	1	1	1	1	1	1	377	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00080301||ixabepilone + capecitabine	NCT00080301	ixabepilone + capecitabine	1	NCT00080301#om1#OG000	1	SECONDARY	1	1	1	1	1	1	1	1	375	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00082433||capecitabine	NCT00082433	capecitabine	1	NCT00082433#om1#OG001	1	SECONDARY	1	1	1	1	1	1	1	1	462	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00082433||ixabepilone + capecitabine	NCT00082433	ixabepilone + capecitabine	1	NCT00082433#om1#OG000	1	SECONDARY	1	1	1	1	1	1	1	1	462	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00085410||arm i	NCT00085410	arm i	2	NCT00085410#om0#OG000|NCT00085410#om6#OG000	0|6	PRIMARY|POST_HOC	2	1	2	2	2	2	2	2	20|19	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00085631||overall study	NCT00085631	overall study	1	NCT00085631#om0#OG000	0	PRIMARY	1	1	1	1	1	1	1	1	0	REPORTED_ZERO	0	False	NO_OBSERVATION_USABLE_FOR_A_PROPORTION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00086957||dose level 2 - docetaxel 60 mg/m^2	NCT00086957	dose level 2 - docetaxel 60 mg/m^2	1	NCT00086957#om3#OG000	3	SECONDARY	1	1	1	1	1	1	1	1	29	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00087139||ixabepilone - no prior chemo	NCT00087139	ixabepilone - no prior chemo	1	NCT00087139#om1#OG000	1	SECONDARY	1	1	1	1	1	1	1	1	22	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00087139||ixabepilone - prior taxane	NCT00087139	ixabepilone - prior taxane	1	NCT00087139#om1#OG001	1	SECONDARY	1	1	1	1	1	1	1	1	25	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00087139||ixabepilone - two prior chemo	NCT00087139	ixabepilone - two prior chemo	1	NCT00087139#om1#OG002	1	SECONDARY	1	1	1	1	1	1	1	1	24	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00088530||comparator group	NCT00088530	comparator group	1	NCT00088530#om3#OG001	3	SECONDARY	1	1	1	1	1	1	1	1	70	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00088530||experimental group	NCT00088530	experimental group	1	NCT00088530#om3#OG000	3	SECONDARY	1	1	1	1	1	1	1	1	70	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00089635||panitumumab	NCT00089635	panitumumab	1	NCT00089635#om3#OG000	3	SECONDARY	1	1	1	1	1	1	1	1	7	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00089999||lapatinib 1500 mg qd	NCT00089999	lapatinib 1500 mg qd	2	NCT00089999#om0#OG000|NCT00089999#om1#OG000	0|1	PRIMARY	2	1	1	1	1	2	1	1	69	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00089999||lapatinib 500 mg bid	NCT00089999	lapatinib 500 mg bid	2	NCT00089999#om0#OG001|NCT00089999#om1#OG001	0|1	PRIMARY	2	1	1	1	1	2	1	1	69	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00090363||placebo	NCT00090363	placebo	1	NCT00090363#om3#OG000	3	SECONDARY	1	1	1	1	1	1	1	1	51	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00090363||zd4054 10 mg	NCT00090363	zd4054 10 mg	1	NCT00090363#om3#OG001	3	SECONDARY	1	1	1	1	1	1	1	1	44	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00090363||zd4054 15 mg	NCT00090363	zd4054 15 mg	1	NCT00090363#om3#OG002	3	SECONDARY	1	1	1	1	1	1	1	1	41	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00093041||zalatumumab 0.15 mg/kg	NCT00093041	zalatumumab 0.15 mg/kg	1	NCT00093041#om1#OG000	1	SECONDARY	1	1	1	1	1	1	1	1	4	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00093041||zalutumumab 0.5 mg/kg	NCT00093041	zalutumumab 0.5 mg/kg	1	NCT00093041#om1#OG001	1	SECONDARY	1	1	1	1	1	1	1	1	4	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00093041||zalutumumab 1 mg/kg	NCT00093041	zalutumumab 1 mg/kg	1	NCT00093041#om1#OG002	1	SECONDARY	1	1	1	1	1	1	1	1	5	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00093041||zalutumumab 2 mg/kg	NCT00093041	zalutumumab 2 mg/kg	1	NCT00093041#om1#OG003	1	SECONDARY	1	1	1	1	1	1	1	1	4	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00093041||zalutumumab 4 mg/kg	NCT00093041	zalutumumab 4 mg/kg	1	NCT00093041#om1#OG004	1	SECONDARY	1	1	1	1	1	1	1	1	4	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00093041||zalutumumab 8 mg/kg	NCT00093041	zalutumumab 8 mg/kg	1	NCT00093041#om1#OG005	1	SECONDARY	1	1	1	1	1	1	1	1	7	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00093964||cilengitide 2000 mg	NCT00093964	cilengitide 2000 mg	1	NCT00093964#om1#OG001	1	SECONDARY	1	1	1	1	1	1	1	1	40	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00093964||cilengitide 500 milligrams (mg)	NCT00093964	cilengitide 500 milligrams (mg)	1	NCT00093964#om1#OG000	1	SECONDARY	1	1	1	1	1	1	1	1	40	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00094497||edp-m	NCT00094497	edp-m	1	NCT00094497#om3#OG000	3	SECONDARY	1	1	1	1	1	1	1	1	151	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00094497||sz-m	NCT00094497	sz-m	1	NCT00094497#om3#OG001	3	SECONDARY	1	1	1	1	1	1	1	1	153	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00094653||gp100	NCT00094653	gp100	3	NCT00094653#om6#OG002|NCT00094653#om7#OG002|NCT00094653#om10#OG002	6|7|10	SECONDARY	3	2	3	2	1	1	1	2	136	PRESENT	3	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00094653||ipilimumab monotherapy	NCT00094653	ipilimumab monotherapy	3	NCT00094653#om6#OG001|NCT00094653#om7#OG001|NCT00094653#om10#OG001	6|7|10	SECONDARY	3	2	3	2	1	1	1	2	137	PRESENT	3	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00094653||ipilimumab plus gp100	NCT00094653	ipilimumab plus gp100	3	NCT00094653#om6#OG000|NCT00094653#om7#OG000|NCT00094653#om10#OG000	6|7|10	SECONDARY	3	2	3	2	1	1	1	2	403	PRESENT	3	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00095199||cetuximab & docetaxel	NCT00095199	cetuximab & docetaxel	4	NCT00095199#om2#OG002|NCT00095199#om3#OG002|NCT00095199#om4#OG002|NCT00095199#om6#OG002	2|3|4|6	SECONDARY	4	4	4	1	1	3	2	3	167|150|13	PRESENT	4	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00095199||cetuximab & pemetrexed	NCT00095199	cetuximab & pemetrexed	4	NCT00095199#om2#OG000|NCT00095199#om3#OG000|NCT00095199#om4#OG000|NCT00095199#om6#OG000	2|3|4|6	SECONDARY	4	4	4	1	1	3	2	3	301|280|20	PRESENT	4	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00095199||docetaxel	NCT00095199	docetaxel	4	NCT00095199#om2#OG003|NCT00095199#om3#OG003|NCT00095199#om4#OG003|NCT00095199#om6#OG003	2|3|4|6	SECONDARY	4	4	4	1	1	3	2	3	166|155|11	PRESENT	4	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00095199||pemetrexed	NCT00095199	pemetrexed	4	NCT00095199#om2#OG001|NCT00095199#om3#OG001|NCT00095199#om4#OG001|NCT00095199#om6#OG001	2|3|4|6	SECONDARY	4	4	4	1	1	3	2	3	304|280|13	PRESENT	4	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00096941||pertuzumab	NCT00096941	pertuzumab	1	NCT00096941#om1#OG000	1	SECONDARY	1	1	1	1	1	1	1	1	3	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00096993||pertuzumab + gemcitabine	NCT00096993	pertuzumab + gemcitabine	2	NCT00096993#om1#OG001|NCT00096993#om2#OG001	1|2	SECONDARY	2	1	2	2	1	2	2	2	65|9	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00096993||placebo + gemcitabine	NCT00096993	placebo + gemcitabine	2	NCT00096993#om1#OG000|NCT00096993#om2#OG000	1|2	SECONDARY	2	1	2	2	1	2	2	2	65|3	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00098345||caprelsa (vandetanib) 300 mg	NCT00098345	caprelsa (vandetanib) 300 mg	3	NCT00098345#om0#OG000|NCT00098345#om2#OG000|NCT00098345#om3#OG000	0|2|3	PRIMARY|SECONDARY	3	1	3	1	1	1	2	2	30	PRESENT	3	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00098865||thalidomide and temozolomide	NCT00098865	thalidomide and temozolomide	1	NCT00098865#om1#OG000	1	SECONDARY	1	1	1	1	1	1	1	1	15	PRESENT	0	False	NO_OBSERVATION_USABLE_FOR_A_PROPORTION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00099437||fulvestrant 250 mg	NCT00099437	fulvestrant 250 mg	2	NCT00099437#om1#OG000|NCT00099437#om2#OG000	1|2	SECONDARY	2	2	2	2	1	2	1	1	261|374	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00099437||fulvestrant 500 mg	NCT00099437	fulvestrant 500 mg	2	NCT00099437#om1#OG001|NCT00099437#om2#OG001	1|2	SECONDARY	2	2	2	2	1	2	1	1	240|362	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00100932||e7389 21 day cycle	NCT00100932	e7389 21 day cycle	1	NCT00100932#om0#OG001	0	PRIMARY	1	1	1	1	1	1	1	1	26	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00100932||e7389 28 day cycle	NCT00100932	e7389 28 day cycle	1	NCT00100932#om0#OG000	0	PRIMARY	1	1	1	1	1	1	1	1	77	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00101283||pemetrexed/carboplatin	NCT00101283	pemetrexed/carboplatin	1	NCT00101283#om0#OG000	0	PRIMARY	1	1	1	1	1	1	1	1	16	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00101283||pemetrexed/gemcitabine	NCT00101283	pemetrexed/gemcitabine	1	NCT00101283#om0#OG001	0	PRIMARY	1	1	1	1	1	1	1	1	13	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00101400||sorafenib (nexavar, bay43-9006)	NCT00101400	sorafenib (nexavar, bay43-9006)	2	NCT00101400#om2#OG000|NCT00101400#om3#OG000	2|3	SECONDARY	2	2	2	1	1	1	1	1	1	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00102804||pemetrexed and bsc	NCT00102804	pemetrexed and bsc	1	NCT00102804#om4#OG000	4	SECONDARY	1	1	1	1	1	1	1	1	441	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00102804||placebo and bsc	NCT00102804	placebo and bsc	1	NCT00102804#om4#OG001	4	SECONDARY	1	1	1	1	1	1	1	1	222	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT00106353||high-grade glioma: part 2	NCT00106353	high-grade glioma: part 2	1	NCT00106353#om33#OG000	33	PRIMARY	1	1	1	1	1	1	1	1	15	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
