nct	om_title	group_title	evaluable_n	era	family	n_arms_registered	n_results_groups_in_om	arm_set_type_state	registry_arm_types_in_record_verbatim	arm_link_state	arm_link_relation	arm_link_source	arm_link_source_locator	n_candidate_arms	candidate_arm_indices	candidate_arm_labels	candidate_arm_types_verbatim	bound_arm_index	bound_arm_label	bound_arm_registered_type_verbatim	downgraded_candidate_arm_index	downgraded_candidate_arm_label	downgraded_candidate_registered_type_verbatim	contrary_description_locator	contrary_description_evidence_excerpt	comparator_role	comparator_role_basis	comparator_role_identity_assumption	group_text_comparator_wording_unverified	source_join_verification	registry_type_statement	registry_type_statement_assumption	contested_flags	leaf_claim_state	leaf_claim_arm_label	leaf_claim_locator	leaf_claim_verification	leaf_claim_verification_before_downgrade	leaf_narrative_transformed_excerpt_not_parsed	leaf_excerpt_transform	leaf_excerpt_original_chars	leaf_excerpt_at_400_char_cap	sole_arm_multi_results_group_flag	v1_arm_link_state	v1_arm_link_evidence_code	v1_confirmed_registry_arm_label	v1_control_status	job3_control_status	disposition_vs_v1	group_description_transformed_excerpt	group_description_transform	group_description_original_chars
NCT02472964	Primary Endpoint : Compare Best Overall Response Rate (ORR) (According to Response Evaluation Criteria in Solid Tumor [RECIST] 1.1 Criteria) at Week 24 of MYL-1401O Plus Taxane Versus Herceptin® Plus Taxane in the ITT1 Population	MYL-1401O Trastuzumab + Taxane	217	2010_2013	bor	2	2	MIXED_ARM_TYPES	ACTIVE_COMPARATOR | EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group1.tsv	LEAF-OUT/LEAF-QD-group1.tsv:line 37; candidate protocolSection.armsInterventionsModule.armGroups[1].label	1	1	MYL- 1401O + Taxane	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ARM_SET_TYPE_NOT_UNIFORM_NO_TYPE_STATEMENT_POSSIBLE			LEAF_LABEL_RESOLVES_UNIQUELY	MYL- 1401O + Taxane	LEAF-OUT/LEAF-QD-group1.tsv:line 37	RETAINED_UNVERIFIED_WITH_LOCATOR		armGroups[1].description reproduced near-verbatim in the group description; plus elimination (armGroups[0] already matched EXACT to the other group of the same outcome measure)	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	176	NO	NO	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	MYL- 1401O + Taxane	NOT_CONTROL_CONFIRMED	UNKNOWN	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	Part 1:Myl 1401OTrastuzumab Intravenously + paclitaxel 80 mg/m2 weekly intravenously or docetaxel 75 mg/m2 intravenously once every three weeks (investigators choice) for 8 cycles then evaluate for primary endpoint.  Part 2: If SD or PR, CR at cycle 9 (week 24) proceed to Myl 1401O( Mylan Trastuzumab) alone once every 3 weeks until DP or subject withdrawal.	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	359
NCT01562028	Objective Response	T790M Positive	36	2010_2013	bor	1	2	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group0.tsv	LEAF-OUT/LEAF-QD-group0.tsv:line 68; candidate protocolSection.armsInterventionsModule.armGroups[0].label	1	0	Erlotinib plus bevacizumab	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	Erlotinib plus bevacizumab	LEAF-OUT/LEAF-QD-group0.tsv:line 68	RETAINED_UNVERIFIED_WITH_LOCATOR		armGroups[0].description regimen ('Bevacizumab: 15 mg/kg i.v. on day 1 of each 3-week cycle; Erlotinib: 150 mg p.o., daily') is reproduced in the group description; armGroups cardinality = 1	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	190	NO	YES	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Erlotinib plus bevacizumab	NOT_CONTROL_CONFIRMED	NOT_CONTROL_SINGLE_ARM_TRIAL	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	Treatment-naive patients with advanced non-small-cell lung cancer positive for an activating EGFR mutation (exon 19 deletion or L858R mutation), with T790M, treated with erlotinib (150 mg p.o., daily) and bevacizumab (15 mg/kg i.v. on day 1 of each 21 day cycle).	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	263
NCT01562028	Objective Response	T790M Negative	69	2010_2013	bor	1	2	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group0.tsv	LEAF-OUT/LEAF-QD-group0.tsv:line 67; candidate protocolSection.armsInterventionsModule.armGroups[0].label	1	0	Erlotinib plus bevacizumab	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	Erlotinib plus bevacizumab	LEAF-OUT/LEAF-QD-group0.tsv:line 67	RETAINED_UNVERIFIED_WITH_LOCATOR		armGroups[0].description regimen ('Bevacizumab: 15 mg/kg i.v. on day 1 of each 3-week cycle; Erlotinib: 150 mg p.o., daily') is reproduced in the group description; armGroups cardinality = 1	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	190	NO	YES	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Erlotinib plus bevacizumab	NOT_CONTROL_CONFIRMED	NOT_CONTROL_SINGLE_ARM_TRIAL	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	Treatment-naive patients with advanced non-small-cell lung cancer positive for an activating EGFR mutation (exon 19 deletion or L858R mutation), without T790M, treated with erlotinib (150 mg p.o., daily) and bevacizumab (15 mg/kg i.v. on day 1 of each 21 day cycle).	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	266
NCT01874054	Overall Best Response Rate	Brentuximab Vedotin + Bendamustine	53	2010_2013	bor	1	1	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL	LABEL_MATCH	LABEL_FIELD_MATCH_ONLY:LABEL_BYTE_EXACT	SOURCE_RECORD	protocolSection.armsInterventionsModule.armGroups[0].label	1	0	Brentuximab Vedotin + Bendamustine	EXPERIMENTAL	0	Brentuximab Vedotin + Bendamustine	EXPERIMENTAL						NOT_ESTABLISHED_IN_THIS_CACHE	bound arm 0 registered type EXPERIMENTAL (verbatim). A registered type of EXPERIMENTAL/OTHER is not evidence that this group had no comparator role; no comparator evidence exists in this cache either way			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED		NO_LEAF									NO	CONFIRMED	LABEL_BYTE_EXACT	Brentuximab Vedotin + Bendamustine	NOT_CONTROL_CONFIRMED	NOT_CONTROL	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED	brentuximab vedotin: 1.8 mg/kg on Day 1 of 3-week cycles by intravenous (IV) infusion  bendamustine: 90 mg/m\^2 on Days 1 and 2 of 3-week cycles by intravenous (IV) infusion	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	173
NCT01807182	Number of Participants in Each Clinical Response Category	Treatment (TIL, Combination Chemotherapy, Aldesleukin)	10	2010_2013	bor	1	1	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL	LABEL_MATCH	LABEL_FIELD_MATCH_ONLY:LABEL_CASE_WS_FOLD	SOURCE_RECORD	protocolSection.armsInterventionsModule.armGroups[0].label	1	0	Treatment (TIL, combination chemotherapy, aldesleukin)	EXPERIMENTAL	0	Treatment (TIL, combination chemotherapy, aldesleukin)	EXPERIMENTAL						NOT_ESTABLISHED_IN_THIS_CACHE	bound arm 0 registered type EXPERIMENTAL (verbatim). A registered type of EXPERIMENTAL/OTHER is not evidence that this group had no comparator role; no comparator evidence exists in this cache either way			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED		NO_LEAF									NO	CONFIRMED	LABEL_CASE_AND_WHITESPACE_ONLY	Treatment (TIL, combination chemotherapy, aldesleukin)	NOT_CONTROL_CONFIRMED	NOT_CONTROL	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED	Patients receive cyclophosphamide IV on days -7 to -6 and fludarabine phosphate IV on days -5 to -1. Patients undergo TIL infusion over 30-60 minutes on day 0 and receive aldesleukin IV every 8 hours on days 1-5 for up to a maximum of 14 doses.  Aldesleukin: Given IV  Cyclophosphamide: Given IV  Fludarabine Phosphate: Given IV  Laboratory Biomarker Analysis: Correlative studies  Therapeutic Tumor 	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	446
NCT01790503	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	Combined 800 mg, 5 Days/Week	26	2010_2013	bor	4	1	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	UNRESOLVED	LEAF_CLAIM_LEAF_CLAIMS_MULTIPLE_ARMS	DELIVERED_LEAF:LEAF-QD-group0.tsv	LEAF-OUT/LEAF-QD-group0.tsv:line 83	2	1|3	Phase 1b dose escalation - 800mg/day PLX3397 | Phase 2 - Recommended phase 2 dose of PLX3397	EXPERIMENTAL | EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_CLAIMS_MULTIPLE_ARMS	Phase 1b dose escalation - 800mg/day PLX3397; Phase 2 - Recommended phase 2 dose of PLX3397	LEAF-OUT/LEAF-QD-group0.tsv:line 83	NOT_VERIFIABLE_IN_THIS_CACHE		group description 'All participants in Phase 1b or 2 who received 800 mg/day PLX3397' names exactly the two arms whose armGroups[].description carries 800mg/day: armGroups[1] (Phase 1b, 800mg/day) and armGroups[3] (Phase 2 RP2D = 800mg/day)	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	240	NO	NO	CONFIRMED_TYPE_ONLY	LEAF_ARM_IDENTITY_NOT_BOUND_ARM_SET_TYPE_INVARIANT		NOT_CONTROL_BY_ARM_SET_TYPE_INVARIANT	UNKNOWN	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	All participants in Phase 1b or 2 who received 800 mg/day PLX3397 (5 days/week) during combination therapy.	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	107
NCT01740297	Phase 2: Best Overall Response	Phase 2: Ipilimumab	75	2010_2013	bor	3	2	MIXED_ARM_TYPES	EXPERIMENTAL | ACTIVE_COMPARATOR | EXPERIMENTAL	SOURCE_FIELD_MATCH	TWO_AGREEING_FIELD_MATCHES:LABEL_BYTE_EXACT+DESC_BYTE_EXACT	SOURCE_RECORD	protocolSection.armsInterventionsModule.armGroups[1].label and protocolSection.armsInterventionsModule.armGroups[1].description	1	1	Phase 2: Ipilimumab	ACTIVE_COMPARATOR	1	Phase 2: Ipilimumab	ACTIVE_COMPARATOR						COMPARATOR_TYPE_INFERRED_VIA_SOURCE_FIELD_MATCH	arm 1 bound by TWO_AGREEING_FIELD_MATCHES:LABEL_BYTE_EXACT+DESC_BYTE_EXACT; registered type ACTIVE_COMPARATOR carried verbatim. The comparator TYPE is INFERRED THROUGH a computed correspondence between two source text fields; the registry does not state that this results group IS that arm, so this is not an independently validated clinical comparator	ASSUMES_TWO_AGREEING_SOURCE_FIELD_MATCHES_ARE_ARM_IDENTITY_UNPROVED		NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_ACTIVE_COMPARATOR	ASSUMES_TWO_AGREEING_SOURCE_FIELD_MATCHES_ARE_ARM_IDENTITY_UNPROVED		NO_LEAF									NO	CONFIRMED	LABEL_BYTE_EXACT	Phase 2: Ipilimumab	CONTROL_ACTIVE_COMPARATOR_CONFIRMED	CONTROL_ACTIVE_COMPARATOR	UNCHANGED_CLASS:COMPARATOR_TYPE_INFERRED	Participants received ipilimumab 3 mg/kg intravenously every 3 weeks for a total of 4 infusions starting at week 1.	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	115
NCT01740297	Phase 2: Best Overall Response	Phase 2: Talimogene Laherparepvec + Ipilimumab	88	2010_2013	bor	3	2	MIXED_ARM_TYPES	EXPERIMENTAL | ACTIVE_COMPARATOR | EXPERIMENTAL	LABEL_MATCH	LABEL_FIELD_MATCH_ONLY:LABEL_BYTE_EXACT	SOURCE_RECORD	protocolSection.armsInterventionsModule.armGroups[2].label	1	2	Phase 2: Talimogene Laherparepvec + Ipilimumab	EXPERIMENTAL	2	Phase 2: Talimogene Laherparepvec + Ipilimumab	EXPERIMENTAL						NOT_ESTABLISHED_IN_THIS_CACHE	bound arm 2 registered type EXPERIMENTAL (verbatim). A registered type of EXPERIMENTAL/OTHER is not evidence that this group had no comparator role; no comparator evidence exists in this cache either way			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED		NO_LEAF									NO	CONFIRMED	LABEL_BYTE_EXACT	Phase 2: Talimogene Laherparepvec + Ipilimumab	NOT_CONTROL_CONFIRMED	NOT_CONTROL	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED	Participants received talimogene laherparepvec at an initial dose of 10⁶ PFU/mL injected into 1 or more skin, nodal, or subcutaneous tumors with a maximum total volume of 4 mL. Subsequent doses of talimogene laherparepvec at 10⁸ PFU/mL (up to 4 mL total) began 3 weeks after the first dose and were administered every 2 weeks until CR, all injectable tumors had disappeared, confirmed disease progres	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	666
NCT01746225	Best Overall Response	A: Nab-Paclitaxel 150 mg/m2 Days 1,15	81	2010_2013	bor	3	3	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	LABEL_MATCH	LABEL_FIELD_MATCH_ONLY:LABEL_CASE_WS_FOLD	SOURCE_RECORD	protocolSection.armsInterventionsModule.armGroups[0].label	1	0	A: nab-Paclitaxel 150 mg/m2 days 1,15	EXPERIMENTAL	0	A: nab-Paclitaxel 150 mg/m2 days 1,15	EXPERIMENTAL						NOT_ESTABLISHED_IN_THIS_CACHE	bound arm 0 registered type EXPERIMENTAL (verbatim). A registered type of EXPERIMENTAL/OTHER is not evidence that this group had no comparator role; no comparator evidence exists in this cache either way			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED		NO_LEAF									NO	CONFIRMED	LABEL_CASE_AND_WHITESPACE_ONLY	A: nab-Paclitaxel 150 mg/m2 days 1,15	NOT_CONTROL_CONFIRMED	NOT_CONTROL	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED	Arm A: Induction\* nab-Paclitaxel 125 mg/m2 on days 1,8,15 every 28 days for 3 cycles followed by maintenance nab-Paclitaxel 150 mg/m2 administered on days 1, 15 of each 28-day cycle (total 300mg/m2 per cycle) until progression or unacceptable toxicity.  nab-Paclitaxel: Induction phase: 3 cycles of nab-Paclitaxel days 1, 8, 15. Maintenance phase with three maintenance schedules of nab-Paclitaxel (	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	585
NCT01746225	Best Overall Response	B: Nab-Paclitaxel 100 mg/m2 Days 1,8,15	85	2010_2013	bor	3	3	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	LABEL_MATCH	LABEL_FIELD_MATCH_ONLY:LABEL_CASE_WS_FOLD	SOURCE_RECORD	protocolSection.armsInterventionsModule.armGroups[1].label	1	1	B: nab-Paclitaxel 100 mg/m2 days 1,8,15	EXPERIMENTAL	1	B: nab-Paclitaxel 100 mg/m2 days 1,8,15	EXPERIMENTAL						NOT_ESTABLISHED_IN_THIS_CACHE	bound arm 1 registered type EXPERIMENTAL (verbatim). A registered type of EXPERIMENTAL/OTHER is not evidence that this group had no comparator role; no comparator evidence exists in this cache either way			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED		NO_LEAF									NO	CONFIRMED	LABEL_CASE_AND_WHITESPACE_ONLY	B: nab-Paclitaxel 100 mg/m2 days 1,8,15	NOT_CONTROL_CONFIRMED	NOT_CONTROL	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED	Arm B: Induction\* nab-Paclitaxel 125 mg/m2 on days 1,8,15 every 28 days for 3 cycles followed by maintenance nab-Paclitaxel 100 mg/m2 administered on days 1, 8, 15 of each 28-day cycle (total 300mg/m2 per cycle) until progression or unacceptable toxicity.  nab-Paclitaxel: Induction phase: 3 cycles of nab-Paclitaxel days 1, 8, 15. Maintenance phase with three maintenance schedules of nab-Paclitaxe	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	588
NCT01746225	Best Overall Response	C: Nab-Paclitaxel 75 mg/m2 Days 1,8,15,22	81	2010_2013	bor	3	3	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	LABEL_MATCH	LABEL_FIELD_MATCH_ONLY:LABEL_CASE_WS_FOLD	SOURCE_RECORD	protocolSection.armsInterventionsModule.armGroups[2].label	1	2	C: nab-Paclitaxel 75 mg/m2 days 1,8,15,22	EXPERIMENTAL	2	C: nab-Paclitaxel 75 mg/m2 days 1,8,15,22	EXPERIMENTAL						NOT_ESTABLISHED_IN_THIS_CACHE	bound arm 2 registered type EXPERIMENTAL (verbatim). A registered type of EXPERIMENTAL/OTHER is not evidence that this group had no comparator role; no comparator evidence exists in this cache either way			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED		NO_LEAF									NO	CONFIRMED	LABEL_CASE_AND_WHITESPACE_ONLY	C: nab-Paclitaxel 75 mg/m2 days 1,8,15,22	NOT_CONTROL_CONFIRMED	NOT_CONTROL	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED	Arm C: Induction\* nab-Paclitaxel 125 mg/m2 on days 1,8,15 every 28 days for 3 cycles followed by maintenance nab-Paclitaxel 75 mg/m2 administered on days 1, 8, 15, 22 of each 28-day cycle (total 300mg/m2 per cycle) until progression or unacceptable toxicity.  nab-Paclitaxel: Induction phase: 3 cycles of nab-Paclitaxel days 1, 8, 15. Maintenance phase with three maintenance schedules of nab-Paclit	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	591
NCT01356628	Response Rate (RR)	PD-0332991	19	2010_2013	bor	1	1	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL	LABEL_MATCH	LABEL_FIELD_MATCH_ONLY:LABEL_BYTE_EXACT	SOURCE_RECORD	protocolSection.armsInterventionsModule.armGroups[0].label	1	0	PD-0332991	EXPERIMENTAL	0	PD-0332991	EXPERIMENTAL						NOT_ESTABLISHED_IN_THIS_CACHE	bound arm 0 registered type EXPERIMENTAL (verbatim). A registered type of EXPERIMENTAL/OTHER is not evidence that this group had no comparator role; no comparator evidence exists in this cache either way			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED		NO_LEAF									NO	CONFIRMED	LABEL_BYTE_EXACT	PD-0332991	NOT_CONTROL_CONFIRMED	NOT_CONTROL	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED	PD-0332991 in the Treatment in Patients with Advanced Hepatocellular Carcinoma  PD-0332991: PD-0332991, 125mg, 3 cycles	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	119
NCT01876446	Best Response	A: Chemo Resistant	19	2010_2013	bor	1	2	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group1.tsv	LEAF-OUT/LEAF-QD-group1.tsv:line 10; candidate protocolSection.armsInterventionsModule.armGroups[0].label	1	0	Treatment (pegylated irinotecan NKTR 102)	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	Treatment (pegylated irinotecan NKTR 102)	LEAF-OUT/LEAF-QD-group1.tsv:line 10	RETAINED_UNVERIFIED_WITH_LOCATOR		n_arms_registered=1 (cardinality) + armGroups[0].label and .description reproduced verbatim inside group description	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	116	NO	YES	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Treatment (pegylated irinotecan NKTR 102)	NOT_CONTROL_CONFIRMED	NOT_CONTROL_SINGLE_ARM_TRIAL	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	Group A: chemo resistant - those progressing on first-line therapy \< 3 months after completion of treatment.  Treatment (pegylated irinotecan NKTR 102) Patients receive pegylated irinotecan NKTR 102 IV over 90 minutes on day 1. Courses repeat every 21 days in the absence of disease progression or unacceptable toxicity  Laboratory Biomarker Analysis: Correlative studies Pegylated Irinotecan: Given	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	446
