component	component_grain	component_record_key	integration_row_key	disposition	reason
CORRECTED-C-v3	(nct,om_title,group_title,evaluable_n)	NCT00946153|Phase 1: Best Overall Response (BOR) of Lenvatinib by Investigator Assessment|Phase 1: Group 1: Lenvatinib: 12 mg	NCT00946153|OM2|OG000	JOINED_TO_A_ON_TITLE_BRIDGE	C2 carries no om_index/group_id; the (nct,om_title,group_title) bridge is unique on both sides (check J2).
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00946153#om2#OG000	NCT00946153|OM2|OG000	JOINED_TO_A_ON_OBSERVATION_KEY	B's corpus boundary is job2's response-title regex over 4,235 results trials; A/C's 552 keys come from job1's contract rows. The difference is retained, never inner-joined away.
CORRECTED-A-v2	(nct_id,om_index,group_id)	NCT00946153|OM2|OG001	NCT00946153|OM2|OG001	CARRIED_INTO_INTEGRATED_LEDGER	A2 is the integration spine; every A2 row is present exactly once. A2 changed no row data value against A1 (its own check D8).
CORRECTED-C-v3	(nct,om_title,group_title,evaluable_n)	NCT00946153|Phase 1: Best Overall Response (BOR) of Lenvatinib by Investigator Assessment|Phase 1: Group1: Lenvatinib: 16 mg	NCT00946153|OM2|OG001	JOINED_TO_A_ON_TITLE_BRIDGE	C2 carries no om_index/group_id; the (nct,om_title,group_title) bridge is unique on both sides (check J2).
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00946153#om2#OG001	NCT00946153|OM2|OG001	JOINED_TO_A_ON_OBSERVATION_KEY	B's corpus boundary is job2's response-title regex over 4,235 results trials; A/C's 552 keys come from job1's contract rows. The difference is retained, never inner-joined away.
CORRECTED-A-v2	(nct_id,om_index,group_id)	NCT00946153|OM2|OG002	NCT00946153|OM2|OG002	CARRIED_INTO_INTEGRATED_LEDGER	A2 is the integration spine; every A2 row is present exactly once. A2 changed no row data value against A1 (its own check D8).
CORRECTED-C-v3	(nct,om_title,group_title,evaluable_n)	NCT00946153|Phase 1: Best Overall Response (BOR) of Lenvatinib by Investigator Assessment|Phase 1: Group 2: Lenvatinib: 8 mg	NCT00946153|OM2|OG002	JOINED_TO_A_ON_TITLE_BRIDGE	C2 carries no om_index/group_id; the (nct,om_title,group_title) bridge is unique on both sides (check J2).
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00946153#om2#OG002	NCT00946153|OM2|OG002	JOINED_TO_A_ON_OBSERVATION_KEY	B's corpus boundary is job2's response-title regex over 4,235 results trials; A/C's 552 keys come from job1's contract rows. The difference is retained, never inner-joined away.
CORRECTED-A-v2	(nct_id,om_index,group_id)	NCT00946153|OM2|OG003	NCT00946153|OM2|OG003	CARRIED_INTO_INTEGRATED_LEDGER	A2 is the integration spine; every A2 row is present exactly once. A2 changed no row data value against A1 (its own check D8).
CORRECTED-C-v3	(nct,om_title,group_title,evaluable_n)	NCT00946153|Phase 1: Best Overall Response (BOR) of Lenvatinib by Investigator Assessment|Phase 1: Group 2: Lenvatinib: 12 mg	NCT00946153|OM2|OG003	JOINED_TO_A_ON_TITLE_BRIDGE	C2 carries no om_index/group_id; the (nct,om_title,group_title) bridge is unique on both sides (check J2).
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00946153#om2#OG003	NCT00946153|OM2|OG003	JOINED_TO_A_ON_OBSERVATION_KEY	B's corpus boundary is job2's response-title regex over 4,235 results trials; A/C's 552 keys come from job1's contract rows. The difference is retained, never inner-joined away.
CORRECTED-A-v2	(nct_id,om_index,group_id)	NCT01124734|OM0|OG000	NCT01124734|OM0|OG000	CARRIED_INTO_INTEGRATED_LEDGER	A2 is the integration spine; every A2 row is present exactly once. A2 changed no row data value against A1 (its own check D8).
CORRECTED-C-v3	(nct,om_title,group_title,evaluable_n)	NCT01124734|Clinical Response to High-Dose Interleukin-2 (H-D IL-2) Followed by Low Dose Temozolomide|Course 1 Cycle 1	NCT01124734|OM0|OG000	JOINED_TO_A_ON_TITLE_BRIDGE	C2 carries no om_index/group_id; the (nct,om_title,group_title) bridge is unique on both sides (check J2).
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT01124734#om0#OG000	NCT01124734|OM0|OG000	NOT_PRESENT_IN_B:TRIAL_OUTSIDE_B_CORPUS_SCOPE	B's corpus boundary is job2's response-title regex over 4,235 results trials; A/C's 552 keys come from job1's contract rows. The difference is retained, never inner-joined away.
CORRECTED-A-v2	(nct_id,om_index,group_id)	NCT01124734|OM0|OG001	NCT01124734|OM0|OG001	CARRIED_INTO_INTEGRATED_LEDGER	A2 is the integration spine; every A2 row is present exactly once. A2 changed no row data value against A1 (its own check D8).
CORRECTED-C-v3	(nct,om_title,group_title,evaluable_n)	NCT01124734|Clinical Response to High-Dose Interleukin-2 (H-D IL-2) Followed by Low Dose Temozolomide|Course 1 Cycle 2	NCT01124734|OM0|OG001	JOINED_TO_A_ON_TITLE_BRIDGE	C2 carries no om_index/group_id; the (nct,om_title,group_title) bridge is unique on both sides (check J2).
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT01124734#om0#OG001	NCT01124734|OM0|OG001	NOT_PRESENT_IN_B:TRIAL_OUTSIDE_B_CORPUS_SCOPE	B's corpus boundary is job2's response-title regex over 4,235 results trials; A/C's 552 keys come from job1's contract rows. The difference is retained, never inner-joined away.
CORRECTED-A-v2	(nct_id,om_index,group_id)	NCT01188876|OM1|OG000	NCT01188876|OM1|OG000	CARRIED_INTO_INTEGRATED_LEDGER	A2 is the integration spine; every A2 row is present exactly once. A2 changed no row data value against A1 (its own check D8).
CORRECTED-C-v3	(nct,om_title,group_title,evaluable_n)	NCT01188876|Best Overall Response|Carboplatin/Pralatrexate	NCT01188876|OM1|OG000	JOINED_TO_A_ON_TITLE_BRIDGE	C2 carries no om_index/group_id; the (nct,om_title,group_title) bridge is unique on both sides (check J2).
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT01188876#om1#OG000	NCT01188876|OM1|OG000	JOINED_TO_A_ON_OBSERVATION_KEY	B's corpus boundary is job2's response-title regex over 4,235 results trials; A/C's 552 keys come from job1's contract rows. The difference is retained, never inner-joined away.
CORRECTED-A-v2	(nct_id,om_index,group_id)	NCT01256359|OM3|OG000	NCT01256359|OM3|OG000	CARRIED_INTO_INTEGRATED_LEDGER	A2 is the integration spine; every A2 row is present exactly once. A2 changed no row data value against A1 (its own check D8).
CORRECTED-C-v3	(nct,om_title,group_title,evaluable_n)	NCT01256359|Objective Response Rate|Docetaxel and AZD6244	NCT01256359|OM3|OG000	JOINED_TO_A_ON_TITLE_BRIDGE	C2 carries no om_index/group_id; the (nct,om_title,group_title) bridge is unique on both sides (check J2).
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT01256359#om3#OG000	NCT01256359|OM3|OG000	JOINED_TO_A_ON_OBSERVATION_KEY	B's corpus boundary is job2's response-title regex over 4,235 results trials; A/C's 552 keys come from job1's contract rows. The difference is retained, never inner-joined away.
CORRECTED-A-v2	(nct_id,om_index,group_id)	NCT01256359|OM3|OG001	NCT01256359|OM3|OG001	CARRIED_INTO_INTEGRATED_LEDGER	A2 is the integration spine; every A2 row is present exactly once. A2 changed no row data value against A1 (its own check D8).
CORRECTED-C-v3	(nct,om_title,group_title,evaluable_n)	NCT01256359|Objective Response Rate|Docetaxel and Placebo	NCT01256359|OM3|OG001	JOINED_TO_A_ON_TITLE_BRIDGE	C2 carries no om_index/group_id; the (nct,om_title,group_title) bridge is unique on both sides (check J2).
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT01256359#om3#OG001	NCT01256359|OM3|OG001	JOINED_TO_A_ON_OBSERVATION_KEY	B's corpus boundary is job2's response-title regex over 4,235 results trials; A/C's 552 keys come from job1's contract rows. The difference is retained, never inner-joined away.
CORRECTED-A-v2	(nct_id,om_index,group_id)	NCT01256359|OM46|OG000	NCT01256359|OM46|OG000	CARRIED_INTO_INTEGRATED_LEDGER	A2 is the integration spine; every A2 row is present exactly once. A2 changed no row data value against A1 (its own check D8).
CORRECTED-C-v3	(nct,om_title,group_title,evaluable_n)	NCT01256359|Objective Response Rate in Patients With WT NRAS|Docetaxel and AZD6244	NCT01256359|OM46|OG000	JOINED_TO_A_ON_TITLE_BRIDGE	C2 carries no om_index/group_id; the (nct,om_title,group_title) bridge is unique on both sides (check J2).
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT01256359#om46#OG000	NCT01256359|OM46|OG000	JOINED_TO_A_ON_OBSERVATION_KEY	B's corpus boundary is job2's response-title regex over 4,235 results trials; A/C's 552 keys come from job1's contract rows. The difference is retained, never inner-joined away.
CORRECTED-A-v2	(nct_id,om_index,group_id)	NCT01256359|OM46|OG001	NCT01256359|OM46|OG001	CARRIED_INTO_INTEGRATED_LEDGER	A2 is the integration spine; every A2 row is present exactly once. A2 changed no row data value against A1 (its own check D8).
CORRECTED-C-v3	(nct,om_title,group_title,evaluable_n)	NCT01256359|Objective Response Rate in Patients With WT NRAS|Docetaxel and Placebo	NCT01256359|OM46|OG001	JOINED_TO_A_ON_TITLE_BRIDGE	C2 carries no om_index/group_id; the (nct,om_title,group_title) bridge is unique on both sides (check J2).
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT01256359#om46#OG001	NCT01256359|OM46|OG001	JOINED_TO_A_ON_OBSERVATION_KEY	B's corpus boundary is job2's response-title regex over 4,235 results trials; A/C's 552 keys come from job1's contract rows. The difference is retained, never inner-joined away.
CORRECTED-A-v2	(nct_id,om_index,group_id)	NCT01256359|OM50|OG000	NCT01256359|OM50|OG000	CARRIED_INTO_INTEGRATED_LEDGER	A2 is the integration spine; every A2 row is present exactly once. A2 changed no row data value against A1 (its own check D8).
CORRECTED-C-v3	(nct,om_title,group_title,evaluable_n)	NCT01256359|Objective Response Rate in Patients With Mutated NRAS|Docetaxel and AZD6244	NCT01256359|OM50|OG000	JOINED_TO_A_ON_TITLE_BRIDGE	C2 carries no om_index/group_id; the (nct,om_title,group_title) bridge is unique on both sides (check J2).
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT01256359#om50#OG000	NCT01256359|OM50|OG000	JOINED_TO_A_ON_OBSERVATION_KEY	B's corpus boundary is job2's response-title regex over 4,235 results trials; A/C's 552 keys come from job1's contract rows. The difference is retained, never inner-joined away.
CORRECTED-A-v2	(nct_id,om_index,group_id)	NCT01256359|OM50|OG001	NCT01256359|OM50|OG001	CARRIED_INTO_INTEGRATED_LEDGER	A2 is the integration spine; every A2 row is present exactly once. A2 changed no row data value against A1 (its own check D8).
CORRECTED-C-v3	(nct,om_title,group_title,evaluable_n)	NCT01256359|Objective Response Rate in Patients With Mutated NRAS|Docetaxel and Placebo	NCT01256359|OM50|OG001	JOINED_TO_A_ON_TITLE_BRIDGE	C2 carries no om_index/group_id; the (nct,om_title,group_title) bridge is unique on both sides (check J2).
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT01256359#om50#OG001	NCT01256359|OM50|OG001	JOINED_TO_A_ON_OBSERVATION_KEY	B's corpus boundary is job2's response-title regex over 4,235 results trials; A/C's 552 keys come from job1's contract rows. The difference is retained, never inner-joined away.
CORRECTED-A-v2	(nct_id,om_index,group_id)	NCT01296932|OM4|OG000	NCT01296932|OM4|OG000	CARRIED_INTO_INTEGRATED_LEDGER	A2 is the integration spine; every A2 row is present exactly once. A2 changed no row data value against A1 (its own check D8).
CORRECTED-C-v3	(nct,om_title,group_title,evaluable_n)	NCT01296932|Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria|BI 836826 1 Milligram	NCT01296932|OM4|OG000	JOINED_TO_A_ON_TITLE_BRIDGE	C2 carries no om_index/group_id; the (nct,om_title,group_title) bridge is unique on both sides (check J2).
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT01296932#om4#OG000	NCT01296932|OM4|OG000	JOINED_TO_A_ON_OBSERVATION_KEY	B's corpus boundary is job2's response-title regex over 4,235 results trials; A/C's 552 keys come from job1's contract rows. The difference is retained, never inner-joined away.
CORRECTED-A-v2	(nct_id,om_index,group_id)	NCT01296932|OM4|OG001	NCT01296932|OM4|OG001	CARRIED_INTO_INTEGRATED_LEDGER	A2 is the integration spine; every A2 row is present exactly once. A2 changed no row data value against A1 (its own check D8).
CORRECTED-C-v3	(nct,om_title,group_title,evaluable_n)	NCT01296932|Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria|BI 836826 3 Milligram	NCT01296932|OM4|OG001	JOINED_TO_A_ON_TITLE_BRIDGE	C2 carries no om_index/group_id; the (nct,om_title,group_title) bridge is unique on both sides (check J2).
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT01296932#om4#OG001	NCT01296932|OM4|OG001	JOINED_TO_A_ON_OBSERVATION_KEY	B's corpus boundary is job2's response-title regex over 4,235 results trials; A/C's 552 keys come from job1's contract rows. The difference is retained, never inner-joined away.
CORRECTED-A-v2	(nct_id,om_index,group_id)	NCT01296932|OM4|OG002	NCT01296932|OM4|OG002	CARRIED_INTO_INTEGRATED_LEDGER	A2 is the integration spine; every A2 row is present exactly once. A2 changed no row data value against A1 (its own check D8).
CORRECTED-C-v3	(nct,om_title,group_title,evaluable_n)	NCT01296932|Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria|BI 836826 9 Milligram	NCT01296932|OM4|OG002	JOINED_TO_A_ON_TITLE_BRIDGE	C2 carries no om_index/group_id; the (nct,om_title,group_title) bridge is unique on both sides (check J2).
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT01296932#om4#OG002	NCT01296932|OM4|OG002	JOINED_TO_A_ON_OBSERVATION_KEY	B's corpus boundary is job2's response-title regex over 4,235 results trials; A/C's 552 keys come from job1's contract rows. The difference is retained, never inner-joined away.
CORRECTED-A-v2	(nct_id,om_index,group_id)	NCT01296932|OM4|OG003	NCT01296932|OM4|OG003	CARRIED_INTO_INTEGRATED_LEDGER	A2 is the integration spine; every A2 row is present exactly once. A2 changed no row data value against A1 (its own check D8).
CORRECTED-C-v3	(nct,om_title,group_title,evaluable_n)	NCT01296932|Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria|BI 836826 25 Milligram	NCT01296932|OM4|OG003	JOINED_TO_A_ON_TITLE_BRIDGE	C2 carries no om_index/group_id; the (nct,om_title,group_title) bridge is unique on both sides (check J2).
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT01296932#om4#OG003	NCT01296932|OM4|OG003	JOINED_TO_A_ON_OBSERVATION_KEY	B's corpus boundary is job2's response-title regex over 4,235 results trials; A/C's 552 keys come from job1's contract rows. The difference is retained, never inner-joined away.
CORRECTED-A-v2	(nct_id,om_index,group_id)	NCT01296932|OM4|OG004	NCT01296932|OM4|OG004	CARRIED_INTO_INTEGRATED_LEDGER	A2 is the integration spine; every A2 row is present exactly once. A2 changed no row data value against A1 (its own check D8).
CORRECTED-C-v3	(nct,om_title,group_title,evaluable_n)	NCT01296932|Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria|BI 836826 50 Milligram	NCT01296932|OM4|OG004	JOINED_TO_A_ON_TITLE_BRIDGE	C2 carries no om_index/group_id; the (nct,om_title,group_title) bridge is unique on both sides (check J2).
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT01296932#om4#OG004	NCT01296932|OM4|OG004	JOINED_TO_A_ON_OBSERVATION_KEY	B's corpus boundary is job2's response-title regex over 4,235 results trials; A/C's 552 keys come from job1's contract rows. The difference is retained, never inner-joined away.
CORRECTED-A-v2	(nct_id,om_index,group_id)	NCT01296932|OM4|OG005	NCT01296932|OM4|OG005	CARRIED_INTO_INTEGRATED_LEDGER	A2 is the integration spine; every A2 row is present exactly once. A2 changed no row data value against A1 (its own check D8).
CORRECTED-C-v3	(nct,om_title,group_title,evaluable_n)	NCT01296932|Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria|BI 836826 100 Milligram	NCT01296932|OM4|OG005	JOINED_TO_A_ON_TITLE_BRIDGE	C2 carries no om_index/group_id; the (nct,om_title,group_title) bridge is unique on both sides (check J2).
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT01296932#om4#OG005	NCT01296932|OM4|OG005	JOINED_TO_A_ON_OBSERVATION_KEY	B's corpus boundary is job2's response-title regex over 4,235 results trials; A/C's 552 keys come from job1's contract rows. The difference is retained, never inner-joined away.
CORRECTED-A-v2	(nct_id,om_index,group_id)	NCT01296932|OM4|OG006	NCT01296932|OM4|OG006	CARRIED_INTO_INTEGRATED_LEDGER	A2 is the integration spine; every A2 row is present exactly once. A2 changed no row data value against A1 (its own check D8).
CORRECTED-C-v3	(nct,om_title,group_title,evaluable_n)	NCT01296932|Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria|BI 836826 200 Milligram	NCT01296932|OM4|OG006	JOINED_TO_A_ON_TITLE_BRIDGE	C2 carries no om_index/group_id; the (nct,om_title,group_title) bridge is unique on both sides (check J2).
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT01296932#om4#OG006	NCT01296932|OM4|OG006	JOINED_TO_A_ON_OBSERVATION_KEY	B's corpus boundary is job2's response-title regex over 4,235 results trials; A/C's 552 keys come from job1's contract rows. The difference is retained, never inner-joined away.
CORRECTED-A-v2	(nct_id,om_index,group_id)	NCT01296932|OM4|OG007	NCT01296932|OM4|OG007	CARRIED_INTO_INTEGRATED_LEDGER	A2 is the integration spine; every A2 row is present exactly once. A2 changed no row data value against A1 (its own check D8).
