nct	om_title	group_title	evaluable_n	era	family	n_arms_registered	n_results_groups_in_om	arm_set_type_state	registry_arm_types_in_record	arm_link_state	arm_link_evidence_code	arm_link_source	confirmed_registry_arm_label	confirmed_registry_arm_type	candidate_registry_arm_labels	candidate_registry_arm_types	candidate_evidence	control_status	control_basis	contested_flag	sole_arm_multi_results_group_flag	job3_arm_match_quality	job3_registry_arm_label	job3_registry_arm_type	job3_control_status	disposition_vs_job3	group_description
NCT00946153	Phase 1: Best Overall Response (BOR) of Lenvatinib by Investigator Assessment	Phase 1: Group1: Lenvatinib: 16 mg	3	1999_2009	bor	1	4	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group0.tsv	Lenvatinib	EXPERIMENTAL			armGroups cardinality = 1 (protocolSection.armsInterventionsModule.armGroups) + armGroups[0].interventionNames drug token present in group title ('Lenvatinib')	NOT_CONTROL_CONFIRMED	confirmed arm 'Lenvatinib' type=EXPERIMENTAL		YES	CONTAINMENT	Lenvatinib	EXPERIMENTAL	UNKNOWN_WEAK_MATCH_ONLY	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	Participants with CP scores of 5 or 6 received 16 mg (four 4 mg tablets) lenvatinib orally QD in a 28-day treatment cycle in the dose-escalation scheme (group 1) on an empty stomach or at least 1 hour after eating.
NCT00946153	Phase 1: Best Overall Response (BOR) of Lenvatinib by Investigator Assessment	Phase 1: Group 2: Lenvatinib: 8 mg	6	1999_2009	bor	1	4	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group0.tsv	Lenvatinib	EXPERIMENTAL			armGroups cardinality = 1 (protocolSection.armsInterventionsModule.armGroups) + armGroups[0].interventionNames drug token present in group title ('Lenvatinib')	NOT_CONTROL_CONFIRMED	confirmed arm 'Lenvatinib' type=EXPERIMENTAL		YES	CONTAINMENT	Lenvatinib	EXPERIMENTAL	UNKNOWN_WEAK_MATCH_ONLY	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	Participants with CP scores of 7 or 8 received 8 mg (two 4 mg tablets) lenvatinib orally QD in a 28-day treatment cycle which was the lowest dose at which tolerability was confirmed in group1, was used as the starting dose in the dose-determination scheme (group 2) on an empty stomach or at least 1 hour after eating.
NCT00946153	Phase 1: Best Overall Response (BOR) of Lenvatinib by Investigator Assessment	Phase 1: Group 2: Lenvatinib: 12 mg	5	1999_2009	bor	1	4	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group0.tsv	Lenvatinib	EXPERIMENTAL			armGroups cardinality = 1 (protocolSection.armsInterventionsModule.armGroups) + armGroups[0].interventionNames drug token present in group title ('Lenvatinib')	NOT_CONTROL_CONFIRMED	confirmed arm 'Lenvatinib' type=EXPERIMENTAL		YES	CONTAINMENT	Lenvatinib	EXPERIMENTAL	UNKNOWN_WEAK_MATCH_ONLY	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	Participants with CP scores of 7 or 8 received 12 mg (three 4 mg tablets) lenvatinib orally QD in a 28-day treatment cycle in the dose-determination scheme (group 2) on an empty stomach or at least 1 hour after eating.
NCT00066222	Tumor Response	Radiation Therapy + Chemotherapy	68	1999_2009	bor	1	1	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL	CONFIRMED	LABEL_BYTE_EXACT	LABEL_IN_THIS_PRODUCER	Radiation Therapy + Chemotherapy	EXPERIMENTAL				NOT_CONTROL_CONFIRMED	confirmed arm 'Radiation Therapy + Chemotherapy' type=EXPERIMENTAL		NO	EXACT	Radiation Therapy + Chemotherapy	EXPERIMENTAL	NOT_CONTROL	UNCHANGED_CLASS	Accelerated high dose thoracic RT with concurrent cisplatin/etoposide chemotherapy, followed by 2 cycles of adjuvant cisplatin/etoposide chemotherapy
NCT00601003	Best Radiological Response in Participants Using the RECIST Criteria	Nifurtimox	76	1999_2009	bor	1	1	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL	CONFIRMED	LABEL_BYTE_EXACT	LABEL_IN_THIS_PRODUCER	Nifurtimox	EXPERIMENTAL				NOT_CONTROL_CONFIRMED	confirmed arm 'Nifurtimox' type=EXPERIMENTAL		NO	EXACT	Nifurtimox	EXPERIMENTAL	NOT_CONTROL	UNCHANGED_CLASS	Nifurtimox: 30mg/kg/day PO divided into TID dosing q day  Cyclophosphamide: 250 mg/m2/dose in normal saline, IV, infused over 30 minutes on days 1-5 of each cycle.  Topotecan: 0.75mg/m2/dose, in normal saline, IV, infused over 30 minutes on days 1-5 of each cycle.
NCT00836888	Best Overall Response	ONO-4538 1mg/kg Cohorts	3	1999_2009	bor	1	4	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group0.tsv	Cohort	EXPERIMENTAL			armGroups cardinality = 1 (protocolSection.armsInterventionsModule.armGroups) + armGroups[0].interventionNames drug token present in group title ('ONO-4538')	NOT_CONTROL_CONFIRMED	confirmed arm 'Cohort' type=EXPERIMENTAL		YES	CONTAINMENT	Cohort	EXPERIMENTAL	UNKNOWN_WEAK_MATCH_ONLY	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	Administer ONO-4538 1mg/kg as an intravenous infusion over ≥1 hour
NCT00836888	Best Overall Response	ONO-4538 3mg/kg Cohorts	5	1999_2009	bor	1	4	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group0.tsv	Cohort	EXPERIMENTAL			armGroups cardinality = 1 (protocolSection.armsInterventionsModule.armGroups) + armGroups[0].interventionNames drug token present in group title ('ONO-4538')	NOT_CONTROL_CONFIRMED	confirmed arm 'Cohort' type=EXPERIMENTAL		YES	CONTAINMENT	Cohort	EXPERIMENTAL	UNKNOWN_WEAK_MATCH_ONLY	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	Administer ONO-4538 3mg/kg as an intravenous infusion over ≥1 hour
NCT00836888	Best Overall Response	ONO-4538 10mg/kg Cohorts	6	1999_2009	bor	1	4	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group0.tsv	Cohort	EXPERIMENTAL			armGroups cardinality = 1 (protocolSection.armsInterventionsModule.armGroups) + armGroups[0].interventionNames drug token present in group title ('ONO-4538')	NOT_CONTROL_CONFIRMED	confirmed arm 'Cohort' type=EXPERIMENTAL		YES	CONTAINMENT	Cohort	EXPERIMENTAL	UNKNOWN_WEAK_MATCH_ONLY	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	Administer ONO-4538 10mg/kg as an intravenous infusion over ≥1 hour
NCT00836888	Best Overall Response	ONO-4538 20mg/kg Cohorts	3	1999_2009	bor	1	4	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group0.tsv	Cohort	EXPERIMENTAL			armGroups cardinality = 1 (protocolSection.armsInterventionsModule.armGroups) + armGroups[0].interventionNames drug token present in group title ('ONO-4538')	NOT_CONTROL_CONFIRMED	confirmed arm 'Cohort' type=EXPERIMENTAL		YES	CONTAINMENT	Cohort	EXPERIMENTAL	UNKNOWN_WEAK_MATCH_ONLY	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	Administer ONO-4538 20mg/kg as an intravenous infusion over ≥1 hour
NCT00298896	Best Overall Response	SNS-595	47	1999_2009	bor	1	1	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL	CONFIRMED	LABEL_BYTE_EXACT	LABEL_IN_THIS_PRODUCER	SNS-595	EXPERIMENTAL				NOT_CONTROL_CONFIRMED	confirmed arm 'SNS-595' type=EXPERIMENTAL		NO	EXACT	SNS-595	EXPERIMENTAL	NOT_CONTROL	UNCHANGED_CLASS	SNS-595; 48 mg/m2 administered IV once every 21 days for up to 6 cycles.
NCT00600340	Best Overall Response (ITT Population)	Bevacizumab Plus Paclitaxel	270	1999_2009	bor	2	2	ALL_ARMS_CONTROL_TYPED	ACTIVE_COMPARATOR | ACTIVE_COMPARATOR	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group0.tsv	A Bev+Pac	ACTIVE_COMPARATOR			armGroups[0].description casefold-equals group_title exactly ('Bevacizumab plus Paclitaxel'); corroborated by armGroups[0].interventionNames	CONTROL_ACTIVE_COMPARATOR_CONFIRMED	confirmed arm 'A Bev+Pac' type=ACTIVE_COMPARATOR		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->CONTROL_SUPPORTED	Bevacizumab 10 mg/kg intravenous (i.v.), days 1 and 15, every 4 weeks, Paclitaxel 90 mg/m2, days 1, 8 and 15, every 4 weeks
NCT00600340	Best Overall Response (ITT Population)	Bevacizumab Plus Capecitabine	261	1999_2009	bor	2	2	ALL_ARMS_CONTROL_TYPED	ACTIVE_COMPARATOR | ACTIVE_COMPARATOR	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group0.tsv	B Bev+Cap	ACTIVE_COMPARATOR			armGroups[1].description casefold-equals group_title exactly ('Bevacizumab plus Capecitabine'); corroborated by armGroups[1].interventionNames	CONTROL_ACTIVE_COMPARATOR_CONFIRMED	confirmed arm 'B Bev+Cap' type=ACTIVE_COMPARATOR		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->CONTROL_SUPPORTED	Bevacizumab 15 mg/kg i.v., day 1, every 3 weeks, Capecitabine 1000 mg/m² twice-daily, days 1-14, every 3 weeks
NCT00600340	Best Overall Response (PP Population)	Bevacizumab Plus Paclitaxel	255	1999_2009	bor	2	2	ALL_ARMS_CONTROL_TYPED	ACTIVE_COMPARATOR | ACTIVE_COMPARATOR	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group0.tsv	A Bev+Pac	ACTIVE_COMPARATOR			armGroups[0].description casefold-equals group_title exactly ('Bevacizumab plus Paclitaxel'); corroborated by armGroups[0].interventionNames	CONTROL_ACTIVE_COMPARATOR_CONFIRMED	confirmed arm 'A Bev+Pac' type=ACTIVE_COMPARATOR		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->CONTROL_SUPPORTED	Bevacizumab 10 mg/kg intravenous (i.v.), days 1 and 15, every 4 weeks, Paclitaxel 90 mg/m2, days 1, 8 and 15, every 4 weeks
NCT00600340	Best Overall Response (PP Population)	Bevacizumab Plus Capecitabine	249	1999_2009	bor	2	2	ALL_ARMS_CONTROL_TYPED	ACTIVE_COMPARATOR | ACTIVE_COMPARATOR	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group0.tsv	B Bev+Cap	ACTIVE_COMPARATOR			armGroups[1].description casefold-equals group_title exactly ('Bevacizumab plus Capecitabine'); corroborated by armGroups[1].interventionNames	CONTROL_ACTIVE_COMPARATOR_CONFIRMED	confirmed arm 'B Bev+Cap' type=ACTIVE_COMPARATOR		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->CONTROL_SUPPORTED	Bevacizumab 15 mg/kg i.v., day 1, every 3 weeks, Capecitabine 1000 mg/m² twice-daily, days 1-14, every 3 weeks
NCT00600340	Unconfirmed Best Overall Response (ITT Population)	Bevacizumab Plus Paclitaxel	270	1999_2009	bor	2	2	ALL_ARMS_CONTROL_TYPED	ACTIVE_COMPARATOR | ACTIVE_COMPARATOR	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group0.tsv	A Bev+Pac	ACTIVE_COMPARATOR			armGroups[0].description casefold-equals group_title exactly ('Bevacizumab plus Paclitaxel'); corroborated by armGroups[0].interventionNames	CONTROL_ACTIVE_COMPARATOR_CONFIRMED	confirmed arm 'A Bev+Pac' type=ACTIVE_COMPARATOR		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->CONTROL_SUPPORTED	Bevacizumab 10 mg/kg intravenous (i.v.), days 1 and 15, every 4 weeks, Paclitaxel 90 mg/m2, days 1, 8 and 15, every 4 weeks
NCT00600340	Unconfirmed Best Overall Response (ITT Population)	Bevacizumab Plus Capecitabine	261	1999_2009	bor	2	2	ALL_ARMS_CONTROL_TYPED	ACTIVE_COMPARATOR | ACTIVE_COMPARATOR	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group0.tsv	B Bev+Cap	ACTIVE_COMPARATOR			armGroups[1].description casefold-equals group_title exactly ('Bevacizumab plus Capecitabine'); corroborated by armGroups[1].interventionNames	CONTROL_ACTIVE_COMPARATOR_CONFIRMED	confirmed arm 'B Bev+Cap' type=ACTIVE_COMPARATOR		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->CONTROL_SUPPORTED	Bevacizumab 15 mg/kg i.v., day 1, every 3 weeks, Capecitabine 1000 mg/m² twice-daily, days 1-14, every 3 weeks
NCT00600340	Unconfirmed Best Overall Response (PP Population)	Bevacizumab Plus Paclitaxel	255	1999_2009	bor	2	2	ALL_ARMS_CONTROL_TYPED	ACTIVE_COMPARATOR | ACTIVE_COMPARATOR	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group0.tsv	A Bev+Pac	ACTIVE_COMPARATOR			armGroups[0].description casefold-equals group_title exactly ('Bevacizumab plus Paclitaxel'); corroborated by armGroups[0].interventionNames	CONTROL_ACTIVE_COMPARATOR_CONFIRMED	confirmed arm 'A Bev+Pac' type=ACTIVE_COMPARATOR		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->CONTROL_SUPPORTED	Bevacizumab 10 mg/kg intravenous (i.v.), days 1 and 15, every 4 weeks, Paclitaxel 90 mg/m2, days 1, 8 and 15, every 4 weeks
NCT00600340	Unconfirmed Best Overall Response (PP Population)	Bevacizumab Plus Capecitabine	249	1999_2009	bor	2	2	ALL_ARMS_CONTROL_TYPED	ACTIVE_COMPARATOR | ACTIVE_COMPARATOR	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group0.tsv	B Bev+Cap	ACTIVE_COMPARATOR			armGroups[1].description casefold-equals group_title exactly ('Bevacizumab plus Capecitabine'); corroborated by armGroups[1].interventionNames	CONTROL_ACTIVE_COMPARATOR_CONFIRMED	confirmed arm 'B Bev+Cap' type=ACTIVE_COMPARATOR		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->CONTROL_SUPPORTED	Bevacizumab 15 mg/kg i.v., day 1, every 3 weeks, Capecitabine 1000 mg/m² twice-daily, days 1-14, every 3 weeks
NCT01188876	Best Overall Response	Carboplatin/Pralatrexate	48	2010_2013	bor	1	1	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL	CONFIRMED	LABEL_BYTE_EXACT	LABEL_IN_THIS_PRODUCER	Carboplatin/Pralatrexate	EXPERIMENTAL				NOT_CONTROL_CONFIRMED	confirmed arm 'Carboplatin/Pralatrexate' type=EXPERIMENTAL		NO	EXACT	Carboplatin/Pralatrexate	EXPERIMENTAL	NOT_CONTROL	UNCHANGED_CLASS	carboplatin: Given intravenously on Day 1 of each 28-day cycle  pralatrexate: Given intravenously on Day 1 and Day 15 of each 28-day cycle.
NCT01524991	Best Overall Response Rate	Treatment	36	2010_2013	bor	1	1	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL	CONFIRMED	LABEL_BYTE_EXACT	LABEL_IN_THIS_PRODUCER	Treatment	EXPERIMENTAL				NOT_CONTROL_CONFIRMED	confirmed arm 'Treatment' type=EXPERIMENTAL		NO	EXACT	Treatment	EXPERIMENTAL	NOT_CONTROL	UNCHANGED_CLASS	Gemcitabine 1000 mg/m2 Days 1 \& 8 Cisplatin 70 mg/m2 Day 1 Ipilimumab 10 mg/kg Day 1 (start cycle 3)  Gemcitabine: Gemcitabine 1000 mg/m2 Days 1 \& 8 (all cycles)  Cisplatin: Cisplatin 70 mg/m2 Day 1 (all cycles)  Ipilimumab: Ipilimumab 10 mg/kg Day 1 (start cycle 3)
NCT01403948	Best Overall Response Based on All Assessment	BI 836826 1 mg iv (Caucasian Patients)	1	2010_2013	bor	1	10	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group0.tsv	Patients with relapsed or refractory NHL	EXPERIMENTAL			armGroups[0].description population phrase 'relapsed or refractory non-Hodgkin lymphoma of B cell origin' recurs verbatim (casefold) in every group description; armGroups[0].interventionNames 'Drug: BI 836826' is the group-title drug; armGroups cardinality = 1	NOT_CONTROL_CONFIRMED	confirmed arm 'Patients with relapsed or refractory NHL' type=EXPERIMENTAL		YES	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	UNCHANGED_CLASS	BI 836826 1 milligram (mg) was administered as an intravenous (iv) infusion anytime in day (preferably morning hours) in caucasian patients with relapsed or refractory non-hodgkin lymphoma of B cell origin.  Each course was to comprise 4 administrations at weekly intervals, followed by 27 days of observation after last administration. The duration of the 2 first courses was 7 weeks each and the du
NCT01403948	Best Overall Response Based on All Assessment	BI 836826 3 mg iv (Caucasian Patients)	3	2010_2013	bor	1	10	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group0.tsv	Patients with relapsed or refractory NHL	EXPERIMENTAL			armGroups[0].description population phrase 'relapsed or refractory non-Hodgkin lymphoma of B cell origin' recurs verbatim (casefold) in every group description; armGroups[0].interventionNames 'Drug: BI 836826' is the group-title drug; armGroups cardinality = 1	NOT_CONTROL_CONFIRMED	confirmed arm 'Patients with relapsed or refractory NHL' type=EXPERIMENTAL		YES	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	UNCHANGED_CLASS	BI 836826 3 mg was administered as an intravenous infusion anytime in day (preferably morning hours) in caucasian patients with relapsed or refractory non-hodgkin lymphoma of B cell origin.  Each course was to comprise 4 administrations at weekly intervals, followed by 27 days of observation after last administration. The duration of the 2 first courses was 7 weeks each and the duration of the 3rd
NCT01403948	Best Overall Response Based on All Assessment	BI 836826 9 mg iv (Caucasian Patients)	3	2010_2013	bor	1	10	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group0.tsv	Patients with relapsed or refractory NHL	EXPERIMENTAL			armGroups[0].description population phrase 'relapsed or refractory non-Hodgkin lymphoma of B cell origin' recurs verbatim (casefold) in every group description; armGroups[0].interventionNames 'Drug: BI 836826' is the group-title drug; armGroups cardinality = 1	NOT_CONTROL_CONFIRMED	confirmed arm 'Patients with relapsed or refractory NHL' type=EXPERIMENTAL		YES	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	UNCHANGED_CLASS	BI 836826 9 mg was administered as an intravenous infusion anytime in day (preferably morning hours) in caucasian patients with relapsed or refractory non-hodgkin lymphoma of B cell origin.  Each course was to comprise 4 administrations at weekly intervals, followed by 27 days of observation after last administration. The duration of the 2 first courses was 7 weeks each and the duration of the 3rd
NCT01403948	Best Overall Response Based on All Assessment	BI 836826 25 mg iv (Caucasian Patients)	4	2010_2013	bor	1	10	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group0.tsv	Patients with relapsed or refractory NHL	EXPERIMENTAL			armGroups[0].description population phrase 'relapsed or refractory non-Hodgkin lymphoma of B cell origin' recurs verbatim (casefold) in every group description; armGroups[0].interventionNames 'Drug: BI 836826' is the group-title drug; armGroups cardinality = 1	NOT_CONTROL_CONFIRMED	confirmed arm 'Patients with relapsed or refractory NHL' type=EXPERIMENTAL		YES	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	UNCHANGED_CLASS	BI 836826 25 mg was administered as an intravenous infusion anytime in day (preferably morning hours) in caucasian patients with relapsed or refractory non-hodgkin lymphoma of B cell origin.  Each course was to comprise 4 administrations at weekly intervals, followed by 27 days of observation after last administration. The duration of the 2 first courses was 7 weeks each and the duration of the 3r
NCT01403948	Best Overall Response Based on All Assessment	BI 836826 50 mg iv (Caucasian Patients)	5	2010_2013	bor	1	10	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group0.tsv	Patients with relapsed or refractory NHL	EXPERIMENTAL			armGroups[0].description population phrase 'relapsed or refractory non-Hodgkin lymphoma of B cell origin' recurs verbatim (casefold) in every group description; armGroups[0].interventionNames 'Drug: BI 836826' is the group-title drug; armGroups cardinality = 1	NOT_CONTROL_CONFIRMED	confirmed arm 'Patients with relapsed or refractory NHL' type=EXPERIMENTAL		YES	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	UNCHANGED_CLASS	BI 836826 50 mg was administered as an intravenous infusion anytime in day (preferably morning hours) in caucasian patients with relapsed or refractory non-hodgkin lymphoma of B cell origin.  Each course was to comprise 4 administrations at weekly intervals, followed by 27 days of observation after last administration. The duration of the 2 first courses was 7 weeks each and the duration of the 3r
NCT01403948	Best Overall Response Based on All Assessment	BI 836826 50mg iv (Korean Patients)	6	2010_2013	bor	1	10	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group0.tsv	Patients with relapsed or refractory NHL	EXPERIMENTAL			armGroups[0].description population phrase 'relapsed or refractory non-Hodgkin lymphoma of B cell origin' recurs verbatim (casefold) in every group description; armGroups[0].interventionNames 'Drug: BI 836826' is the group-title drug; armGroups cardinality = 1	NOT_CONTROL_CONFIRMED	confirmed arm 'Patients with relapsed or refractory NHL' type=EXPERIMENTAL		YES	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	UNCHANGED_CLASS	BI 836826 50 mg was administered as an intravenous infusion anytime in day (preferably morning hours) in korean patients with relapsed or refractory non-hodgkin lymphoma of B cell origin.  Each course was to comprise 4 administrations at weekly intervals, followed by 27 days of observation after last administration. The duration of the 2 first courses was 7 weeks each and the duration of the 3rd c
NCT01403948	Best Overall Response Based on All Assessment	BI 836826 100 mg iv (Caucasian Patients)	5	2010_2013	bor	1	10	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group0.tsv	Patients with relapsed or refractory NHL	EXPERIMENTAL			armGroups[0].description population phrase 'relapsed or refractory non-Hodgkin lymphoma of B cell origin' recurs verbatim (casefold) in every group description; armGroups[0].interventionNames 'Drug: BI 836826' is the group-title drug; armGroups cardinality = 1	NOT_CONTROL_CONFIRMED	confirmed arm 'Patients with relapsed or refractory NHL' type=EXPERIMENTAL		YES	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	UNCHANGED_CLASS	BI 836826 100 mg was administered as an intravenous infusion anytime in day (preferably morning hours) in caucasian patients with relapsed or refractory non-hodgkin lymphoma of B cell origin.  Each course was to comprise 4 administrations at weekly intervals, followed by 27 days of observation after last administration. The duration of the 2 first courses was 7 weeks each and the duration of the 3
