nct	group_norm	n_competing_at_step_f	competing_om_indices	selected_om_index_by_rule_f	classification	basis_tier	distinguishing_fields	would_change_selection	would_change_to_om	competing_measure_metadata	source_payload
NCT00493636	a (sorafenib + gemcitabine or capecitabine)	2	3|4	3	BASIS_EXISTS	B_TIMEFRAME	timeFrame;paramType/unitOfMeasure	indeterminate (basis exists; no preregistered direction for this field)		om3:Overall Response Rate | tf=The overall tumor burden at baseline will be  | pop= | NUMBER/percentage of participant || om4:Duration of Overall Response | tf=Period measured from the first documentation  | pop= | MEDIAN/Days	ctg_placebo_onc_1999_2009.txt
NCT00493636	b (placebo + gemcitabine or capecitabine)	2	3|4	3	BASIS_EXISTS	B_TIMEFRAME	timeFrame;paramType/unitOfMeasure	indeterminate (basis exists; no preregistered direction for this field)		om3:Overall Response Rate | tf=The overall tumor burden at baseline will be  | pop= | NUMBER/percentage of participant || om4:Duration of Overall Response | tf=Period measured from the first documentation  | pop= | MEDIAN/Days	ctg_placebo_onc_1999_2009.txt
NCT00527735	ipilimumab + paclitaxel/carboplatin (sequential)	3	3|4|5	3	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame;assessment_criteria;paramType/unitOfMeasure	no (smallest index already the ORR-concept measure)		om3:Best Overall Response Rate (BORR) Per mWHO Criteria in Participants With NSCLC a | tf=Tumor assessment at screening, every 6 weeks  | pop=All participants who were randomized to a tre | NUMBER/Percentage of participant || om4:Immune-related Best Overall Response Rate (irBORR) Per irRC in Participants With | tf=Tumor assessment at screening, every 6 weeks  | pop=All participants who were randomized to a tre | NUMBER/Percentage of participant || om5:Immune-related Disease Control Rate (irDCR) Per irRC and Disease Control Rate (D | tf=Tumor assessment at screening, every 6 weeks  | pop=All participants who were randomized to a tre | NUMBER/Percent of participants	ctg_results_bor_1999_2009.txt
NCT00527735	ipilimumab/placebo + paclitaxil/carboplatin (concurrent)	3	3|4|5	3	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame;assessment_criteria;paramType/unitOfMeasure	no (smallest index already the ORR-concept measure)		om3:Best Overall Response Rate (BORR) Per mWHO Criteria in Participants With NSCLC a | tf=Tumor assessment at screening, every 6 weeks  | pop=All participants who were randomized to a tre | NUMBER/Percentage of participant || om4:Immune-related Best Overall Response Rate (irBORR) Per irRC in Participants With | tf=Tumor assessment at screening, every 6 weeks  | pop=All participants who were randomized to a tre | NUMBER/Percentage of participant || om5:Immune-related Disease Control Rate (irDCR) Per irRC and Disease Control Rate (D | tf=Tumor assessment at screening, every 6 weeks  | pop=All participants who were randomized to a tre | NUMBER/Percent of participants	ctg_results_bor_1999_2009.txt
NCT00527735	placebo + paclitaxel/carboplatin	3	3|4|5	3	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame;assessment_criteria;paramType/unitOfMeasure	no (smallest index already the ORR-concept measure)		om3:Best Overall Response Rate (BORR) Per mWHO Criteria in Participants With NSCLC a | tf=Tumor assessment at screening, every 6 weeks  | pop=All participants who were randomized to a tre | NUMBER/Percentage of participant || om4:Immune-related Best Overall Response Rate (irBORR) Per irRC in Participants With | tf=Tumor assessment at screening, every 6 weeks  | pop=All participants who were randomized to a tre | NUMBER/Percentage of participant || om5:Immune-related Disease Control Rate (irDCR) Per irRC and Disease Control Rate (D | tf=Tumor assessment at screening, every 6 weeks  | pop=All participants who were randomized to a tre | NUMBER/Percent of participants	ctg_results_bor_1999_2009.txt
NCT00533702	imc-1121b (ramucirumab)	4	2|4|5|6	2	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame	no (smallest index already the ORR-concept measure)		om2:Percentage of Participants With Complete Response (CR) or Partial Response (PR)  | tf=Cycle 1 Day 1 (of 21-day cycle) up to 17.1 mo | pop=Intent-to-Treat Population: All enrolled part | NUMBER/percentage of participant || om4:Percentage of Participants With Stable Disease (SD) or Better (Disease Control R | tf=6 weeks (2 cycles of treatment) | pop=Intent-to-Treat Population: All enrolled part | NUMBER/percentage of participant || om5:Percentage of Participants With Stable Disease (SD) or Better (Disease Control R | tf=12 weeks (4 cycles of treatment) | pop=Intent-to-Treat Population: All enrolled part | NUMBER/percentage of participant || om6:Percentage of Participants With Complete Response (CR) or Partial Response (PR)  | tf=12 weeks (4 cycles of treatment) | pop=Intent-to-Treat Population: All enrolled part | NUMBER/percentage of participant	ctg_results_bor_1999_2009.txt
NCT00533702	imc-1121b (ramucirumab) + dacarbazine	4	2|4|5|6	2	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame	no (smallest index already the ORR-concept measure)		om2:Percentage of Participants With Complete Response (CR) or Partial Response (PR)  | tf=Cycle 1 Day 1 (of 21-day cycle) up to 17.1 mo | pop=Intent-to-Treat Population: All enrolled part | NUMBER/percentage of participant || om4:Percentage of Participants With Stable Disease (SD) or Better (Disease Control R | tf=6 weeks (2 cycles of treatment) | pop=Intent-to-Treat Population: All enrolled part | NUMBER/percentage of participant || om5:Percentage of Participants With Stable Disease (SD) or Better (Disease Control R | tf=12 weeks (4 cycles of treatment) | pop=Intent-to-Treat Population: All enrolled part | NUMBER/percentage of participant || om6:Percentage of Participants With Complete Response (CR) or Partial Response (PR)  | tf=12 weeks (4 cycles of treatment) | pop=Intent-to-Treat Population: All enrolled part | NUMBER/percentage of participant	ctg_results_bor_1999_2009.txt
NCT00534417	capecitabine and fulvestrant	3	1|2|3	1	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;paramType/unitOfMeasure	no (smallest index already the ORR-concept measure)		om1:Best Overall Response | tf=Response to treatment was assessed after ever | pop= | NUMBER/participants || om2:Overall Response Rate | tf=Response to treatment was assessed after ever | pop= | NUMBER/percentage of participant || om3:Clinical Benefit Rate | tf=Response to treatment was assessed after ever | pop= | NUMBER/percentage of participant	ctg_results_bor_1999_2009.txt
NCT00537095	placebo	2	1|2	1	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame	yes (under an endpoint-concept preference for ORR over DCR/CBR/other)	2	om1:Disease Control Rate at 6 Months | tf=6 months after randomization | pop= | NUMBER/participants || om2:Objective Response Rate | tf=46.7 months | pop= | NUMBER/participants	ctg_placebo_onc_1999_2009.txt
NCT00537095	zd6474	2	1|2	1	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame	yes (under an endpoint-concept preference for ORR over DCR/CBR/other)	2	om1:Disease Control Rate at 6 Months | tf=6 months after randomization | pop= | NUMBER/participants || om2:Objective Response Rate | tf=46.7 months | pop= | NUMBER/participants	ctg_placebo_onc_1999_2009.txt
NCT00576199	bevacizumab 5 mg/kg	2	1|4	1	BASIS_EXISTS	E_TITLE_SUBSTANTIVE	title	no (smallest index already the ORR-concept measure)		om1:Percentage of Participants With an Objective Response | tf=Baseline to the end of the study (up to 3 yea | pop=Intent-to-treat population: All participants  | NUMBER/Percentage of participant || om4:Percentage of Participants With a Best Overall Response of Complete Response, Pa | tf=Baseline to the end of the study (up to 3 yea | pop=Intent-to-treat population: All participants  | NUMBER/Percentage of participant	ctg_results_bor_1999_2009.txt
NCT00586105	sorafenib (nexavar, bay43-9006)	2	8|9	8	BASIS_EXISTS	B_TIMEFRAME	timeFrame;populationDescription	indeterminate (basis exists; no preregistered direction for this field)		om8:Overall Response Duration | tf=From PR or CR to progression or death up to 1 | pop=All subjects who received at least 1 dose of  | MEDIAN/months || om9:Time to Objective Response | tf=Time from start of study medication to first  | pop=All subjects who received at least 1 dose of  | MEDIAN/months	ctg_results_bor_1999_2009.txt
NCT00586495	sorafenib (nexavar, bay43-9006)	2	3|4	3	BASIS_EXISTS	E_TITLE_SUBSTANTIVE	title	no (smallest index already the ORR-concept measure)		om3:Overall Response Duration | tf=From start of treatment of the first subject  | pop=ITT population. | MEDIAN/days || om4:Time to Objective Response | tf=From start of treatment of the first subject  | pop=ITT population. | MEDIAN/days	ctg_results_bor_1999_2009.txt
NCT00586924	10 mcg/kg	2	5|11	5	BASIS_EXISTS	D_POPULATION	populationDescription;paramType/unitOfMeasure	indeterminate (basis exists; no preregistered direction for this field)		om5:Number of Participants With Objective Response Rate (ORR): Complete Response (CR | tf=From Baseline (predose of Cycle 1 Day 1) thro | pop=Safety population included all participants w | COUNT_OF_PARTICIPANTS/Participants || om11:Time to Objective Response | tf=From Baseline (predose of Cycle 1 Day 1) thro | pop=Safety population included all participants w | MEDIAN/months	ctg_results_bor_1999_2009.txt
NCT00586924	5 mcg/kg	2	5|11	5	BASIS_EXISTS	D_POPULATION	populationDescription;paramType/unitOfMeasure	indeterminate (basis exists; no preregistered direction for this field)		om5:Number of Participants With Objective Response Rate (ORR): Complete Response (CR | tf=From Baseline (predose of Cycle 1 Day 1) thro | pop=Safety population included all participants w | COUNT_OF_PARTICIPANTS/Participants || om11:Time to Objective Response | tf=From Baseline (predose of Cycle 1 Day 1) thro | pop=Safety population included all participants w | MEDIAN/months	ctg_results_bor_1999_2009.txt
NCT00600015	combination therapy	2	0|2	0	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title	no (smallest index already the ORR-concept measure)		om0:Overall Objective Response Rate (ORR) | tf=18 months | pop= | NUMBER/percentage of participant || om2:Disease Control Rate (DCR) | tf=18 months | pop= | NUMBER/percentage of participant	ctg_placebo_onc_1999_2009.txt
NCT00600015	placebo	2	0|2	0	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title	no (smallest index already the ORR-concept measure)		om0:Overall Objective Response Rate (ORR) | tf=18 months | pop= | NUMBER/percentage of participant || om2:Disease Control Rate (DCR) | tf=18 months | pop= | NUMBER/percentage of participant	ctg_placebo_onc_1999_2009.txt
NCT00600340	bevacizumab plus capecitabine	2	3|7	3	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;populationDescription	no (smallest index already the ORR-concept measure)		om3:Best Overall Response (ITT Population) | tf=Up to disease progression or up to 28 days af | pop=Intent-to-Treat population | COUNT_OF_PARTICIPANTS/Participants || om7:Objective Response Rate and Disease Control Rate (ITT Population) | tf=Up to disease progression or up to 28 days af | pop=ITT population | COUNT_OF_PARTICIPANTS/Participants	ctg_results_bor_1999_2009.txt
NCT00600340	bevacizumab plus paclitaxel	2	3|7	3	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;populationDescription	no (smallest index already the ORR-concept measure)		om3:Best Overall Response (ITT Population) | tf=Up to disease progression or up to 28 days af | pop=Intent-to-Treat population | COUNT_OF_PARTICIPANTS/Participants || om7:Objective Response Rate and Disease Control Rate (ITT Population) | tf=Up to disease progression or up to 28 days af | pop=ITT population | COUNT_OF_PARTICIPANTS/Participants	ctg_results_bor_1999_2009.txt
NCT00605267	anastrozole 1 mg	3	0|1|2	0	BASIS_EXISTS	D_POPULATION	populationDescription;paramType/unitOfMeasure	indeterminate (basis exists; no preregistered direction for this field)		om0:Best Overall Response Rate (BORR) (Calliper) | tf=24 weeks | pop=The BORR were defined as the percentage of pa | NUMBER/Percentage of Participant || om1:Best Overall Response Rate (BORR) (US) | tf=24 weeks | pop= | NUMBER/Participants || om2:Best Overall Response Rate (BORR) (MRI/CT) | tf=24 weeks | pop= | NUMBER/Percentage of Participant	ctg_results_bor_1999_2009.txt
NCT00605267	tamoxifen 20 mg	3	0|1|2	0	BASIS_EXISTS	D_POPULATION	populationDescription;paramType/unitOfMeasure	indeterminate (basis exists; no preregistered direction for this field)		om0:Best Overall Response Rate (BORR) (Calliper) | tf=24 weeks | pop=The BORR were defined as the percentage of pa | NUMBER/Percentage of Participant || om1:Best Overall Response Rate (BORR) (US) | tf=24 weeks | pop= | NUMBER/Participants || om2:Best Overall Response Rate (BORR) (MRI/CT) | tf=24 weeks | pop= | NUMBER/Percentage of Participant	ctg_results_bor_1999_2009.txt
NCT00605722	bevacizumab + erlotinib	2	1|2	1	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title	no (smallest index already the ORR-concept measure)		om1:Overall Response Rate (ORR) | tf=Event driven (median follow-up 12 months) | pop=Intent-to-treat population included all parti | NUMBER/percentage of participant || om2:Disease Control Rate (DCR) | tf=Event driven (median follow-up 12 months) | pop=Intent-to-treat population included all parti | NUMBER/Percentage of participant	ctg_results_bor_1999_2009.txt
NCT00607724	stage 1: gdc-0449 (540 mg)	2	12|13	12	BASIS_EXISTS	D_POPULATION	populationDescription	indeterminate (basis exists; no preregistered direction for this field)		om12:Duration of Objective Response: All Participants | tf=Screening, at Week 8 thereafter every 8 weeks | pop=Efficacy-evaluable population; only participa | MEDIAN/months || om13:Duration of Objective Response: Participants With BCC | tf=Screening, at Week 8 thereafter every 8 weeks | pop=Efficacy-evaluable participants; only partici | MEDIAN/months	ctg_results_bor_1999_2009.txt
