nct	group_norm	payload	results_group_id	om_type	participants_denom	n_competing	om_indices	constructs	assessment_criteria	classification	distinguishing_fields	selected_om_index	selected_title	would_change_selection	alternative_if_construct_rule_added	competing_titles	competing_timeframes	competing_population_descriptions	competing_paramtypes	competing_units	notes
NCT04060862	phase iii: placebo + palbociclib + fulvestrant	ctg_placebo_onc_2018_2021	OG001	SECONDARY	0	3	6;7;8	ORR;DURATION_OF_RESPONSE;CBR	RECIST1.1;RECIST1.1;RECIST1.1	BASIS_EXISTS	construct=ORR|DURATION_OF_RESPONSE|CBR; timeFrame	6	Phase III: Objective Response Rate (ORR) as Determined by the Investigator According to RECIST v1.1	NO		Phase III: Objective Response Rate (ORR) as Determined by the Investigator According to RECIST v1.1 ||| Phase III: Duration of Objective Response (DOR) as Determined by the Investigator According to RECIST v1.1 ||| Phase III: Clinical Benefit Rate (CBR) as Determined by the Investigator According to RECIST v1.1	From randomization in Phase III up to approximately 36 months ||| From randomization in Phase III until the first occurrence of disease progression or death from any cause, whichever occurs first, up to approximately 36 months ||| From randomization in Phase III until the first occurrence of disease progression or death from any cause, whichever occurs first, up to approximately 36 months	The study was terminated before initiation of Phase III as per sponsor's decision; hence this outcome measure was not assessed or analyzed, and no data collected. ||| The study was terminated before initiation of Phase III as per sponsor's decision; hence this outcome measure was not assessed or analyzed, and no data collected. ||| The study was terminated before initiation of Phase III as per sponsor's decision; hence this outcome measure was not assessed or analyzed, and no data collected.	None;None;None	;;	Participants denominator = 0 for this group
NCT04322539	fruquintinib + bsc group	ctg_placebo_onc_2018_2021	OG000	SECONDARY	461	2	2;3	ORR;DCR	RECIST1.1;RECIST1.1	BASIS_EXISTS	construct=ORR|DCR	2	Objective Response Rate (ORR) Per Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1)	NO		Objective Response Rate (ORR) Per Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1) ||| Disease Control Rate (DCR) Per Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1)	From randomization until the first documentation of best overall response (up to 22 months) ||| From randomization until the first documentation of best overall response (up to 22 months)	ITT population included all randomized participants. ||| ITT population included all randomized participants.	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT04322539	placebo + bsc group	ctg_placebo_onc_2018_2021	OG001	SECONDARY	230	2	2;3	ORR;DCR	RECIST1.1;RECIST1.1	BASIS_EXISTS	construct=ORR|DCR	2	Objective Response Rate (ORR) Per Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1)	NO		Objective Response Rate (ORR) Per Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1) ||| Disease Control Rate (DCR) Per Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1)	From randomization until the first documentation of best overall response (up to 22 months) ||| From randomization until the first documentation of best overall response (up to 22 months)	ITT population included all randomized participants. ||| ITT population included all randomized participants.	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT03829969	toripalimab	ctg_placebo_onc_2018_2021	OG000	SECONDARY	257	2	2;3	ORR;DCR	RECIST1.0+RECIST1.1;RECIST1.1	BASIS_EXISTS	construct=ORR|DCR; assessmentCriteria=RECIST1.0+RECIST1.1|RECIST1.1	2	ORR(Overall Response Rate:BICR)	NO		ORR(Overall Response Rate:BICR) ||| DCR(Disease Control Rate:BICR )	Up to 2 approximately years ||| Up to 2 approximately years	(empty) ||| (empty)	COUNT_OF_PARTICIPANTS;COUNT_OF_PARTICIPANTS	participants;participants	
NCT03829969	placebo	ctg_placebo_onc_2018_2021	OG001	SECONDARY	257	2	2;3	ORR;DCR	RECIST1.0+RECIST1.1;RECIST1.1	BASIS_EXISTS	construct=ORR|DCR; assessmentCriteria=RECIST1.0+RECIST1.1|RECIST1.1	2	ORR(Overall Response Rate:BICR)	NO		ORR(Overall Response Rate:BICR) ||| DCR(Disease Control Rate:BICR )	Up to 2 approximately years ||| Up to 2 approximately years	(empty) ||| (empty)	COUNT_OF_PARTICIPANTS;COUNT_OF_PARTICIPANTS	participants;participants	
NCT04902885	part i ( safety run-in and pk evaluation); trilaciclib group	ctg_placebo_onc_2018_2021	OG000	SECONDARY	9	2	16;17	ORR;DCR	RECIST1.1;RECIST1.1	BASIS_EXISTS	construct=ORR|DCR	16	Objective Tumor Response Rate (ORR)	NO		Objective Tumor Response Rate (ORR) ||| Disease Control Rate (DCR)	From date of randomization , 21 day treatment cycle to the end of the treatment until (if earlier) disease progression, start of subsequent anticancer treatment, withdrawal of informed consent, or death, acessed up to a maximum of 18 months ||| From date of randomization , 21 day treatment cycle to the end of the treatment until (if earlier) disease progression, start of subsequent anticancer treatment, withdrawal of informed consent, or death, acessed up to a maximum of 18 months	Response Evaluable Analysis Set (RES): all patients who took at least one dose of study drug, had measurable disease at baseline, and completed at least one post-treatment tumor imaging assessment. This analysis set was used for the analysis of anti-tumor efficacy endpoints related to tumor RECIST1.1 assessment. efficacy endpoints related to tumor RECIST1.1 assessment. ||| Response Evaluable Analysis Set (RES): all patients who took at least one dose of study drug, had measurable disease at baseline, and completed at least one post-treatment tumor imaging assessment. This analysis set was used for the analysis of anti-tumor efficacy endpoints related to tumor RECIST1.1 assessment. efficacy endpoints related to tumor RECIST1.1 assessment.	COUNT_OF_PARTICIPANTS;COUNT_OF_PARTICIPANTS	participants;participants	
NCT04902885	part ii ( randomized double-blind, placebo-controlled ), trilaciclib group	ctg_placebo_onc_2018_2021	OG001	SECONDARY	38	2	16;17	ORR;DCR	RECIST1.1;RECIST1.1	BASIS_EXISTS	construct=ORR|DCR	16	Objective Tumor Response Rate (ORR)	NO		Objective Tumor Response Rate (ORR) ||| Disease Control Rate (DCR)	From date of randomization , 21 day treatment cycle to the end of the treatment until (if earlier) disease progression, start of subsequent anticancer treatment, withdrawal of informed consent, or death, acessed up to a maximum of 18 months ||| From date of randomization , 21 day treatment cycle to the end of the treatment until (if earlier) disease progression, start of subsequent anticancer treatment, withdrawal of informed consent, or death, acessed up to a maximum of 18 months	Response Evaluable Analysis Set (RES): all patients who took at least one dose of study drug, had measurable disease at baseline, and completed at least one post-treatment tumor imaging assessment. This analysis set was used for the analysis of anti-tumor efficacy endpoints related to tumor RECIST1.1 assessment. efficacy endpoints related to tumor RECIST1.1 assessment. ||| Response Evaluable Analysis Set (RES): all patients who took at least one dose of study drug, had measurable disease at baseline, and completed at least one post-treatment tumor imaging assessment. This analysis set was used for the analysis of anti-tumor efficacy endpoints related to tumor RECIST1.1 assessment. efficacy endpoints related to tumor RECIST1.1 assessment.	COUNT_OF_PARTICIPANTS;COUNT_OF_PARTICIPANTS	participants;participants	
NCT04902885	part ii ( randomized double-blind, placebo-controlled ), placebo group	ctg_placebo_onc_2018_2021	OG002	SECONDARY	38	2	16;17	ORR;DCR	RECIST1.1;RECIST1.1	BASIS_EXISTS	construct=ORR|DCR	16	Objective Tumor Response Rate (ORR)	NO		Objective Tumor Response Rate (ORR) ||| Disease Control Rate (DCR)	From date of randomization , 21 day treatment cycle to the end of the treatment until (if earlier) disease progression, start of subsequent anticancer treatment, withdrawal of informed consent, or death, acessed up to a maximum of 18 months ||| From date of randomization , 21 day treatment cycle to the end of the treatment until (if earlier) disease progression, start of subsequent anticancer treatment, withdrawal of informed consent, or death, acessed up to a maximum of 18 months	Response Evaluable Analysis Set (RES): all patients who took at least one dose of study drug, had measurable disease at baseline, and completed at least one post-treatment tumor imaging assessment. This analysis set was used for the analysis of anti-tumor efficacy endpoints related to tumor RECIST1.1 assessment. efficacy endpoints related to tumor RECIST1.1 assessment. ||| Response Evaluable Analysis Set (RES): all patients who took at least one dose of study drug, had measurable disease at baseline, and completed at least one post-treatment tumor imaging assessment. This analysis set was used for the analysis of anti-tumor efficacy endpoints related to tumor RECIST1.1 assessment. efficacy endpoints related to tumor RECIST1.1 assessment.	COUNT_OF_PARTICIPANTS;COUNT_OF_PARTICIPANTS	participants;participants	
NCT03710876	treatment group	ctg_placebo_onc_2018_2021	OG000	SECONDARY	27	3	2;3;4	ORR;DCR;CBR	RECIST1.1+mRECIST;none;none	BASIS_EXISTS	construct=ORR|DCR|CBR; assessmentCriteria=RECIST1.1+mRECIST|none|none	2	Best Response: Objective Response Rate (ORR)	NO		Best Response: Objective Response Rate (ORR) ||| Best Response: Disease Control Rate (DCR) ||| Best Response: Clinical Benefit Rate (CBR)	4 years and 8 months ||| 4 years and 8 months ||| 4 years and 8 months	The Full Analysis Set, which comprised all patients who were appropriately randomized into the study and who received at least 1 dose of study drug (rAd-IFN, celecoxib, or gemcitabine). ||| The Full Analysis Set, which comprised all patients who were appropriately randomized into the study and who received at least 1 dose of study drug (rAd-IFN, celecoxib, or gemcitabine). ||| The Full Analysis Set, which comprised all patients who were appropriately randomized into the study and who received at least 1 dose of study drug (rAd-IFN, celecoxib, or gemcitabine).	COUNT_OF_PARTICIPANTS;COUNT_OF_PARTICIPANTS;COUNT_OF_PARTICIPANTS	participants;participants;participants	
NCT03710876	control group	ctg_placebo_onc_2018_2021	OG001	SECONDARY	22	3	2;3;4	ORR;DCR;CBR	RECIST1.1+mRECIST;none;none	BASIS_EXISTS	construct=ORR|DCR|CBR; assessmentCriteria=RECIST1.1+mRECIST|none|none	2	Best Response: Objective Response Rate (ORR)	NO		Best Response: Objective Response Rate (ORR) ||| Best Response: Disease Control Rate (DCR) ||| Best Response: Clinical Benefit Rate (CBR)	4 years and 8 months ||| 4 years and 8 months ||| 4 years and 8 months	The Full Analysis Set, which comprised all patients who were appropriately randomized into the study and who received at least 1 dose of study drug (rAd-IFN, celecoxib, or gemcitabine). ||| The Full Analysis Set, which comprised all patients who were appropriately randomized into the study and who received at least 1 dose of study drug (rAd-IFN, celecoxib, or gemcitabine). ||| The Full Analysis Set, which comprised all patients who were appropriately randomized into the study and who received at least 1 dose of study drug (rAd-IFN, celecoxib, or gemcitabine).	COUNT_OF_PARTICIPANTS;COUNT_OF_PARTICIPANTS;COUNT_OF_PARTICIPANTS	participants;participants;participants	
NCT03817125	ser-401 matching placebo/ nivolumab	ctg_placebo_onc_2018_2021	OG000	SECONDARY	6	2	2;3	ORR;DCR	RECIST1.1;RECIST1.1	BASIS_EXISTS	construct=ORR|DCR	2	Objective Response Rate (ORR)	NO		Objective Response Rate (ORR) ||| Disease Control Rate (DCR)	Up to week 52 ||| Up to week 52	(empty) ||| (empty)	COUNT_OF_PARTICIPANTS;COUNT_OF_PARTICIPANTS	participants;participants	
NCT03817125	ser-401/ nivolumab	ctg_placebo_onc_2018_2021	OG001	SECONDARY	8	2	2;3	ORR;DCR	RECIST1.1;RECIST1.1	BASIS_EXISTS	construct=ORR|DCR	2	Objective Response Rate (ORR)	NO		Objective Response Rate (ORR) ||| Disease Control Rate (DCR)	Up to week 52 ||| Up to week 52	(empty) ||| (empty)	COUNT_OF_PARTICIPANTS;COUNT_OF_PARTICIPANTS	participants;participants	
NCT04005716	arm a: tislelizumab + chemotherapy	ctg_placebo_onc_2018_2021	OG000	SECONDARY	227	2	3;4	DCR;CBR	RECIST1.1;RECIST1.1	BASIS_EXISTS	construct=DCR|CBR	3	Disease Control Rate (DCR)	UNDETERMINED(no ORR-type candidate)		Disease Control Rate (DCR) ||| Clinical Benefit Rate (CBR)	From randomization to the primary completion cut-off on April 19, 2023, the median follow-up was 15.44 months (range: 0.2-44.9) for Arm A and 13.22 months (range: 0.1-40.8) for Arm B. ||| From randomization to the primary completion cut-off on April 19, 2023, the median follow-up was 15.44 months (range: 0.2-44.9) for Arm A and 13.22 months (range: 0.1-40.8) for Arm B.	Intent to treat analysis set ||| Intent to treat analysis set	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT04005716	arm b: placebo + chemotherapy	ctg_placebo_onc_2018_2021	OG001	SECONDARY	230	2	3;4	DCR;CBR	RECIST1.1;RECIST1.1	BASIS_EXISTS	construct=DCR|CBR	3	Disease Control Rate (DCR)	UNDETERMINED(no ORR-type candidate)		Disease Control Rate (DCR) ||| Clinical Benefit Rate (CBR)	From randomization to the primary completion cut-off on April 19, 2023, the median follow-up was 15.44 months (range: 0.2-44.9) for Arm A and 13.22 months (range: 0.1-40.8) for Arm B. ||| From randomization to the primary completion cut-off on April 19, 2023, the median follow-up was 15.44 months (range: 0.2-44.9) for Arm A and 13.22 months (range: 0.1-40.8) for Arm B.	Intent to treat analysis set ||| Intent to treat analysis set	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT04428333	feladilimab + pembrolizumab + 5-fu-platinum chemotherapy	ctg_placebo_onc_2018_2021	OG000	SECONDARY	52	2	6;8	ORR;DCR	RECIST1.1;RECIST1.1	BASIS_EXISTS	construct=ORR|DCR	6	Overall Response Rate (ORR) Per RECIST v1.1 in mITT Population	NO		Overall Response Rate (ORR) Per RECIST v1.1 in mITT Population ||| Disease Control Rate (DCR) Per RECIST v1.1 in mITT Population	Up to approximately 7 months ||| Up to approximately 7 months	All participants in the mITT population were analyzed ||| All participants in the mITT population were analyzed	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT04428333	placebo + pembrolizumab + 5-fu-platinum chemotherapy	ctg_placebo_onc_2018_2021	OG001	SECONDARY	55	2	6;8	ORR;DCR	RECIST1.1;RECIST1.1	BASIS_EXISTS	construct=ORR|DCR	6	Overall Response Rate (ORR) Per RECIST v1.1 in mITT Population	NO		Overall Response Rate (ORR) Per RECIST v1.1 in mITT Population ||| Disease Control Rate (DCR) Per RECIST v1.1 in mITT Population	Up to approximately 7 months ||| Up to approximately 7 months	All participants in the mITT population were analyzed ||| All participants in the mITT population were analyzed	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT05269355	unesbulin and dacarbazine	ctg_placebo_onc_2022_2026	OG000	SECONDARY	209	2	2;3	ORR;DCR	RECIST1.1;RECIST1.1	BASIS_EXISTS	construct=ORR|DCR	2	Objective Response Rate (ORR) Per Independent Central Review Using RECIST V1.1	NO		Objective Response Rate (ORR) Per Independent Central Review Using RECIST V1.1 ||| Disease Control Rate (DCR) Per Independent Central Review Using RECIST V1.1	Up to approximately 2 years ||| Up to approximately 2 years	The mITT set included randomized participants with 1 to 3 prior lines of therapy. ||| The mITT set included randomized participants with 1 to 3 prior lines of therapy.	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT05269355	placebo and dacarbazine	ctg_placebo_onc_2022_2026	OG001	SECONDARY	105	2	2;3	ORR;DCR	RECIST1.1;RECIST1.1	BASIS_EXISTS	construct=ORR|DCR	2	Objective Response Rate (ORR) Per Independent Central Review Using RECIST V1.1	NO		Objective Response Rate (ORR) Per Independent Central Review Using RECIST V1.1 ||| Disease Control Rate (DCR) Per Independent Central Review Using RECIST V1.1	Up to approximately 2 years ||| Up to approximately 2 years	The mITT set included randomized participants with 1 to 3 prior lines of therapy. ||| The mITT set included randomized participants with 1 to 3 prior lines of therapy.	NUMBER;NUMBER	percentage of participants;percentage of participants	
