nct	group_norm	payload	n_competing_at_step_f	om_indices	participants_denoms	selected_om_index	selected_om_title	classification	basis_fields	basis_detail	selection_effect	alt_om_index	alt_om_title	note
NCT01668017	part 1: pimasertib 60 mg in solid tumor	ctg_results_bor_2010_2013	2	32|33	4|4	32	Percentage of Subjects With Best Overall Response	BASIS_EXISTS	title/construct;populationDescription	"om[32] type=SECONDARY title='Percentage of Subjects With Best Overall Response' timeFrame='Day 1 of Cycle 3 and Day 1 of every alternate until end of treatment (up to a maximum of 35.4 weeks)' populationDescription='Efficacy analysis set included all subjects who received at least one administration of planned dose of pimasertib and who have had at least one efficacy assess' paramType='NUMBER' unitOfMeasure='percentage of subjects' criteria=RECIST 1.1 || om[33] type=SECONDARY title='Percentage of Subjects With Objective Response' timeFrame='Day 1 of Cycle 3 and Day 1 of every alternate until end of treatment (up to a maximum of 35.4 weeks)' populationDescription=""Efficacy analysis set' included all subjects who received at least one administration of planned dose of pimasertib and who have had at least one efficacy asses"" paramType='NUMBER' unitOfMeasure='percentage of subjects' criteria=RECIST 1.1"	CONDITIONAL			
NCT01670877	crossover: neratinib + fulvestrant + trastuzumab	ctg_results_bor_2010_2013	3	0|1|3	0|0|0	0	Part I Only: Clinical Benefit Rate (CR+PR+SD≥6months) of Patients Who Received Neratinib Alone	BASIS_EXISTS	title/cohort-qualifier;timeFrame;populationDescription	om[0] type=PRIMARY title='Part I Only: Clinical Benefit Rate (CR+PR+SD≥6months) of Patients Who Received Neratinib Alone' timeFrame='Through completion of treatment (median treatment time of 90 days, full range 54-716 days)' populationDescription='Only Part I participants were evaluable for this outcome measure.' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=none || om[1] type=PRIMARY title='Part II ER-cohort Only: Clinical Benefit Rate (CR+PR+SD≥6months) of Neratinib in Patients With Metastatic HER2-, ER- Breast Cancer That Carry HER2 Mutation' timeFrame='Through completion of treatment (median treatment time of 62 days, full range 56-413 days)' populationDescription='Only participants enrolled in the Part II ER-cohort are evaluable for this outcome measure. One participant was not evaluable in this cohort as the participant ' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=none || om[3] type=PRIMARY title='Part II Fulvestrant-treated ER+ Cohort Only: Clinical Benefit Rate (CR+PR+SD≥6months) of Neratinib + Fulvestrant in Patients With Metastatic HER2- ER+ Fulvestrant-treated Breast Cancer That Carry HER2 Mutation' timeFrame='Through completion of treatment (median treatment time of 168 days, full range 28-671 days)' populationDescription='Only participants enrolled in the fulvestrant-treated ER+ cohort are evaluable for this outcome measure. Three participants were not evaluable in this cohort as' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=none	CHANGES		EXCLUDE - every response outcome measure reports denominator 0 for this crossover group; no response measurement exists for it in the record	manual record read
NCT01670877	crossover: neratinib + trastuzumab	ctg_results_bor_2010_2013	3	0|1|3	0|0|0	0	Part I Only: Clinical Benefit Rate (CR+PR+SD≥6months) of Patients Who Received Neratinib Alone	BASIS_EXISTS	title/cohort-qualifier;timeFrame;populationDescription	om[0] type=PRIMARY title='Part I Only: Clinical Benefit Rate (CR+PR+SD≥6months) of Patients Who Received Neratinib Alone' timeFrame='Through completion of treatment (median treatment time of 90 days, full range 54-716 days)' populationDescription='Only Part I participants were evaluable for this outcome measure.' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=none || om[1] type=PRIMARY title='Part II ER-cohort Only: Clinical Benefit Rate (CR+PR+SD≥6months) of Neratinib in Patients With Metastatic HER2-, ER- Breast Cancer That Carry HER2 Mutation' timeFrame='Through completion of treatment (median treatment time of 62 days, full range 56-413 days)' populationDescription='Only participants enrolled in the Part II ER-cohort are evaluable for this outcome measure. One participant was not evaluable in this cohort as the participant ' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=none || om[3] type=PRIMARY title='Part II Fulvestrant-treated ER+ Cohort Only: Clinical Benefit Rate (CR+PR+SD≥6months) of Neratinib + Fulvestrant in Patients With Metastatic HER2- ER+ Fulvestrant-treated Breast Cancer That Carry HER2 Mutation' timeFrame='Through completion of treatment (median treatment time of 168 days, full range 28-671 days)' populationDescription='Only participants enrolled in the fulvestrant-treated ER+ cohort are evaluable for this outcome measure. Three participants were not evaluable in this cohort as' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=none	CHANGES		EXCLUDE - every response outcome measure reports denominator 0 for this crossover group; no response measurement exists for it in the record	manual record read
NCT01670877	part ii: neratinib + fulvestrant (er+, fulvestrant-naive)	ctg_results_bor_2010_2013	3	0|1|3	0|0|0	0	Part I Only: Clinical Benefit Rate (CR+PR+SD≥6months) of Patients Who Received Neratinib Alone	BASIS_EXISTS	title/cohort-qualifier;timeFrame;populationDescription	om[0] type=PRIMARY title='Part I Only: Clinical Benefit Rate (CR+PR+SD≥6months) of Patients Who Received Neratinib Alone' timeFrame='Through completion of treatment (median treatment time of 90 days, full range 54-716 days)' populationDescription='Only Part I participants were evaluable for this outcome measure.' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=none || om[1] type=PRIMARY title='Part II ER-cohort Only: Clinical Benefit Rate (CR+PR+SD≥6months) of Neratinib in Patients With Metastatic HER2-, ER- Breast Cancer That Carry HER2 Mutation' timeFrame='Through completion of treatment (median treatment time of 62 days, full range 56-413 days)' populationDescription='Only participants enrolled in the Part II ER-cohort are evaluable for this outcome measure. One participant was not evaluable in this cohort as the participant ' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=none || om[3] type=PRIMARY title='Part II Fulvestrant-treated ER+ Cohort Only: Clinical Benefit Rate (CR+PR+SD≥6months) of Neratinib + Fulvestrant in Patients With Metastatic HER2- ER+ Fulvestrant-treated Breast Cancer That Carry HER2 Mutation' timeFrame='Through completion of treatment (median treatment time of 168 days, full range 28-671 days)' populationDescription='Only participants enrolled in the fulvestrant-treated ER+ cohort are evaluable for this outcome measure. Three participants were not evaluable in this cohort as' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=none	CHANGES	13	Part II Fulvestrant-naive ER+ Cohort Only: Response Rate (RR) [denominator 10 for this group; the step-f pick om[0] is scoped 'Part I Only' with denominator 0 for this group. om[13] is SECONDARY so ladder step a removed it before the tie.]	manual record read
NCT01674062	pertuzumab (cohort 3)	ctg_results_bor_1999_2009	2	2|3	29|29	2	Cohort 3: Percentage of Participants With a Confirmed Best Overall Response of CR or PR According to RECIST Version 1.0 During Single-Agent Treatment With Pertuzumab	BASIS_EXISTS	title(other wording)	om[2] type=SECONDARY title='Cohort 3: Percentage of Participants With a Confirmed Best Overall Response of CR or PR According to RECIST Version 1.0 During Single-Agent Treatment With Pertuzumab' timeFrame='Up to approximately 7.5 years (at Screening; on Day 15 of Cycles 2, 4, 6, and 8 [cycle length 3 weeks]; then every 3 months until disease progression)' populationDescription='All Treated Population (Cohort 3 only).' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=RECIST 1.0 || om[3] type=SECONDARY title='Cohort 3: Percentage of Participants With a Confirmed Best Overall Response of CR, PR, or SD According to RECIST Version 1.0 During Single-Agent Treatment With Pertuzumab' timeFrame='Up to approximately 7.5 years (at Screening; on Day 15 of Cycles 2, 4, 6, and 8 [cycle length 3 weeks]; then every 3 months until disease progression)' populationDescription='All Treated Population (Cohort 3 only).' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=RECIST 1.0	CONDITIONAL			
NCT01674062	pertuzumab + trastuzumab (cohorts 1 and 2)	ctg_results_bor_1999_2009	2	0|1	66|66	0	Cohorts 1 and 2: Percentage of Participants With a Confirmed Best Overall Response of Complete Response (CR) or Partial Response (PR) According to Response Evaluation Criteria in Solid Tumors (RECIST) Version 1.0 During Dual-Agent Treatment	BASIS_EXISTS	title(other wording)	om[0] type=PRIMARY title='Cohorts 1 and 2: Percentage of Participants With a Confirmed Best Overall Response of Complete Response (CR) or Partial Response (PR) According to Response Evaluation Criteria in Solid Tumors (RECIST) Version 1.0 During Dual-Agent Treatment' timeFrame='Up to approximately 9.5 years (at Screening; on Day 15 of Cycles 2, 4, 6, and 8 [cycle length 3 weeks]; then every 3 months until disease progression)' populationDescription='All Treated Population (Cohorts 1 and 2 only).' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=RECIST 1.0 || om[1] type=PRIMARY title='Cohorts 1 and 2: Percentage of Participants With a Confirmed Best Overall Response of CR, PR, or Stable Disease (SD) According to RECIST Version 1.0 During Dual-Agent Treatment' timeFrame='Up to approximately 9.5 years (at Screening; on Day 15 of Cycles 2, 4, 6, and 8 [cycle length 3 weeks]; then every 3 months until disease progression)' populationDescription='All Treated Population (Cohorts 1 and 2 only).' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=RECIST 1.0	CONDITIONAL			
NCT01677741	part 1 (dose escalation): dabrafenib treatment (3.75 mg/kg)	ctg_results_bor_2010_2013	2	11|12	4|4	11	Best Overall Response Based on Investigator Assessment Per Response Assessment in Neuro-Oncology (RANO) Criteria for Low Grade Glioma (LLG) Subjects	BASIS_EXISTS	title(other wording)	om[11] type=SECONDARY title='Best Overall Response Based on Investigator Assessment Per Response Assessment in Neuro-Oncology (RANO) Criteria for Low Grade Glioma (LLG) Subjects' timeFrame='Up to 6 months' populationDescription='All treated population' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=RANO || om[12] type=SECONDARY title='Best Overall Response Based on Investigator Assessment Per Response Assessment in Neuro-Oncology (RANO) Criteria for High Grade Glioma (HGG) Subjects' timeFrame='Up to 6 months' populationDescription='All treated population' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=RANO	CONDITIONAL			
NCT01696032	stage 1: guadecitabine+carboplatin 30 mg/m2	ctg_results_bor_2010_2013	2	2|4	14|14	2	Objective Response Rate	BASIS_EXISTS	title/construct;unitOfMeasure	om[2] type=SECONDARY title='Objective Response Rate' timeFrame='Up to 24 months' populationDescription='Efficacy data set included all participants who received any amount of study drug.' paramType='NUMBER' unitOfMeasure='Percent' criteria=RECIST 1.1|Rustin/GCIG || om[4] type=SECONDARY title='Clinical Benefit Rate' timeFrame='Up to 24 months' populationDescription='Efficacy data set included all participants who received any amount of study drug.' paramType='NUMBER' unitOfMeasure='Percent of participants' criteria=RECIST 1.1|Rustin/GCIG	NO_CHANGE_SAME_PICK			
NCT01696032	stage 1: guadecitabine+carboplatin 45 mg/m2	ctg_results_bor_2010_2013	2	2|4	6|6	2	Objective Response Rate	BASIS_EXISTS	title/construct;unitOfMeasure	om[2] type=SECONDARY title='Objective Response Rate' timeFrame='Up to 24 months' populationDescription='Efficacy data set included all participants who received any amount of study drug.' paramType='NUMBER' unitOfMeasure='Percent' criteria=RECIST 1.1|Rustin/GCIG || om[4] type=SECONDARY title='Clinical Benefit Rate' timeFrame='Up to 24 months' populationDescription='Efficacy data set included all participants who received any amount of study drug.' paramType='NUMBER' unitOfMeasure='Percent of participants' criteria=RECIST 1.1|Rustin/GCIG	NO_CHANGE_SAME_PICK			
NCT01696032	stage 2: crossover treatment choice to guadecitabine+carboplatin 30 mg/m2	ctg_results_bor_2010_2013	2	2|4	27|27	2	Objective Response Rate	BASIS_EXISTS	title/construct;unitOfMeasure	om[2] type=SECONDARY title='Objective Response Rate' timeFrame='Up to 24 months' populationDescription='Efficacy data set included all participants who received any amount of study drug.' paramType='NUMBER' unitOfMeasure='Percent' criteria=RECIST 1.1|Rustin/GCIG || om[4] type=SECONDARY title='Clinical Benefit Rate' timeFrame='Up to 24 months' populationDescription='Efficacy data set included all participants who received any amount of study drug.' paramType='NUMBER' unitOfMeasure='Percent of participants' criteria=RECIST 1.1|Rustin/GCIG	NO_CHANGE_SAME_PICK			
NCT01696032	stage 2: guadecitabine+carboplatin 30 mg/m2	ctg_results_bor_2010_2013	2	2|4	51|51	2	Objective Response Rate	BASIS_EXISTS	title/construct;unitOfMeasure	om[2] type=SECONDARY title='Objective Response Rate' timeFrame='Up to 24 months' populationDescription='Efficacy data set included all participants who received any amount of study drug.' paramType='NUMBER' unitOfMeasure='Percent' criteria=RECIST 1.1|Rustin/GCIG || om[4] type=SECONDARY title='Clinical Benefit Rate' timeFrame='Up to 24 months' populationDescription='Efficacy data set included all participants who received any amount of study drug.' paramType='NUMBER' unitOfMeasure='Percent of participants' criteria=RECIST 1.1|Rustin/GCIG	NO_CHANGE_SAME_PICK			
