level	nct	payload	payload_line	enrollment	enrollment_type	enrollment_is_estimated	selected_cohorts	sum_selected_denominators	excess	mechanism	reducible_to_non_overlapping_set	non_overlapping_set_sum	non_overlapping_set_source	om_index	group_title	denominator	cohort_role	in_non_overlapping_set	outcome_measure_title	time_frame	note
COHORT	NCT04677595	ctg_results_bor_2018_2021	149	36	ACTUAL	NO								12	Cohort 2 Non-Mutant	9	CROSS_AXIS_DUPLICATE	NO	ORR Per RECIST v1.1 by BIRC and Investigator Assessment for Patients by MET Mutation Status in ctDNA	Baseline, up to approximately 189 weeks (median 33.6 weeks)	
TRIAL	NCT04680052	ctg_placebo_onc_2018_2021	178	654	ACTUAL	NO	6	1202	548	NESTED_SUBSET	YES	654	om23 OG000-OG001 (326+328)								"om23 pop: ""The FL and MZL populations were combined for analysis into the Overall population"". om22 FL-only groups (273/275) sit inside om23 (326/328); the MZL groups carry n=0. om23 sums to 654 = registered enrollment."
COHORT	NCT04680052	ctg_placebo_onc_2018_2021	178	654	ACTUAL	NO								22	FL: Placebo + Rituximab + Lenalidomide	275	NESTED_SUBSET	NO	FL Population: Overall Response Rate (Percentage of Participants Who Achieved a CR/PR Per the Lugano Classification at Any Time During the Study But Before the First PD and Before/at the Start of a New Antilymphoma Treatment) by IRC Review	up to approximately 34 months	
COHORT	NCT04680052	ctg_placebo_onc_2018_2021	178	654	ACTUAL	NO								22	FL: Tafasitamab + Rituximab + Lenalidomide	273	NESTED_SUBSET	NO	FL Population: Overall Response Rate (Percentage of Participants Who Achieved a CR/PR Per the Lugano Classification at Any Time During the Study But Before the First PD and Before/at the Start of a New Antilymphoma Treatment) by IRC Review	up to approximately 34 months	
COHORT	NCT04680052	ctg_placebo_onc_2018_2021	178	654	ACTUAL	NO								22	MZL: Placebo + Rituximab + Lenalidomide	0	NESTED_SUBSET	NO	FL Population: Overall Response Rate (Percentage of Participants Who Achieved a CR/PR Per the Lugano Classification at Any Time During the Study But Before the First PD and Before/at the Start of a New Antilymphoma Treatment) by IRC Review	up to approximately 34 months	
COHORT	NCT04680052	ctg_placebo_onc_2018_2021	178	654	ACTUAL	NO								22	MZL: Tafasitamab + Rituximab + Lenalidomide	0	NESTED_SUBSET	NO	FL Population: Overall Response Rate (Percentage of Participants Who Achieved a CR/PR Per the Lugano Classification at Any Time During the Study But Before the First PD and Before/at the Start of a New Antilymphoma Treatment) by IRC Review	up to approximately 34 months	
COHORT	NCT04680052	ctg_placebo_onc_2018_2021	178	654	ACTUAL	NO								23	FL and MZL: Placebo + Rituximab + Lenalidomide	328	COMPONENT_KEPT	YES	Overall Population: Overall Response Rate (Percentage of Participants Who Achieved a CR/PR Per Lugano Classification at Any Time During the Study But Before the First PD and Before/at the Start of a New Antilymphoma Treatment) by IRC Review	up to approximately 34 months	
COHORT	NCT04680052	ctg_placebo_onc_2018_2021	178	654	ACTUAL	NO								23	FL and MZL: Tafasitamab + Rituximab + Lenalidomide	326	COMPONENT_KEPT	YES	Overall Population: Overall Response Rate (Percentage of Participants Who Achieved a CR/PR Per Lugano Classification at Any Time During the Study But Before the First PD and Before/at the Start of a New Antilymphoma Treatment) by IRC Review	up to approximately 34 months	
TRIAL	NCT04750824	ctg_results_bor_2018_2021	354	110	ACTUAL	NO	4	162	52	NESTED_SUBSET	YES	110	om0 OG000-OG001 (72+38)								One outcome measure holds both the full treatment groups (72+38=110=registered enrollment) and their first-line subsets (16, 36).
COHORT	NCT04750824	ctg_results_bor_2018_2021	354	110	ACTUAL	NO								0	All Afatinib Patients	72	COMPONENT_KEPT	YES	Objective Response Rate (ORR): Based on Charted/Physician-reported Disease Response	From the index date (i.e., anytime between 01-January-2017 and 31-March-2020) until data collection (i.e. 11-Nov-2020 to 20-Jan-2021), up to 4 years and 19 days.	
COHORT	NCT04750824	ctg_results_bor_2018_2021	354	110	ACTUAL	NO								0	All Non-afatinib (Other Systemic Therapies)	38	COMPONENT_KEPT	YES	Objective Response Rate (ORR): Based on Charted/Physician-reported Disease Response	From the index date (i.e., anytime between 01-January-2017 and 31-March-2020) until data collection (i.e. 11-Nov-2020 to 20-Jan-2021), up to 4 years and 19 days.	
COHORT	NCT04750824	ctg_results_bor_2018_2021	354	110	ACTUAL	NO								0	First Line Afatinib Patients	16	NESTED_SUBSET	NO	Objective Response Rate (ORR): Based on Charted/Physician-reported Disease Response	From the index date (i.e., anytime between 01-January-2017 and 31-March-2020) until data collection (i.e. 11-Nov-2020 to 20-Jan-2021), up to 4 years and 19 days.	
COHORT	NCT04750824	ctg_results_bor_2018_2021	354	110	ACTUAL	NO								0	First Line Non-afatinib Patients	36	NESTED_SUBSET	NO	Objective Response Rate (ORR): Based on Charted/Physician-reported Disease Response	From the index date (i.e., anytime between 01-January-2017 and 31-March-2020) until data collection (i.e. 11-Nov-2020 to 20-Jan-2021), up to 4 years and 19 days.	
TRIAL	NCT04895735	ctg_results_bor_2018_2021	576	45	ACTUAL	NO	5	64	19	DUPLICATE_TITLE_VARIANT	YES	44	om0 OG000-OG002 (11+9+24)								"om1 shortens two of om0 group titles (""Cohort A"", ""Cohort A1"") with identical denominators 11 and 9, creating two extra keys."
COHORT	NCT04895735	ctg_results_bor_2018_2021	576	45	ACTUAL	NO								0	Cohort A (Adenoid Cystic Carcinoma)	11	COMPONENT_KEPT	YES	Confirmed Response Rate	24 weeks	
COHORT	NCT04895735	ctg_results_bor_2018_2021	576	45	ACTUAL	NO								0	Cohort A1 (ACC Patients Enrolled Starting With MCCC Amendment 3)	9	COMPONENT_KEPT	YES	Confirmed Response Rate	24 weeks	
COHORT	NCT04895735	ctg_results_bor_2018_2021	576	45	ACTUAL	NO								0	Cohort B (Non-adenoid Cystic Carcinoma)	24	COMPONENT_KEPT	YES	Confirmed Response Rate	24 weeks	
COHORT	NCT04895735	ctg_results_bor_2018_2021	576	45	ACTUAL	NO								1	Cohort A	11	DUPLICATE_TITLE_VARIANT	NO	Clinical Benefit Rate (CBR)	24 weeks	
COHORT	NCT04895735	ctg_results_bor_2018_2021	576	45	ACTUAL	NO								1	Cohort A1	9	DUPLICATE_TITLE_VARIANT	NO	Clinical Benefit Rate (CBR)	24 weeks	
TRIAL	NCT05228470	ctg_results_bor_2018_2021	145	39	ACTUAL	NO	3	76	37	POOLED_UNFLAGGED	YES	38	om1 OG000-OG001 (8+30)								"om1 OG002 ""Phase 1b + Phase 2"" n=38 = 8+30 in the same outcome measure; label outside the pooled vocabulary."
COHORT	NCT05228470	ctg_results_bor_2018_2021	145	39	ACTUAL	NO								1	Phase 1b	8	COMPONENT_KEPT	YES	Objective Response Rate (ORR) by Blinded Independent Central Review (BICR) as Per International Myeloma Working Group (IMWG) Criteria	From date of first dose until confirmed disease progression, death, start of new anticancer therapy, whichever occurred first (approximately up to 16 months)	
COHORT	NCT05228470	ctg_results_bor_2018_2021	145	39	ACTUAL	NO								1	Phase 1b + Phase 2	38	POOLED_UNFLAGGED	NO	Objective Response Rate (ORR) by Blinded Independent Central Review (BICR) as Per International Myeloma Working Group (IMWG) Criteria	From date of first dose until confirmed disease progression, death, start of new anticancer therapy, whichever occurred first (approximately up to 16 months)	
COHORT	NCT05228470	ctg_results_bor_2018_2021	145	39	ACTUAL	NO								1	Phase 2	30	COMPONENT_KEPT	YES	Objective Response Rate (ORR) by Blinded Independent Central Review (BICR) as Per International Myeloma Working Group (IMWG) Criteria	From date of first dose until confirmed disease progression, death, start of new anticancer therapy, whichever occurred first (approximately up to 16 months)	
