cohort_key	nct	results_group_title_norm	n_observations	observation_ids	om_indices	encoding_identity_status	distinguishing_field_classes	distinction_basis	semantic_duplication_status	semantic_correspondence_evidence	v1_duplicate_encoding_candidate	v1_unresolved_states	v2_unresolved_states	selection_status	resolution_note
NCT00064350||placebo	NCT00064350	placebo	2	NCT00064350#om0#OG001|NCT00064350#om3#OG001	0|3	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|TIME_FRAME_TEXT|ENDPOINT_CONSTRUCT_TOKENS|UNIT_OF_MEASURE_TEXT|OUTCOME_MEASURE_TYPE	INCLUDES_STRUCTURED_FIELD	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES|SEMANTIC_DUPLICATION_UNRESOLVED	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT00064350||sorafenib	NCT00064350	sorafenib	2	NCT00064350#om0#OG000|NCT00064350#om3#OG000	0|3	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|TIME_FRAME_TEXT|ENDPOINT_CONSTRUCT_TOKENS|UNIT_OF_MEASURE_TEXT|OUTCOME_MEASURE_TYPE	INCLUDES_STRUCTURED_FIELD	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES|SEMANTIC_DUPLICATION_UNRESOLVED	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT00065182||iv docetaxel	NCT00065182	iv docetaxel	1	NCT00065182#om3#OG001	3	SINGLE_OBSERVATION__NO_COMPARISON_MADE	NONE	NONE	NOT_APPLICABLE__SINGLE_OBSERVATION	No competing observation in this cohort key.	False	NO_OBSERVATION_USABLE_FOR_A_PROPORTION	NO_OBSERVATION_USABLE_FOR_A_PROPORTION	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT00065182||iv topotecan + iv docetaxel	NCT00065182	iv topotecan + iv docetaxel	1	NCT00065182#om3#OG000	3	SINGLE_OBSERVATION__NO_COMPARISON_MADE	NONE	NONE	NOT_APPLICABLE__SINGLE_OBSERVATION	No competing observation in this cohort key.	False	NO_OBSERVATION_USABLE_FOR_A_PROPORTION	NO_OBSERVATION_USABLE_FOR_A_PROPORTION	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT00069095||folfox-4+bv/xelox+bv	NCT00069095	folfox-4+bv/xelox+bv	2	NCT00069095#om11#OG001|NCT00069095#om19#OG001	11|19	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|ENDPOINT_CONSTRUCT_TOKENS|UNIT_OF_MEASURE_TEXT|PARAM_TYPE	INCLUDES_STRUCTURED_FIELD	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|SEMANTIC_DUPLICATION_UNRESOLVED	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT00069095||folfox-4+p/xelox+p	NCT00069095	folfox-4+p/xelox+p	2	NCT00069095#om11#OG000|NCT00069095#om19#OG000	11|19	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|ENDPOINT_CONSTRUCT_TOKENS|UNIT_OF_MEASURE_TEXT|PARAM_TYPE	INCLUDES_STRUCTURED_FIELD	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|SEMANTIC_DUPLICATION_UNRESOLVED	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT00069095||folfox-4/folfox-4+p/folfox-4+bv	NCT00069095	folfox-4/folfox-4+p/folfox-4+bv	2	NCT00069095#om10#OG000|NCT00069095#om18#OG000	10|18	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|ENDPOINT_CONSTRUCT_TOKENS|UNIT_OF_MEASURE_TEXT|PARAM_TYPE	INCLUDES_STRUCTURED_FIELD	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|SEMANTIC_DUPLICATION_UNRESOLVED	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT00069095||xelox/xelox+p/xelox+bv	NCT00069095	xelox/xelox+p/xelox+bv	2	NCT00069095#om10#OG001|NCT00069095#om18#OG001	10|18	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|ENDPOINT_CONSTRUCT_TOKENS|UNIT_OF_MEASURE_TEXT|PARAM_TYPE	INCLUDES_STRUCTURED_FIELD	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|SEMANTIC_DUPLICATION_UNRESOLVED	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT00069108||folfox-4	NCT00069108	folfox-4	2	NCT00069108#om4#OG001|NCT00069108#om5#OG001	4|5	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE	TEXT_DERIVED_ONLY	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES	UNRESOLVED_MULTIPLE_MEASURE_TITLES|SEMANTIC_DUPLICATION_UNRESOLVED|DISTINCTION_IS_TEXT_DERIVED_ONLY	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT00069108||xelox	NCT00069108	xelox	2	NCT00069108#om4#OG000|NCT00069108#om5#OG000	4|5	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE	TEXT_DERIVED_ONLY	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES	UNRESOLVED_MULTIPLE_MEASURE_TITLES|SEMANTIC_DUPLICATION_UNRESOLVED|DISTINCTION_IS_TEXT_DERIVED_ONLY	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT00073307||placebo	NCT00073307	placebo	1	NCT00073307#om3#OG001	3	SINGLE_OBSERVATION__NO_COMPARISON_MADE	NONE	NONE	NOT_APPLICABLE__SINGLE_OBSERVATION	No competing observation in this cohort key.	False	SINGLE_OBSERVATION	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT00073307||sorafenib (nexavar, bay43-9006)	NCT00073307	sorafenib (nexavar, bay43-9006)	1	NCT00073307#om3#OG000	3	SINGLE_OBSERVATION__NO_COMPARISON_MADE	NONE	NONE	NOT_APPLICABLE__SINGLE_OBSERVATION	No competing observation in this cohort key.	False	SINGLE_OBSERVATION	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT00073749||inotuzumab ozogamicin 1.8 mg/m^2: lead-in + expanded cohorts	NCT00073749	inotuzumab ozogamicin 1.8 mg/m^2: lead-in + expanded cohorts	4	NCT00073749#om8#OG000|NCT00073749#om9#OG000|NCT00073749#om11#OG000|NCT00073749#om12#OG000	8|9|11|12	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|TIME_FRAME_TEXT|ENDPOINT_CONSTRUCT_TOKENS|POPULATION_DESCRIPTION_TEXT|UNIT_OF_MEASURE_TEXT|PARAM_TYPE|PARTICIPANTS_DENOMINATOR_VALUE|OUTCOME_MEASURE_TYPE	INCLUDES_STRUCTURED_FIELD	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES|SEMANTIC_DUPLICATION_UNRESOLVED	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT00073957||yttrium y 90 ibritumomab tiuxetan and rituximab	NCT00073957	yttrium y 90 ibritumomab tiuxetan and rituximab	1	NCT00073957#om0#OG000	0	SINGLE_OBSERVATION__NO_COMPARISON_MADE	NONE	NONE	NOT_APPLICABLE__SINGLE_OBSERVATION	No competing observation in this cohort key.	False	SINGLE_OBSERVATION	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT00075218||placebo double-blind treatment	NCT00075218	placebo double-blind treatment	1	NCT00075218#om6#OG001	6	SINGLE_OBSERVATION__NO_COMPARISON_MADE	NONE	NONE	NOT_APPLICABLE__SINGLE_OBSERVATION	No competing observation in this cohort key.	False	SINGLE_OBSERVATION	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT00075218||sunitinib double-blind treatment	NCT00075218	sunitinib double-blind treatment	1	NCT00075218#om6#OG000	6	SINGLE_OBSERVATION__NO_COMPARISON_MADE	NONE	NONE	NOT_APPLICABLE__SINGLE_OBSERVATION	No competing observation in this cohort key.	False	SINGLE_OBSERVATION	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT00075504||stratum a normal liver function triapine, gemcitabine	NCT00075504	stratum a normal liver function triapine, gemcitabine	1	NCT00075504#om0#OG000	0	SINGLE_OBSERVATION__NO_COMPARISON_MADE	NONE	NONE	NOT_APPLICABLE__SINGLE_OBSERVATION	No competing observation in this cohort key.	False	SINGLE_OBSERVATION	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT00075504||stratum b abnormal liver function triapine, gemcitabine	NCT00075504	stratum b abnormal liver function triapine, gemcitabine	1	NCT00075504#om0#OG001	0	SINGLE_OBSERVATION__NO_COMPARISON_MADE	NONE	NONE	NOT_APPLICABLE__SINGLE_OBSERVATION	No competing observation in this cohort key.	False	SINGLE_OBSERVATION	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT00077376||trastuzumab/ixabepilone/carboplatin	NCT00077376	trastuzumab/ixabepilone/carboplatin	2	NCT00077376#om0#OG000|NCT00077376#om1#OG000	0|1	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|POPULATION_DESCRIPTION_TEXT|PARTICIPANTS_DENOMINATOR_VALUE|OUTCOME_MEASURE_TYPE	INCLUDES_STRUCTURED_FIELD	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES|SEMANTIC_DUPLICATION_UNRESOLVED	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT00077857||1250 mg/m^2 capecitabine + docetaxel	NCT00077857	1250 mg/m^2 capecitabine + docetaxel	3	NCT00077857#om1#OG000|NCT00077857#om2#OG000|NCT00077857#om3#OG000	1|2|3	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|TIME_FRAME_TEXT|ENDPOINT_CONSTRUCT_TOKENS|ASSESSMENT_CRITERIA_TOKENS|UNIT_OF_MEASURE_TEXT|PARAM_TYPE	INCLUDES_STRUCTURED_FIELD	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|SEMANTIC_DUPLICATION_UNRESOLVED	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT00077857||825 mg/m^2 capecitabine + docetaxel	NCT00077857	825 mg/m^2 capecitabine + docetaxel	3	NCT00077857#om1#OG001|NCT00077857#om2#OG001|NCT00077857#om3#OG001	1|2|3	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|TIME_FRAME_TEXT|ENDPOINT_CONSTRUCT_TOKENS|ASSESSMENT_CRITERIA_TOKENS|UNIT_OF_MEASURE_TEXT|PARAM_TYPE	INCLUDES_STRUCTURED_FIELD	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|SEMANTIC_DUPLICATION_UNRESOLVED	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT00080301||capecitabine	NCT00080301	capecitabine	1	NCT00080301#om1#OG001	1	SINGLE_OBSERVATION__NO_COMPARISON_MADE	NONE	NONE	NOT_APPLICABLE__SINGLE_OBSERVATION	No competing observation in this cohort key.	False	SINGLE_OBSERVATION	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT00080301||ixabepilone + capecitabine	NCT00080301	ixabepilone + capecitabine	1	NCT00080301#om1#OG000	1	SINGLE_OBSERVATION__NO_COMPARISON_MADE	NONE	NONE	NOT_APPLICABLE__SINGLE_OBSERVATION	No competing observation in this cohort key.	False	SINGLE_OBSERVATION	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT00082433||capecitabine	NCT00082433	capecitabine	1	NCT00082433#om1#OG001	1	SINGLE_OBSERVATION__NO_COMPARISON_MADE	NONE	NONE	NOT_APPLICABLE__SINGLE_OBSERVATION	No competing observation in this cohort key.	False	SINGLE_OBSERVATION	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT00082433||ixabepilone + capecitabine	NCT00082433	ixabepilone + capecitabine	1	NCT00082433#om1#OG000	1	SINGLE_OBSERVATION__NO_COMPARISON_MADE	NONE	NONE	NOT_APPLICABLE__SINGLE_OBSERVATION	No competing observation in this cohort key.	False	SINGLE_OBSERVATION	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT00085410||arm i	NCT00085410	arm i	2	NCT00085410#om0#OG000|NCT00085410#om6#OG000	0|6	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|ENDPOINT_CONSTRUCT_TOKENS|ASSESSMENT_CRITERIA_TOKENS|CRITERIA_VERSION_TOKENS|POPULATION_DESCRIPTION_TEXT|UNIT_OF_MEASURE_TEXT|PARAM_TYPE|PARTICIPANTS_DENOMINATOR_VALUE|OUTCOME_MEASURE_TYPE	INCLUDES_STRUCTURED_FIELD	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES|SEMANTIC_DUPLICATION_UNRESOLVED	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT00085631||overall study	NCT00085631	overall study	1	NCT00085631#om0#OG000	0	SINGLE_OBSERVATION__NO_COMPARISON_MADE	NONE	NONE	NOT_APPLICABLE__SINGLE_OBSERVATION	No competing observation in this cohort key.	False	NO_OBSERVATION_USABLE_FOR_A_PROPORTION	NO_OBSERVATION_USABLE_FOR_A_PROPORTION	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
