peak	hg18_coords	classification	gene_id	gene_symbol	peak_exon_gene_symbol	differentially_expressed_cancer_type
549	chr1:26980934-26981163_+	coding	NM_139135	ARID1A	ARID1A	Bladder_GIST_
550	chr1:26996752-26996992_+	coding	NM_017837	PIGV	PIGV	
551	chr1:26997068-26997474_+	coding	NM_017837	PIGV	PIGV	
553	chr1:27054200-27054776_+	coding	NM_032283	ZDHHC18	ZDHHC18	
554	chr1:27056388-27056614_+	downstream	AL512765	ZDHHC18		
555	chr1:27062217-27063398_+	coding	NM_006142	SFN	SFN	HN_Skin_
556	chr1:27063433-27063578_+	coding	NM_006142	SFN	SFN	HN_
558	chr1:27145311-27145585_+	coding	NM_006600	NUDC	NUDC	ESS_
559	chr1:27199275-27199714_+	coding	NM_001013642	TRNP1	TRNP1	Bladder_
563	chr1:27506007-27507309_+	coding	NM_015023	WDTC1	WDTC1	HN_ESS_
564	chr1:27507330-27507629_+	coding	NM_015023	WDTC1	WDTC1	
565	chr1:27534453-27534852_+	coding	NM_032125	TMEM222	TMEM222	
566	chr1:27534891-27535454_+	coding	NM_032125	TMEM222	TMEM222	
568	chr1:27552359-27552558_+	coding	NM_032872	SYTL1	SYTL1	
569	chr1:27552697-27552990_+	coding	NM_032872	SYTL1	SYTL1	Bladder_NPC_Prostate_GIST_
571	chr1:27594617-27594878_+	coding	NM_005281	GPR3	GPR3	ESS_
577	chr1:27960518-27960707_+	coding	NM_152660	FAM76A	FAM76A	
578	chr1:27961913-27962197_+	coding	NM_152660	FAM76A	FAM76A	
579	chr1:28022398-28022853_+	coding	NM_177424	STX12	STX12	GIST_
580	chr1:28023179-28023526_+	coding	NM_177424	STX12	STX12	GIST_
581	chr1:28033510-28033639_+	ref_known_Gencode_nc	NR_002997	SCARNA1	SCARNA1	
582	chr1:28050367-28050644_+	coding	NM_002713	PPP1R8	PPP1R8	GIST_
583	chr1:28085191-28085754_+	coding	NM_004848	C1orf38	C1orf38	NPC_
585	chr1:28155233-28155500_+	coding	NM_001009568	SMPDL3B	SMPDL3B	
586	chr1:28157746-28158084_+	coding	NM_014474	SMPDL3B	SMPDL3B	Prostate_
587	chr1:28158123-28158244_+	coding	NM_014474	SMPDL3B	SMPDL3B	
591	chr1:28436921-28437179_+	coding	NM_016311	ATPIF1	ATPIF1	GIST_
592	chr1:28481143-28481566_+	coding	NM_031459	SESN2	SESN2	
593	chr1:28534922-28535050_+	coding	NM_001127350	MED18	MED18	HN_Bladder_GIST_
594	chr1:28593220-28593323_+	intron	NM_001048183	PHACTR4		
595	chr1:28616812-28616928_+	intron	NM_001048183	PHACTR4		NPC_
596	chr1:28647537-28647566_+	intron	NM_023923	PHACTR4		NPC_
597	chr1:28686488-28686543_+	intron	NM_023923	PHACTR4		
598	chr1:28690075-28690182_+	coding	NM_023923	PHACTR4	PHACTR4	
600	chr1:28699349-28699446_+	coding	NM_023923	PHACTR4	PHACTR4	
601	chr1:28706407-28706570_+	Gencode_lnc	AK092726			
602	chr1:28708189-28708399_+	Gencode_lnc	NR_002909	SNHG3	SNHG3	
603	chr1:28708615-28708722_+	Gencode_lnc	NR_002909	SNHG3	SNHG3	NPC_GIST_
604	chr1:28709748-28709966_+	Gencode_lnc	uc001bqd.2	SNHG3	SNHG3	NPC_
605	chr1:28729038-28729243_+	intron	NM_001048194	RCC1		NPC_
606	chr1:28736926-28737389_+	coding	NM_001048194	RCC1	RCC1	GIST_
607	chr1:28737791-28738114_+	coding	NM_001048194	RCC1	RCC1	GIST_
608	chr1:28776541-28776859_+	coding	NM_017846	TRNAU1AP	TRNAU1AP	GIST_
613	chr1:28847720-28847900_+	ref_known_Gencode_nc	NR_004407	RNU11	RNU11	
615	chr1:28952202-28952327_+	all_mrna	AK130826			NPC_
618	chr1:29318455-29319114_+	coding	NM_004437	EPB41	EPB41	NPC_GIST_
622	chr1:29524930-29525882_+	coding	NM_133177	PTPRU	PTPRU	Bladder_GIST_
630	chr1:31400484-31400573_+	novel_intergenic				GIST_
631	chr1:31401050-31401238_+	novel_intergenic				
633	chr1:31571204-31571324_+	intron	NM_016505	ZCCHC17		
634	chr1:31610149-31610358_+	coding	NM_016505	ZCCHC17	ZCCHC17	HN_
635	chr1:31610701-31610858_+	downstream	AK307478			
637	chr1:31672077-31672234_+	coding	NM_178865	SERINC2	SERINC2	Bladder_
638	chr1:31677649-31677924_+	intron	NM_178865	SERINC2		HN_Bladder_
639	chr1:31678399-31678600_+	coding	NM_178865	SERINC2	SERINC2	
640	chr1:31679494-31680109_+	coding	NM_178865	SERINC2	SERINC2	Bladder_GIST_
641	chr1:31825233-31825490_+	coding	NM_022164	TINAGL1	TINAGL1	Bladder_
642	chr1:31825793-31825854_+	coding	NM_022164	TINAGL1	TINAGL1	Bladder_
646	chr1:31909018-31909258_+	intron	BC118655			
649	chr1:32280693-32282051_+	coding	NM_006559	KHDRBS1	KHDRBS1	NPC_GIST_
650	chr1:32290351-32290507_+	intron	uc001buc.1	KHDRBS1		
651	chr1:32290952-32291094_+	intron	uc001buc.1	KHDRBS1		
652	chr1:32298672-32299017_+	ref_known_Gencode_nc	uc001buc.1	KHDRBS1	KHDRBS1	GIST_
653	chr1:32304103-32304169_+	novel_intergenic				NPC_
654	chr1:32340688-32341030_+	coding	NM_018056	TMEM39B	TMEM39B	GIST_MLS_
657	chr1:32409428-32409619_+	coding	NM_012316	KPNA6	KPNA6	
658	chr1:32411003-32411347_+	coding	NM_012316	KPNA6	KPNA6	
660	chr1:32414581-32414645_+	coding	NM_012316	KPNA6	KPNA6	Bladder_
661	chr1:32414690-32414733_+	coding	NM_012316	KPNA6	KPNA6	NPC_
663	chr1:32434184-32434464_+	coding	NM_175852	TXLNA	TXLNA	
664	chr1:32436104-32436465_+	coding	NM_175852	TXLNA	TXLNA	HN_
665	chr1:32443335-32443569_+	coding	NM_024296	CCDC28B	CCDC28B	NPC_
667	chr1:32469681-32469769_+	coding	NM_003757	EIF3I	EIF3I	HN_NPC_GIST_
669	chr1:32486603-32487021_+	coding	NM_032648	FAM167B	FAM167B	
670	chr1:32523928-32524345_+	coding	NM_001042771	LCK	LCK	NPC_
671	chr1:32562047-32562253_+	intron	NM_004964	HDAC1		NPC_ESS_
672	chr1:32571539-32571827_+	coding	NM_004964	HDAC1	HDAC1	NPC_
677	chr1:32599110-32599553_+	all_mrna	AK055014			HN_EWS_
679	chr1:32785833-32785879_+	intron	NM_001040441	ZBTB8A		
680	chr1:32843915-32844126_+	coding	NM_001040441	ZBTB8A	ZBTB8A	
681	chr1:32915398-32915642_+	all_mrna	AF085904			
682	chr1:32924150-32924374_+	coding	NM_005610	RBBP4	RBBP4	Bladder_
683	chr1:32994626-32994753_+	intron	NM_020888	KIAA1522		NPC_GIST_
684	chr1:33006853-33007015_+	coding	NM_020888	KIAA1522	KIAA1522	
685	chr1:33008894-33009783_+	coding	NM_020888	KIAA1522	KIAA1522	
687	chr1:33011908-33013005_+	coding	NM_020888	KIAA1522	KIAA1522	Bladder_GIST_
688	chr1:33013027-33013148_+	coding	NM_020888	KIAA1522	KIAA1522	HN_Bladder_NPC_GIST_
691	chr1:33096807-33097051_+	coding	NM_022753	S100PBP	S100PBP	GIST_
692	chr1:33132547-33133040_+	coding	NM_002143	HPCA	HPCA	
698	chr1:33358343-33358694_+	coding	NM_052998	ADC	ADC	ESS_
699	chr1:33495293-33495519_+	intron	NM_152493	ZNF362		NPC_
700	chr1:33537166-33537427_+	coding	NM_152493	ZNF362	ZNF362	
701	chr1:33538062-33538885_+	coding	NM_152493	ZNF362	ZNF362	MLS_
705	chr1:34996287-34996682_+	coding	NM_005268	GJB5	GJB5	HN_Skin_
706	chr1:35000276-35000504_+	coding	NM_153212	GJB4	GJB4	Bladder_NPC_
707	chr1:35023950-35024534_+	coding	NM_001005752	GJB3	GJB3	HN_Skin_
708	chr1:35033669-35033839_+	coding	NM_002060	GJA4	GJA4	MLS_
710	chr1:35329711-35329826_+	intron	NM_024772	ZMYM1		NPC_
711	chr1:35356887-35356986_+	downstream	AK026804	ZMYM1		GIST_
717	chr1:35640157-35640281_+	intron	NM_005095	ZMYM4		NPC_
718	chr1:35655166-35655269_+	intron	NM_005095	ZMYM4		
719	chr1:35658151-35658342_+	coding	NM_005095	ZMYM4	ZMYM4	NPC_
721	chr1:35804392-35804808_+	coding	NM_001014839	NCDN	NCDN	NPC_
722	chr1:35804855-35804958_+	coding	NM_001014839	NCDN	NCDN	
723	chr1:35805203-35805436_+	downstream	NM_001014839	NCDN		
729	chr1:36093310-36093622_+	coding	NM_017629	EIF2C4	EIF2C4	
730	chr1:36095552-36096021_+	coding	CR598503			NPC_
731	chr1:36157797-36158069_+	coding	NM_012199	EIF2C1	EIF2C1	
732	chr1:36161023-36161217_+	coding	NM_012199	EIF2C1	EIF2C1	NPC_
733	chr1:36162198-36162463_+	coding	NM_012199	EIF2C1	EIF2C1	
734	chr1:36167597-36167796_+	Bartel	uc001bzm.1			
735	chr1:36168502-36168723_+	downstream	AK025726			
738	chr1:36310020-36310201_+	novel_intergenic				
739	chr1:36310484-36310664_+	novel_intergenic				
740	chr1:36326215-36326459_+	coding	NM_014466	TEKT2	TEKT2	NPC_
741	chr1:36328636-36328802_+	intron	NM_017825	ADPRHL2		
742	chr1:36331324-36332096_+	coding	NM_017825	ADPRHL2	ADPRHL2	
745	chr1:36418430-36419043_+	coding	NM_018067	MAP7D1	MAP7D1	LMS_
746	chr1:36525263-36525388_+	coding	NM_005119	THRAP3	THRAP3	MLS_
750	chr1:36559194-36559504_+	coding	NM_024676	C1orf113	C1orf113	
752	chr1:36561873-36562257_+	coding	uc001cah.1	C1orf113	C1orf113	
753	chr1:36562768-36563065_+	coding	uc001cah.1	C1orf113	C1orf113	
754	chr1:36566984-36567523_+	all_mrna	AY240960			
755	chr1:36568198-36568273_+	downstream	AY240960			
756	chr1:36575307-36575341_+	downstream				Breast_
763	chr1:37722205-37722310_+	coding	NM_025079	ZC3H12A	ZC3H12A	Skin_
764	chr1:37722337-37722477_+	coding	NM_025079	ZC3H12A	ZC3H12A	Skin_
765	chr1:37722504-37722558_+	coding	NM_025079	ZC3H12A	ZC3H12A	HN_
767	chr1:37800255-37800412_+	coding	NM_003462	DNALI1	DNALI1	
768	chr1:37803212-37803342_+	coding	NM_003462	DNALI1	DNALI1	
769	chr1:37804923-37805158_+	coding	NM_003462	DNALI1	DNALI1	
770	chr1:37947726-37947954_+	coding	NM_018101	CDCA8	CDCA8	NPC_GIST_
772	chr1:38039159-38039371_+	coding	NM_152496	MANEAL	MANEAL	
773	chr1:38047234-38047721_+	coding	NM_001142726	C1orf122	C1orf122	NPC_
778	chr1:38261810-38262053_+	coding	NM_016037	UTP11L	UTP11L	GIST_
779	chr1:38262956-38263109_+	coding	NM_016037	UTP11L	UTP11L	GIST_
780	chr1:38293669-38293858_+	novel_intergenic				EWS_
781	chr1:38357447-38357765_+	novel_intergenic				EWS_
786	chr1:39244107-39244306_+	coding	NM_024595	AKIRIN1	AKIRIN1	
787	chr1:39245810-39245949_+	downstream	NM_024595	AKIRIN1		
788	chr1:39272616-39272746_+	coding	NM_004552	NDUFS5	NDUFS5	GIST_
789	chr1:39272801-39272877_+	coding	NM_004552	NDUFS5	NDUFS5	HN_NPC_GIST_
791	chr1:39281062-39281282_+	Rinn				MLS_
792	chr1:39301555-39301742_+	novel_intergenic				MLS_
793	chr1:39494890-39495137_+	intron	NM_012090	MACF1		
794	chr1:39500513-39500557_+	intron	NM_012090	MACF1		
796	chr1:39631978-39632035_+	intron	NM_033044	MACF1		MLS_
797	chr1:39654485-39654618_+	coding	NM_015038	KIAA0754	KIAA0754	MLS_
798	chr1:39700556-39700698_+	intron	NM_033044	MACF1		
800	chr1:39723801-39724488_+	coding	NM_033044	MACF1	MACF1	HN_
801	chr1:39724651-39725372_+	coding	NM_033044	MACF1	MACF1	
802	chr1:39767883-39768097_+	coding	NM_181809	BMP8A	BMP8A	
804	chr1:39991684-39991954_+	coding	NM_203457	PPIE	PPIE	
805	chr1:39994710-39995032_+	coding	CR610205			
806	chr1:40207793-40208194_+	coding	NM_032793	MFSD2A	MFSD2A	Bladder_GIST_
807	chr1:40310726-40310784_+	coding	NM_006367	CAP1	CAP1	Bladder_
808	chr1:40310816-40311641_+	coding	NM_006367	CAP1	CAP1	
809	chr1:40371550-40371822_+	ref_known_Gencode_nc				
810	chr1:40431193-40431373_+	intron	NM_012421	RLF		
811	chr1:40458984-40459108_+	all_mrna	AK130349			
814	chr1:40532025-40532429_+	coding	NM_005857	ZMPSTE24	ZMPSTE24	
816	chr1:40655220-40655332_+	coding	NM_022733	SMAP2	SMAP2	
817	chr1:40660193-40660356_+	coding	NM_022733	SMAP2	SMAP2	
818	chr1:40660739-40661128_+	coding	NM_022733	SMAP2	SMAP2	
819	chr1:40661162-40661565_+	coding	NM_022733	SMAP2	SMAP2	
820	chr1:40734314-40734554_+	coding	NM_198494	ZNF642	ZNF642	
821	chr1:40754038-40754279_+	coding	NM_022774	DEM1	DEM1	GIST_
822	chr1:40786221-40786403_+	coding	NM_152373	ZNF684	ZNF684	
823	chr1:41009121-41009325_+	coding	NM_014223	NFYC	NFYC	
824	chr1:41009789-41009842_+	coding	NM_014223	NFYC	NFYC	GIST_
825	chr1:41078373-41078687_+	coding	AK074957	KCNQ4	KCNQ4	GIST_
827	chr1:41238017-41238188_+	intron	NM_001905	CTPS		
828	chr1:41247710-41247826_+	coding	NM_001905	CTPS	CTPS	
829	chr1:41249916-41250286_+	coding	NM_001905	CTPS	CTPS	HN_
830	chr1:41250557-41250801_+	coding	NM_001905	CTPS	CTPS	
832	chr1:41621169-41621846_+	novel_intergenic				HN_
833	chr1:42576185-42576412_+	novel_intergenic				MLS_
835	chr1:42698506-42698650_+	coding	NM_024664	PPCS	PPCS	HN_Bladder_GIST_
836	chr1:42914919-42914992_+	coding	NM_006347	PPIH	PPIH	NPC_GIST_
838	chr1:43013470-43013973_+	coding	NM_024097	C1orf50	C1orf50	
840	chr1:43083121-43083229_+	coding	NM_018538	ERMAP	ERMAP	
841	chr1:43090307-43090710_+	coding	NM_015911	ZNF691	ZNF691	
843	chr1:43394407-43394630_+	coding	NM_001101376	FAM183A	FAM183A	
845	chr1:43492344-43492587_+	coding				NPC_
846	chr1:43511346-43512236_+	coding	NM_144626	TMEM125	TMEM125	Prostate_GIST_
848	chr1:43560908-43561360_+	coding	NM_005424	TIE1	TIE1	MLS_
849	chr1:43601202-43601396_+	coding	NM_001255	CDC20	CDC20	GIST_
852	chr1:43688595-43689542_+	coding	NM_015284	KIAA0467	KIAA0467	
854	chr1:43692235-43692491_+	coding	CU675268			MLS_
855	chr1:43743966-43744125_+	novel_intergenic				
856	chr1:43790136-43790350_+	intron	NM_130440	PTPRF		
857	chr1:43860191-43860677_+	coding	NM_130440	PTPRF	PTPRF	GIST_
858	chr1:43860710-43861097_+	coding	NM_130440	PTPRF	PTPRF	Bladder_GIST_
859	chr1:43861156-43861906_+	coding	NM_130440	PTPRF	PTPRF	HN_Bladder_NPC_GIST_
860	chr1:43942497-43942920_+	coding	NM_014663	KDM4A	KDM4A	Bladder_
861	chr1:43943474-43943770_+	coding	NM_014663	KDM4A	KDM4A	GIST_MLS_
862	chr1:44076140-44076249_+	intron	NM_174971	ST3GAL3		
863	chr1:44100767-44100876_+	intron	NM_174971	ST3GAL3		
864	chr1:44168865-44169399_+	coding	NM_174971	ST3GAL3	ST3GAL3	
865	chr1:44175015-44175477_+	coding	NM_003976	ARTN	ARTN	EWS_
867	chr1:44205564-44205731_+	coding	NM_014652	IPO13	IPO13	
868	chr1:44205809-44206256_+	coding	NM_014652	IPO13	IPO13	
869	chr1:44210781-44211066_+	coding	NM_001039589	DPH2	DPH2	
870	chr1:44211416-44211605_+	coding	NM_001039589	DPH2	DPH2	GIST_
871	chr1:44215272-44215451_+	coding	NM_004047	ATP6V0B	ATP6V0B	
872	chr1:44216169-44216535_+	coding	NM_004047	ATP6V0B	ATP6V0B	MLS_
873	chr1:44223773-44224122_+	coding	NM_003780	B4GALT2	B4GALT2	
874	chr1:44224144-44224390_+	ref_known_Gencode_nc	NM_003780	B4GALT2		HN_
875	chr1:44226361-44226489_+	intron	NM_003780	B4GALT2		GIST_
876	chr1:44228625-44229012_+	coding	NM_003780	B4GALT2	B4GALT2	
877	chr1:44229044-44229606_+	coding	NM_003780	B4GALT2	B4GALT2	GIST_
878	chr1:44234229-44235046_+	coding	NM_152499	CCDC24	CCDC24	Breast_
879	chr1:44328407-44328492_+	intron	uc001clo.1			LMS_
880	chr1:44458258-44458546_+	coding	NM_019100	DMAP1	DMAP1	GIST_
881	chr1:44458656-44458912_+	coding	NM_019100	DMAP1	DMAP1	NPC_
884	chr1:44874377-44874734_+	coding	NM_018150	RNF220	RNF220	GIST_
885	chr1:44889199-44889960_+	coding	NM_018150	RNF220	RNF220	NPC_
886	chr1:44959964-44960090_+	intron	NM_001145636	C1orf228		
887	chr1:44963548-44963837_+	coding	NM_001145636	C1orf228	C1orf228	GIST_
889	chr1:45005622-45006004_+	coding	NM_006845	KIF2C	KIF2C	GIST_
890	chr1:45014109-45014234_+	ref_known_Gencode_nc	NR_000015	SNORD55	SNORD55	
892	chr1:45015951-45016210_+	coding	NM_001012	RPS8	RPS8	Bladder_
893	chr1:45016562-45016841_+	coding	NM_001012	RPS8	RPS8	
894	chr1:45016960-45017371_+	coding	NM_001012	RPS8	RPS8	GIST_MLS_
895	chr1:45043739-45044243_+	coding	NM_004073	PLK3	PLK3	
896	chr1:45053676-45053820_+	ref_known_Gencode_nc	AF086150			
897	chr1:45055562-45055657_+	Rinn	AF086150			
898	chr1:45057592-45057836_+	downstream	AF086150			
902	chr1:45253528-45253810_+	coding	NM_000374	UROD	UROD	
905	chr1:45581944-45582262_+	coding	NM_025077	TOE1	TOE1	Bladder_
907	chr1:45749145-45749419_+	coding	NM_015506	MMACHC	MMACHC	
909	chr1:45751205-45751317_+	ref_known_Gencode_nc	AK098537	MMACHC	MMACHC	
910	chr1:45806738-45806927_+	coding	NM_153326	AKR1A1	AKR1A1	
912	chr1:45807384-45807515_+	coding	NM_153326	AKR1A1	AKR1A1	GIST_
913	chr1:45808018-45808286_+	coding	NM_153326	AKR1A1	AKR1A1	GIST_
914	chr1:45855721-45855831_+	coding	NM_002482	NASP	NASP	
915	chr1:45856264-45856403_+	coding	NM_002482	NASP	NASP	GIST_MLS_
916	chr1:45856873-45857079_+	coding	NM_002482	NASP	NASP	MLS_
918	chr1:45932228-45932270_+	coding	NM_016486	TMEM69	TMEM69	GIST_
919	chr1:46272795-46273058_+	coding	NM_015112	MAST2	MAST2	
920	chr1:46273552-46274432_+	coding	NM_015112	MAST2	MAST2	HN_MLS_
922	chr1:46420346-46420546_+	intron	NM_005727	TSPAN1		NPC_
923	chr1:46423218-46423455_+	coding	NM_005727	TSPAN1	TSPAN1	Prostate_
924	chr1:46423738-46424197_+	coding	NM_005727	TSPAN1	TSPAN1	Prostate_
926	chr1:46434462-46434726_+	downstream	CU674727			Prostate_
927	chr1:46458244-46458479_+	coding	NM_001013615	C1orf190	C1orf190	
928	chr1:46516420-46517083_+	coding	NM_003579	RAD54L	RAD54L	GIST_
929	chr1:46543440-46543468_+	intron	NM_006004	UQCRH		NPC_
930	chr1:46600186-46600428_+	coding	NM_199044	NSUN4	NSUN4	Bladder_
931	chr1:46603063-46603331_+	coding	NM_199044	NSUN4	NSUN4	
932	chr1:46604610-46604829_+	downstream	AL713746			NPC_
933	chr1:46651708-46652081_+	coding	NM_001441	FAAH	FAAH	Prostate_
934	chr1:46653694-46653989_+	downstream	AL050372	FAAH		NPC_Prostate_
935	chr1:46656275-46656538_+	downstream	AL050372	FAAH		
936	chr1:46683725-46683936_+	Gencode_lnc				
938	chr1:46750849-46751062_+	coding	NM_147192	DMBX1	DMBX1	LMS_
943	chr1:47056961-47057266_+	coding	NM_001099772	CYP4B1	CYP4B1	Bladder_
944	chr1:47057299-47057590_+	coding	NM_001099772	CYP4B1	CYP4B1	Bladder_
946	chr1:47288640-47288988_+	coding	NM_178033	CYP4X1	CYP4X1	NPC_
948	chr1:47418315-47418571_+	Rinn				
950	chr1:47615939-47616112_+	coding	NM_016308	CMPK1	CMPK1	
951	chr1:47616715-47617075_+	coding	NM_016308	CMPK1	CMPK1	GIST_
952	chr1:47678659-47678975_+	coding	NM_004474	FOXD2	FOXD2	
954	chr1:50663342-50663545_+	promoter				EWS_
955	chr1:50663678-50663834_+	promoter				EWS_
958	chr1:51212295-51212874_+	coding	NM_001262	CDKN2C	CDKN2C	LMS_
959	chr1:51484993-51485101_+	intron	NM_014372	RNF11		NPC_
960	chr1:51511249-51511280_+	coding	NM_014372	RNF11	RNF11	HN_Bladder_
961	chr1:51511316-51511386_+	coding	NM_014372	RNF11	RNF11	
962	chr1:51511409-51511517_+	coding	NM_014372	RNF11	RNF11	
963	chr1:51511541-51511777_+	coding	NM_014372	RNF11	RNF11	
966	chr1:51802158-51802225_+	novel_intergenic				NPC_
967	chr1:51859633-51859667_+	intron	NM_148908	OSBPL9		MLS_
969	chr1:51987874-51987984_+	intron	NM_148908	OSBPL9		
970	chr1:52026540-52026705_+	coding	NM_148908	OSBPL9	OSBPL9	GIST_
975	chr1:52326560-52326664_+	coding	NM_001136497	BTF3L4	BTF3L4	
977	chr1:52327966-52328151_+	coding	BC021004	BTF3L4		
978	chr1:52334730-52334880_+	novel_intergenic				
980	chr1:52518219-52518368_+	intron	NM_004799	ZFYVE9		
981	chr1:52574978-52575045_+	intron	NM_004799	ZFYVE9		
983	chr1:52603653-52603838_+	intron				
986	chr1:52658861-52659074_+	downstream	NM_032864	PRPF38A		GIST_
987	chr1:52846970-52847287_+	coding	NM_015696	GPX7	GPX7	GIST_MLS_
988	chr1:52865970-52866156_+	novel_intergenic				
989	chr1:52895073-52895297_+	coding	NM_001042693	FAM159A	FAM159A	
990	chr1:53063775-53063900_+	coding	NM_024646	ZYG11B	ZYG11B	
991	chr1:53065253-53065576_+	coding	NM_024646	ZYG11B	ZYG11B	
994	chr1:53238345-53238385_+	intron	NM_002979	SCP2		
995	chr1:53289307-53289876_+	coding	NM_002979	SCP2	SCP2	Bladder_GIST_
996	chr1:53306006-53306048_+	intron	NM_153703	PODN		MLS_
997	chr1:53322724-53323778_+	coding	NM_153703	PODN	PODN	MLS_
999	chr1:53326620-53326957_+	intron	CU680223			MLS_
1000	chr1:53356655-53356825_+	Gencode_lnc	uc001cva.1			
1001	chr1:53452200-53452472_+	coding	NM_000098	CPT2	CPT2	NPC_
1003	chr1:54206036-54206405_+	coding	NM_052940	LRRC42	LRRC42	HN_GIST_
1008	chr1:54456352-54456627_+	coding	NM_016491	MRPL37	MRPL37	HN_GIST_
1009	chr1:54463474-54464185_+	coding	uc001cxb.1	MRPL37	MRPL37	
1011	chr1:54763117-54763284_+	ref_known_Gencode_nc				
1013	chr1:54848093-54848570_+	coding	NM_147161	ACOT11	ACOT11	HN_Bladder_
1014	chr1:54877610-54877662_+	downstream	AB014607	ACOT11		
1015	chr1:54948186-54948501_+	coding	NM_001039464	C1orf175	C1orf175	
1016	chr1:54951004-54951164_+	all_mrna	AK124655			
1017	chr1:54980397-54980587_+	coding	NM_004623	TTC4	TTC4	HN_NPC_
1018	chr1:54980646-54980912_+	coding	AK025524	TTC4	TTC4	
1019	chr1:55017958-55018049_+	downstream				Bladder_
1021	chr1:55302831-55303092_+	coding	NM_174936	PCSK9	PCSK9	GIST_
1025	chr1:56951902-56952096_+	coding	NM_006252	PRKAA2	PRKAA2	NPC_
1034	chr1:59054044-59054313_+	intron	uc001czf.1			GIST_
1035	chr1:59738784-59738914_+	intron	NM_018291	FGGY		
1036	chr1:60000779-60000966_+	coding	NM_018291	FGGY	FGGY	GIST_
1038	chr1:60111050-60111221_+	coding	NM_015888	HOOK1	HOOK1	EWS_
1040	chr1:60114307-60114612_+	coding	NM_015888	HOOK1	HOOK1	EWS_
1044	chr1:61369732-61369934_+	all_mrna	AB007954			MLS_
1046	chr1:61377944-61378126_+	intron	NM_001134673	NFIA		GIST_MLS_
1047	chr1:61422169-61422367_+	intron	NM_001134673	NFIA		NPC_MLS_
1048	chr1:61439621-61439761_+	intron	NM_001134673	NFIA		MLS_
1049	chr1:61521399-61521539_+	intron	NM_001134673	NFIA		MLS_
1050	chr1:61660713-61660907_+	intron	NM_001134673	NFIA		MLS_
1051	chr1:61694367-61694616_+	coding	NM_001134673	NFIA	NFIA	MLS_
1052	chr1:61694941-61695044_+	coding	NM_001134673	NFIA	NFIA	MLS_
1053	chr1:61695899-61696442_+	coding	NM_001134673	NFIA	NFIA	MLS_
1054	chr1:61700322-61700690_+	coding	NM_001134673	NFIA	NFIA	
1055	chr1:61700742-61701029_+	coding	NM_001134673	NFIA	NFIA	MLS_
1056	chr1:61893606-61893761_+	all_mrna	BC034822			
1059	chr1:62028227-62028314_+	intron	NM_176877	INADL		HN_
1060	chr1:62033244-62033345_+	intron	NM_176877	INADL		HN_
1061	chr1:62080829-62081025_+	intron	NM_176877	INADL		NPC_
1063	chr1:62277539-62277621_+	intron	NM_176877	INADL		NPC_
1064	chr1:62310772-62310876_+	intron	NM_176877	INADL		
1065	chr1:62344090-62344234_+	intron	NM_176877	INADL		NPC_
1066	chr1:62355358-62355743_+	coding	NM_176877	INADL	INADL	HN_
1067	chr1:62388691-62388790_+	intron	NM_176877	INADL		
1068	chr1:62393774-62393936_+	all_mrna	AK054971			NPC_
1069	chr1:62401481-62401757_+	coding	NM_176877	INADL	INADL	Bladder_
1070	chr1:62402037-62402261_+	coding	NM_176877	INADL	INADL	
1071	chr1:62689707-62690037_+	coding	NM_003368	USP1	USP1	HN_GIST_
1072	chr1:62825361-62825543_+	intron				
1073	chr1:63073252-63073429_+	intron	NM_032852	ATG4C		NPC_
1074	chr1:63102444-63102629_+	coding	NM_032852	ATG4C	ATG4C	NPC_
1075	chr1:63103219-63103509_+	coding	AK027773	ATG4C	ATG4C	
1076	chr1:63675239-63675460_+	coding	NM_013339	ALG6	ALG6	HN_NPC_GIST_
1077	chr1:63810784-63810928_+	coding	NM_032437	EFCAB7	EFCAB7	
1080	chr1:63855840-63855878_+	intron	NM_002633	PGM1		
1081	chr1:63897840-63898480_+	coding	NM_002633	PGM1	PGM1	NPC_
1082	chr1:64150131-64150264_+	all_mrna	AF086217			
1084	chr1:64381385-64381507_+	coding	NM_001083592	ROR1	ROR1	
1086	chr1:64419563-64419756_+	all_mrna	uc001dbm.2			
1087	chr1:64716986-64717231_+	intron	NM_020925	CACHD1		
1088	chr1:64721733-64721835_+	intron	NM_020925	CACHD1		
1089	chr1:64734956-64735119_+	intron	NM_020925	CACHD1		
1091	chr1:64891465-64891507_+	intron	NM_020925	CACHD1		MLS_
1092	chr1:64904977-64905068_+	intron	NM_020925	CACHD1		ESS_
1093	chr1:64931130-64931302_+	coding	NM_020925	CACHD1	CACHD1	
1094	chr1:65071160-65072091_+	coding	NM_018211	RAVER2	RAVER2	EWS_
1096	chr1:65470255-65470411_+	coding	AK026966	AK3L1	AK3L1	HN_
1097	chr1:65670314-65670637_+	coding	NM_017526	LEPROT	LEPROT	HN_
1098	chr1:65671079-65671403_+	coding	NM_017526	LEPROT	LEPROT	
1099	chr1:65671628-65672073_+	coding	NM_017526	LEPROT	LEPROT	HN_
1100	chr1:65673929-65674298_+	coding	NM_017526	LEPROT	LEPROT	GIST_
1101	chr1:65809940-65809976_+	intron	NM_002303	LEPR		MLS_
1102	chr1:65873458-65873675_+	coding	NM_001003679	LEPR	LEPR	MLS_
1103	chr1:66580536-66580690_+	intron	NM_002600	PDE4B		NPC_
1104	chr1:66601800-66601893_+	coding	NM_002600	PDE4B	PDE4B	
