^SAMPLE = GSM281777
!Sample_title = 293-tet-On-EWS/NOR1 without doxycycline
!Sample_geo_accession = GSM281777
!Sample_status = Public on Dec 10 2008
!Sample_submission_date = Apr 16 2008
!Sample_last_update_date = Aug 28 2018
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = 293-tet-On-EWS/NOR1 cells, doxycycline untreated
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 293-tet-On-EWS/NOR1 cells were cultured without doxycycline for 24 hours.
!Sample_treatment_protocol_ch1 = without doxycycline
!Sample_growth_protocol_ch1 = DMEM supplemented with 10% FCS
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = Qiagen RNeasy mini column 
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = in vitro transcription, Affymetrix protocol
!Sample_hyb_protocol = Labeled cRNA was hybridized with the array in the hybridization buffer for 16 hours.
!Sample_scan_protocol = GCOS (GeneChip operating software)
!Sample_description = To identify genes affected by EWS/NOR1 overexpression, we compared expression profiles between EWS/NOR1-induced 293-tet-On cells and its control cells.
!Sample_data_processing = GCOS (GeneChip operating software)
!Sample_platform_id = GPL570
!Sample_contact_name = Naganari,,Ohkura
!Sample_contact_email = nohkura@ncc.go.jp
!Sample_contact_phone = +81-3-3542-2511
!Sample_contact_fax = +81-3-3542-8170
!Sample_contact_department = Tumor Endocrinology Project
!Sample_contact_institute = National Cancer Center Research Institute
!Sample_contact_address = 5-1-1, Tsukiji, Chuo-ku
!Sample_contact_city = Tokyo
!Sample_contact_zip/postal_code = 104-0045
!Sample_contact_country = Japan
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM281nnn/GSM281777/suppl/GSM281777.CEL.gz
!Sample_relation = Reanalyzed by: GSE119087
!Sample_series_id = GSE11185
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = EWS/NOR1 without doxycycline
#ABS_CALL = 
#DETECTION P-VALUE = 
!sample_table_begin
ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
201047_x_at	714.9	P	0.000244
201048_x_at	77.8	P	0.030273
201049_s_at	12241.7	P	0.000244
201050_at	576.7	P	0.000244
201051_at	2146.3	P	0.000244
201052_s_at	974.8	P	0.000244
201053_s_at	973.1	P	0.000732
201054_at	3087.8	P	0.000244
201055_s_at	480	P	0.000244
201056_at	131.8	P	0.001221
201057_s_at	351.9	P	0.000244
201058_s_at	1.7	A	0.850342
201059_at	619.3	P	0.000732
201060_x_at	570	P	0.000244
201061_s_at	501.4	P	0.000244
201062_at	6.7	A	0.601074
201063_at	1290.4	P	0.000244
201064_s_at	2180	P	0.000244
201065_s_at	1654.7	P	0.000732
201066_at	1880.3	P	0.00293
201067_at	360.2	P	0.000732
201068_s_at	4048.2	P	0.000244
201069_at	27.3	P	0.008057
201070_x_at	655.5	P	0.000244
201071_x_at	4024.8	P	0.000244
201072_s_at	309.2	P	0.000244
201073_s_at	308	P	0.000244
201074_at	1255.3	P	0.000244
201075_s_at	531.3	P	0.000244
201076_at	891.6	P	0.000244
201077_s_at	4859.2	P	0.000244
201078_at	1993.3	P	0.000244
201079_at	743.5	P	0.000244
201080_at	187.4	P	0.000732
201081_s_at	75	P	0.000244
201082_s_at	265.4	P	0.000244
201083_s_at	953.3	P	0.000244
201084_s_at	4968.6	P	0.000244
201085_s_at	1091.3	P	0.000244
201086_x_at	2639.5	P	0.000244
201087_at	95.7	P	0.00415
201088_at	6062.8	P	0.000244
201089_at	895.2	P	0.000244
201090_x_at	8874.2	P	0.010742
201091_s_at	2942.7	P	0.000244
201092_at	7947.2	P	0.000244
201093_x_at	2207.8	P	0.000244
201094_at	12783	P	0.000244
201095_at	295.1	P	0.001953
201096_s_at	1217.7	P	0.000244
201097_s_at	2128.4	P	0.000244
201098_at	1309.6	P	0.000244
201099_at	2434.3	P	0.000244
201100_s_at	3814.7	P	0.000244
201101_s_at	1484.6	P	0.000244
201102_s_at	313.4	P	0.000244
201103_x_at	1611	P	0.000244
201104_x_at	518.3	P	0.000244
201105_at	102.6	P	0.00293
201106_at	2121	P	0.001953
201107_s_at	16.9	A	0.533936
201108_s_at	17.7	A	0.19458
201109_s_at	12.8	A	0.5
201110_s_at	19.3	P	0.005859
201111_at	2062.1	P	0.000244
201112_s_at	4727.3	P	0.000244
201113_at	2839.7	P	0.000244
201114_x_at	2210.6	P	0.000244
201115_at	954.5	P	0.000244
201116_s_at	1349	P	0.001953
201117_s_at	1805.6	P	0.000244
201118_at	1644.1	P	0.000244
201119_s_at	3066.7	P	0.000244
201120_s_at	1867.6	P	0.000244
201121_s_at	3628.6	P	0.000244
201122_x_at	656.3	P	0.00293
201123_s_at	1778	P	0.000244
201124_at	38.5	P	0.00293
201125_s_at	207.4	P	0.000732
201126_s_at	140.3	P	0.000244
201127_s_at	703.7	P	0.000244
201128_s_at	4827.8	P	0.000244
201129_at	1330.7	P	0.000244
201130_s_at	2.1	A	0.72583
201131_s_at	52.1	P	0.000732
201132_at	1811.1	P	0.000244
201133_s_at	549.7	P	0.000244
201134_x_at	7048.6	P	0.000244
201135_at	2632.4	P	0.000244
201136_at	1327.9	P	0.000244
201137_s_at	132.3	P	0.00415
201138_s_at	2372.7	P	0.000244
201139_s_at	1979.1	P	0.000244
201140_s_at	330.5	P	0.000244
201141_at	81.6	P	0.01416
201142_at	1110.7	P	0.000244
201143_s_at	877.9	P	0.000244
201144_s_at	2986.3	P	0.000244
201145_at	1329	P	0.000244
201146_at	1200.9	P	0.000244
201147_s_at	147.9	P	0.000732
201148_s_at	160.2	P	0.005859
201149_s_at	150.8	P	0.000244
201150_s_at	316.4	P	0.000732
201151_s_at	416.4	P	0.000244
201152_s_at	799.4	P	0.000244
201153_s_at	1013.6	P	0.000244
201154_x_at	11352	P	0.000244
201155_s_at	586.3	P	0.000732
201156_s_at	489.6	P	0.000244
201157_s_at	1201.9	P	0.000244
201158_at	289.8	P	0.000244
201159_s_at	101	P	0.010742
201160_s_at	6315	P	0.000244
201161_s_at	2011.8	P	0.000244
201162_at	80.7	A	0.129639
201163_s_at	231.2	P	0.000244
201164_s_at	1230.8	P	0.000244
201165_s_at	1088.1	P	0.00415
201166_s_at	2425.4	P	0.000244
201167_x_at	91.8	P	0.000732
201168_x_at	554.5	P	0.001953
201169_s_at	84.4	P	0.00293
201170_s_at	367	P	0.000244
201171_at	165.5	P	0.001221
201172_x_at	1328.3	P	0.000244
201173_x_at	2018.2	P	0.000244
201174_s_at	663.3	P	0.000244
201175_at	1385.7	P	0.000244
201176_s_at	994.9	P	0.000244
201177_s_at	6554	P	0.000244
201178_at	1689.9	P	0.000244
201179_s_at	643.3	P	0.000732
201180_s_at	2226.8	P	0.000244
201181_at	443.1	P	0.000244
201182_s_at	232	P	0.000244
201183_s_at	903.6	P	0.000244
201184_s_at	638.3	P	0.010742
201185_at	115.6	P	0.000732
201186_at	514.5	P	0.000732
201187_s_at	27.2	A	0.149658
201188_s_at	212.5	P	0.018555
201189_s_at	307.6	P	0.000244
201190_s_at	543.9	P	0.000244
201191_at	367.3	P	0.01416
201192_s_at	274.2	P	0.000244
201193_at	1392.1	P	0.000732
201194_at	272.1	P	0.000244
201195_s_at	211.3	P	0.000732
201196_s_at	1236.7	P	0.000244
201197_at	2306.2	P	0.000244
201198_s_at	1702.8	P	0.000244
201199_s_at	1462.9	P	0.000244
201200_at	1684.8	P	0.000244
201201_at	2976.5	P	0.000732
201202_at	5000.1	P	0.000244
201203_s_at	30.3	A	0.080566
201204_s_at	196.3	P	0.000244
201205_at	30.5	P	0.010742
201206_s_at	124.7	P	0.000244
201207_at	338.5	P	0.000244
201208_s_at	100.9	P	0.010742
201209_at	2104	P	0.000244
201210_at	5747.1	P	0.000244
201211_s_at	839.7	P	0.000244
201212_at	406.8	P	0.00415
201213_at	122.6	P	0.000244
201214_s_at	868.4	P	0.000244
201215_at	6986.5	P	0.000244
201216_at	864.3	P	0.000732
201217_x_at	12915.5	P	0.000244
201218_at	1751.7	P	0.000244
201219_at	257.6	P	0.000732
201220_x_at	1420.1	P	0.000244
201221_s_at	870	P	0.000732
201222_s_at	822.7	P	0.000244
201223_s_at	1896.8	P	0.000244
201224_s_at	540.7	P	0.001953
201225_s_at	1952.7	P	0.000244
201226_at	3471.1	P	0.000244
201227_s_at	4078.5	P	0.000244
201228_s_at	128.2	P	0.001953
201229_s_at	384.6	P	0.000732
201230_s_at	304	P	0.000244
201231_s_at	10051.6	P	0.000244
201232_s_at	877.4	P	0.000244
201233_at	345.3	P	0.001221
201234_at	284.3	P	0.000244
201235_s_at	35.1	P	0.046143
201236_s_at	176.7	P	0.00415
201237_at	1327.1	P	0.000244
201238_s_at	2429.5	P	0.000244
201239_s_at	1615.4	P	0.000244
201240_s_at	2530.8	P	0.000244
201241_at	2903.2	P	0.000244
201242_s_at	774.1	P	0.000244
201243_s_at	785.2	P	0.000244
201244_s_at	866.4	P	0.000244
201245_s_at	668.5	P	0.000244
201246_s_at	197.1	P	0.00293
201247_at	250.9	P	0.001953
201248_s_at	131.4	P	0.00293
201249_at	17.6	A	0.149658
201250_s_at	235.6	P	0.000244
201251_at	3117.3	P	0.000244
201252_at	3441.6	P	0.000244
201253_s_at	2852.8	P	0.000732
201254_x_at	14155.5	P	0.000732
201255_x_at	883.4	P	0.000244
201256_at	1156.9	P	0.000244
201257_x_at	13964.7	P	0.000244
201258_at	13164.1	P	0.000244
201259_s_at	1094.2	P	0.000244
201260_s_at	1203.3	P	0.000244
201261_x_at	7.1	A	0.5
201262_s_at	1.5	A	0.828613
201263_at	4208.8	P	0.000732
201264_at	1328.3	P	0.000732
201265_at	13.9	A	0.633789
201266_at	2101.3	P	0.000244
201267_s_at	1562.4	P	0.000244
201268_at	4749	P	0.000244
201269_s_at	10.5	P	0.046143
201270_x_at	437.6	P	0.000244
201271_s_at	261.6	P	0.000244
201272_at	2201.5	P	0.000244
201273_s_at	7698	P	0.000244
201274_at	2007	P	0.000244
201275_at	3216.8	P	0.000244
201276_at	320	P	0.000244
201277_s_at	5952.1	P	0.000244
201278_at	69	P	0.000244
201279_s_at	112.4	A	0.067627
201280_s_at	55.3	P	0.001953
201281_at	757.4	P	0.000244
201282_at	106.9	P	0.010742
201283_s_at	8.7	A	0.35791
201284_s_at	349.3	P	0.000244
201285_at	1018	P	0.000244
201286_at	71.3	P	0.001953
201287_s_at	219.5	P	0.01416
201288_at	5	A	0.567627
201289_at	476.4	P	0.000244
201290_at	4965.5	P	0.000244
201291_s_at	2722.6	P	0.000244
201292_at	2469.1	P	0.000244
201293_x_at	11798.4	P	0.000244
201294_s_at	31	P	0.030273
201295_s_at	7.5	P	0.037598
201296_s_at	858.2	P	0.000244
201297_s_at	326	P	0.000244
201298_s_at	666.5	P	0.000244
201299_s_at	293.1	P	0.000244
201300_s_at	1763.3	P	0.000244
201301_s_at	342.2	P	0.000244
201302_at	211.8	P	0.000244
201303_at	2461	P	0.000244
201304_at	2198.6	P	0.000244
201305_x_at	3456.6	P	0.000244
201306_s_at	4897	P	0.000244
201307_at	610.8	P	0.000244
201308_s_at	202.2	P	0.000732
201309_x_at	177.9	P	0.000732
201310_s_at	485.2	P	0.000732
201311_s_at	221.7	P	0.000732
201312_s_at	654.7	P	0.000244
201313_at	178.1	P	0.00415
201314_at	217	P	0.000244
201315_x_at	78.1	P	0.005859
201316_at	683.3	P	0.000244
201317_s_at	3467.7	P	0.000244
201318_s_at	4253	P	0.000244
201319_at	1545.9	P	0.001221
201320_at	184.6	P	0.00415
201321_s_at	443.3	P	0.000244
201322_at	7337.7	P	0.000244
201323_at	937.7	P	0.000244
201324_at	26.4	P	0.00293
201325_s_at	5.9	A	0.432373
201326_at	2673.9	P	0.000244
201327_s_at	4628.5	P	0.000244
201328_at	167.1	P	0.000732
201329_s_at	148	P	0.018555
201330_at	3063.8	P	0.018555
201331_s_at	72	P	0.00415
201332_s_at	9	A	0.5
201333_s_at	74.1	P	0.030273
201334_s_at	659.4	P	0.000244
201335_s_at	35.1	P	0.010742
201336_at	1678.2	P	0.000244
201337_s_at	706.5	P	0.000244
201338_x_at	1358.5	P	0.000244
201339_s_at	1105.6	P	0.000244
201340_s_at	153.5	P	0.001953
201341_at	304.3	P	0.018555
201342_at	1819.7	P	0.000244
201343_at	1218.9	P	0.000244
201344_at	137.9	P	0.000244
201345_s_at	1161.1	P	0.000244
201346_at	664.7	P	0.000244
201347_x_at	609.5	P	0.000244
201348_at	111.3	P	0.00415
201349_at	185.1	P	0.008057
201350_at	365.8	P	0.000732
201351_s_at	2686.3	P	0.000244
201352_at	2823	P	0.000244
201353_s_at	137.8	P	0.001221
201354_s_at	94.8	M	0.056152
201355_s_at	29.9	A	0.27417
201356_at	1233.9	P	0.000244
201357_s_at	223.8	P	0.000244
201358_s_at	3145.6	P	0.000244
201359_at	1683.9	P	0.000244
201360_at	749.2	P	0.000244
201361_at	190.4	P	0.00415
201362_at	183.9	P	0.000244
201363_s_at	175	P	0.000244
201364_s_at	488	P	0.000732
201365_at	264.8	M	0.056152
201366_at	1440.2	P	0.000244
201367_s_at	44.4	P	0.010742
201368_at	709.4	P	0.000244
201369_s_at	52.2	P	0.008057
201370_s_at	303.3	P	0.000244
201371_s_at	2174.1	P	0.000244
201372_s_at	15.9	P	0.005859
201373_at	2.1	A	0.80542
201374_x_at	5.7	A	0.72583
201375_s_at	1421.1	P	0.000244
201376_s_at	1817.6	P	0.00293
201377_at	920.3	P	0.000244
201378_s_at	831.8	P	0.010742
201379_s_at	298.9	P	0.000244
201380_at	264.8	P	0.000244
201381_x_at	2214.4	P	0.000244
201382_at	45.1	P	0.000244
201383_s_at	259.3	P	0.00415
201384_s_at	610.6	P	0.000244
201385_at	5879.6	P	0.000732
201386_s_at	2598.4	P	0.000244
201387_s_at	4610.7	P	0.000244
201388_at	1076.5	P	0.000732
201389_at	104.1	P	0.001221
201390_s_at	2185.5	P	0.000244
201391_at	1828.6	P	0.000244
201392_s_at	179.1	P	0.000732
201393_s_at	525.1	P	0.000244
201394_s_at	236.2	P	0.000244
201395_at	759.4	P	0.000244
201396_s_at	252.3	P	0.00415
201397_at	1018.6	P	0.000244
201398_s_at	2021	P	0.000244
201399_s_at	1108.1	P	0.01416
201400_at	3862.9	P	0.000244
201401_s_at	55.5	P	0.008057
201402_at	7.3	A	0.601074
201403_s_at	1074.9	P	0.000244
201404_x_at	479	P	0.000244
201405_s_at	2269.9	P	0.000244
201406_at	14419.8	P	0.000244
201407_s_at	990.3	P	0.000244
201408_at	274.4	P	0.000244
201409_s_at	551.6	P	0.000244
201410_at	652.4	P	0.000244
201411_s_at	404.8	P	0.000244
201412_at	263.7	P	0.00293
201413_at	1292	P	0.000244
201414_s_at	453.4	P	0.000244
201415_at	364.8	P	0.000244
201416_at	1166.8	P	0.001221
201417_at	1943.5	P	0.000244
201418_s_at	201.9	P	0.018555
201419_at	207.2	P	0.005859
201420_s_at	827	P	0.000244
201421_s_at	574.2	P	0.000244
201422_at	335.7	P	0.000732
201423_s_at	278.1	P	0.000244
201424_s_at	759	P	0.000732
201425_at	305.5	P	0.000732
201426_s_at	6966	P	0.000244
201427_s_at	684.8	P	0.000244
201428_at	7.7	A	0.5
201429_s_at	14448.9	P	0.000244
201430_s_at	89.8	P	0.001221
201431_s_at	278.6	P	0.000244
201432_at	641.2	P	0.000244
201433_s_at	1225.7	P	0.000244
201434_at	753	P	0.000732
201435_s_at	1508.9	P	0.000244
201436_at	589.7	P	0.000244
201437_s_at	1275.4	P	0.000244
201438_at	1.2	A	0.601074
201439_at	128	P	0.000244
201440_at	831.5	P	0.000244
201441_at	5523.4	P	0.000244
201442_s_at	12.3	A	0.067627
201443_s_at	3530.3	P	0.000244
201444_s_at	1146.8	P	0.000244
201445_at	1088.4	P	0.000244
201446_s_at	340.7	P	0.000732
201447_at	232	P	0.000244
201448_at	564.2	P	0.000244
201449_at	211.9	P	0.000244
201450_s_at	456.2	P	0.000244
201451_x_at	17.8	A	0.080566
201452_at	74.9	P	0.00293
201453_x_at	3835.5	P	0.000244
201454_s_at	1176.4	P	0.000244
201455_s_at	705.7	P	0.000244
201456_s_at	1254.4	P	0.000244
201457_x_at	4206.7	P	0.000244
201458_s_at	1906.8	P	0.000244
201459_at	2894.3	P	0.000244
201460_at	186.3	P	0.001953
201461_s_at	78.2	P	0.005859
201462_at	849.5	P	0.000244
201463_s_at	2096.9	P	0.000244
201464_x_at	2272.6	P	0.005859
201465_s_at	450.9	P	0.005859
201466_s_at	1681.3	P	0.000244
201467_s_at	19.2	P	0.037598
201468_s_at	38.2	P	0.000244
201469_s_at	52.3	P	0.00415
201470_at	3048.4	P	0.000244
201471_s_at	764.3	P	0.000244
201472_at	4088.1	P	0.000244
201473_at	52.5	P	0.01416
201474_s_at	32.8	A	0.111572
201475_x_at	1573.1	P	0.000244
201476_s_at	1211.7	P	0.000244
201477_s_at	3639.7	P	0.000244
201478_s_at	1930.7	P	0.000244
201479_at	2836.5	P	0.000244
201480_s_at	413.4	P	0.000244
201481_s_at	87.9	A	0.19458
201482_at	156.4	P	0.018555
201483_s_at	611	P	0.000244
201484_at	327.5	P	0.000732
201485_s_at	1709.3	P	0.000244
201486_at	2775.4	P	0.000732
201487_at	607.3	P	0.000244
201488_x_at	1507.6	P	0.000244
201489_at	1669.5	P	0.000244
201490_s_at	1466.3	P	0.000244
201491_at	2662.4	P	0.000244
201492_s_at	13745.5	P	0.000244
201493_s_at	977.3	P	0.000732
201494_at	619.2	P	0.00293
201495_x_at	0.9	A	0.80542
201496_x_at	13	A	0.633789
201497_x_at	2	A	0.601074
201498_at	946.6	P	0.000244
201499_s_at	946.1	P	0.000244
201500_s_at	692.9	P	0.005859
201501_s_at	796.2	P	0.000244
201502_s_at	223.1	P	0.000732
201503_at	2658.1	P	0.000244
201504_s_at	543	P	0.000244
201505_at	515.3	P	0.000244
201506_at	17.9	A	0.246094
201507_at	795.6	P	0.000244
201508_at	9.6	A	0.149658
201509_at	588	P	0.000244
201510_at	7.2	A	0.366211
201511_at	1139.7	P	0.001953
201512_s_at	694	P	0.000732
201513_at	287.3	P	0.000244
201514_s_at	794.1	P	0.001953
201515_s_at	1515.8	P	0.000244
201516_at	1110.8	P	0.000244
201517_at	813	P	0.000244
201518_at	1587.2	P	0.000244
201519_at	897.3	P	0.000244
201520_s_at	1074.3	P	0.000244
201521_s_at	368.9	P	0.000244
201522_x_at	29.1	P	0.046143
201523_x_at	1336.4	P	0.000244
201524_x_at	3737.4	P	0.000244
201525_at	5.7	A	0.366211
201526_at	680.5	P	0.00415
201527_at	2042.9	P	0.000244
201528_at	1794.4	P	0.000244
201529_s_at	1309.9	P	0.000244
201530_x_at	9834.6	P	0.000244
201531_at	123.4	A	0.067627
201532_at	4768.4	P	0.000244
201533_at	1585.5	P	0.000244
201534_s_at	335.3	P	0.000244
201535_at	372.8	P	0.000244
201536_at	344.2	P	0.000244
201537_s_at	140.6	P	0.000244
201538_s_at	135.6	P	0.000244
201539_s_at	812.4	P	0.000244
201540_at	5429	P	0.000244
201541_s_at	999.3	P	0.000244
201542_at	1128.9	P	0.000244
201543_s_at	573.4	P	0.000732
201544_x_at	2576.3	P	0.000244
201545_s_at	572.9	P	0.000244
201546_at	1260	P	0.000244
201547_at	0.8	A	0.696289
201548_s_at	344.7	P	0.000244
201549_x_at	438.5	P	0.000244
201550_x_at	9901.6	P	0.000244
201551_s_at	201.9	P	0.001221
201552_at	691.8	P	0.000244
201553_s_at	2146.3	P	0.000244
201554_x_at	628.9	P	0.000244
201555_at	2523.4	P	0.000244
201556_s_at	36.6	P	0.00293
201557_at	57.8	P	0.037598
201558_at	2043.4	P	0.000244
201559_s_at	575.1	P	0.000244
201560_at	1355.8	P	0.000244
201561_s_at	427.6	P	0.001221
201562_s_at	210.4	P	0.000244
201563_at	768.2	P	0.000244
201564_s_at	247.6	P	0.000732
201565_s_at	1557.5	P	0.000244
201566_x_at	466.6	P	0.000732
201567_s_at	650.5	P	0.000244
201568_at	5081.1	P	0.000244
201569_s_at	1649.5	P	0.000244
201570_at	1621.3	P	0.000244
201571_s_at	370.2	P	0.000244
201572_x_at	521.3	P	0.000732
201573_s_at	1263	P	0.000244
201574_at	2375.1	P	0.000732
201575_at	2352.4	P	0.000244
201576_s_at	415.9	P	0.000732
201577_at	6059.7	P	0.000244
201578_at	208	P	0.005859
201579_at	453.2	P	0.000244
201580_s_at	227.6	P	0.000244
201581_at	743.2	P	0.000244
201582_at	185.6	P	0.000244
201583_s_at	675.2	P	0.000244
201584_s_at	2522.8	P	0.000244
201585_s_at	1933.8	P	0.000244
201586_s_at	3978.1	P	0.000244
201587_s_at	3874.2	P	0.000244
201588_at	3664.5	P	0.000244
201589_at	6032.1	P	0.000244
201590_x_at	2656	P	0.000244
201591_s_at	353.8	P	0.000244
201592_at	2120.5	P	0.000244
201593_s_at	2282.6	P	0.000244
201594_s_at	1388.5	P	0.000244
201595_s_at	2056.2	P	0.000244
201596_x_at	1990.5	P	0.000244
201597_at	4955.8	P	0.000244
201598_s_at	108.9	P	0.001953
201599_at	3733.5	P	0.000244
201600_at	6034.2	P	0.000244
201601_x_at	16.4	A	0.398926
201602_s_at	167.8	P	0.000244
201603_at	1126.7	P	0.000244
201604_s_at	379.7	P	0.000244
201605_x_at	130.8	P	0.018555
201606_s_at	2270.5	P	0.000244
201607_at	482.2	P	0.000244
201608_s_at	1207.8	P	0.000244
201609_x_at	985.7	P	0.000244
201610_at	10.7	A	0.171387
201611_s_at	565.9	P	0.000244
201612_at	1783.8	P	0.000244
201613_s_at	210.8	P	0.00415
201614_s_at	1292.5	P	0.000244
201615_x_at	96.5	P	0.018555
201616_s_at	234	P	0.001953
201617_x_at	499.5	P	0.000244
201618_x_at	331.4	P	0.000244
201619_at	3868.4	P	0.000244
201620_at	495	P	0.000244
201621_at	62.3	A	0.149658
201622_at	474.4	P	0.018555
201623_s_at	2865.2	P	0.000244
201624_at	838	P	0.000244
201625_s_at	796.4	P	0.000244
201626_at	2839.3	P	0.000244
201627_s_at	1313.6	P	0.000244
201628_s_at	1159.1	P	0.000244
201629_s_at	1196.8	P	0.000244
201630_s_at	2386.4	P	0.000244
201631_s_at	320.9	P	0.000244
201632_at	871.1	P	0.000244
201633_s_at	814.2	P	0.000244
201634_s_at	930.7	P	0.000244
201635_s_at	946	P	0.000244
201636_at	431.2	P	0.000244
201637_s_at	1151.9	P	0.000244
201638_s_at	19.9	A	0.19458
201639_s_at	279.4	P	0.01416
201640_x_at	375	P	0.00293
201641_at	0.7	A	0.919434
201642_at	1022	P	0.001953
201643_x_at	480.4	P	0.001953
201644_at	242	P	0.018555
201645_at	320.9	P	0.000244
201646_at	254.9	P	0.000244
201647_s_at	136.9	P	0.000244
201648_at	684.2	P	0.000244
201649_at	54	P	0.00293
201650_at	934.1	P	0.000244
201651_s_at	1628.4	P	0.000244
201652_at	1736.7	P	0.000244
201653_at	3312.1	P	0.000244
201654_s_at	0.6	A	0.80542
201655_s_at	28.1	A	0.149658
201656_at	315.1	P	0.000244
201657_at	403.4	P	0.000244
201658_at	410.3	P	0.000244
201659_s_at	563	P	0.000244
201660_at	525.7	P	0.000244
201661_s_at	748.7	P	0.000244
201662_s_at	904.1	P	0.000244
201663_s_at	1587.9	P	0.000244
201664_at	3021.8	P	0.000244
201665_x_at	11400.6	P	0.000244
201666_at	1051.1	P	0.000244
201667_at	1193.2	P	0.000244
201668_x_at	125.1	P	0.000732
201669_s_at	2640.5	P	0.000244
201670_s_at	638.9	P	0.000244
201671_x_at	1166.8	P	0.000244
201672_s_at	3460.8	P	0.000244
201673_s_at	274.4	P	0.000244
201674_s_at	419.5	P	0.000244
201675_at	601.5	P	0.000244
201676_x_at	2637.2	P	0.000244
201677_at	99	P	0.000244
201678_s_at	460.4	P	0.000244
201679_at	195.7	P	0.001953
201680_x_at	1173.9	P	0.000244
201681_s_at	769.9	P	0.000732
201682_at	2985.2	P	0.000244
201683_x_at	265	P	0.000732
201684_s_at	491	P	0.000244
201685_s_at	230.5	P	0.000244
201686_x_at	187.5	P	0.000244
201687_s_at	1066.4	P	0.000244
201688_s_at	398	P	0.000244
201689_s_at	607.8	P	0.000244
201690_s_at	1022.5	P	0.000244
201691_s_at	48.8	P	0.001221
201692_at	1536.2	P	0.000244
201693_s_at	71	P	0.037598
201694_s_at	346.6	P	0.000244
201695_s_at	1333.1	P	0.000244
201696_at	1256.4	P	0.000244
201697_s_at	2341.8	P	0.000244
201698_s_at	3310.9	P	0.000244
201699_at	3595	P	0.000244
201700_at	339.5	P	0.000244
201701_s_at	379.1	P	0.000244
201702_s_at	395.1	P	0.001221
201703_s_at	384.1	P	0.000244
201704_at	200.8	P	0.00415
201705_at	1452.5	P	0.000244
201706_s_at	362.4	P	0.001221
201707_at	299.3	P	0.000244
201708_s_at	293.2	P	0.000244
201709_s_at	784.6	P	0.001953
201710_at	963.3	P	0.000244
201711_x_at	707.7	P	0.000244
201712_s_at	421.1	P	0.000244
201713_s_at	1317.6	P	0.000244
201714_at	1309.8	P	0.000244
201715_s_at	457.2	P	0.000244
201716_at	407.7	P	0.000244
201717_at	820.3	P	0.000244
201718_s_at	263.4	P	0.001221
201719_s_at	529.4	P	0.000244
201720_s_at	14.1	A	0.466064
201721_s_at	15.3	A	0.067627
201722_s_at	748.6	P	0.000244
201723_s_at	643.6	P	0.000244
201724_s_at	530.7	P	0.000244
201725_at	3825.7	P	0.000244
201726_at	3149	P	0.000244
201727_s_at	484.4	P	0.000244
201728_s_at	247.5	P	0.001221
201729_s_at	811	P	0.000244
201730_s_at	1242.2	P	0.000244
201731_s_at	963	P	0.000244
201732_s_at	154	P	0.00293
201733_at	115.7	P	0.000732
201734_at	535.2	P	0.000244
201735_s_at	457	P	0.000244
201736_s_at	752.8	P	0.000244
201737_s_at	757	P	0.000244
201738_at	1749.3	P	0.000244
201739_at	120.8	P	0.000244
201740_at	1597.4	P	0.000244
201741_x_at	80.6	P	0.01416
201742_x_at	2636.7	P	0.000244
201743_at	9.5	A	0.533936
201744_s_at	67.1	P	0.000732
201745_at	1844.4	P	0.000244
201746_at	445.8	P	0.001221
201747_s_at	421.4	P	0.000244
201748_s_at	666.7	P	0.000244
201749_at	83	P	0.018555
201750_s_at	40	A	0.366211
201751_at	1018.1	P	0.000244
201752_s_at	458.2	P	0.000244
201753_s_at	702.2	P	0.000244
201754_at	4302.1	P	0.000244
201755_at	735.6	P	0.00293
201756_at	1434.5	P	0.000244
201757_at	4505.4	P	0.000244
201758_at	1035.3	P	0.000244
201759_at	58.3	P	0.023926
201760_s_at	1167.7	P	0.000244
201761_at	3190	P	0.000244
201762_s_at	823.7	P	0.000244
201763_s_at	307.3	P	0.000244
201764_at	1719.4	P	0.000732
201765_s_at	700	P	0.000244
201766_at	26.8	A	0.129639
201767_s_at	607.8	P	0.000244
201768_s_at	433.8	P	0.000244
201769_at	1201.3	P	0.000244
201770_at	1165.7	P	0.000244
201771_at	771.2	P	0.008057
201772_at	945.8	P	0.000244
201773_at	1032.8	P	0.000244
201774_s_at	514.2	P	0.000244
201775_s_at	161.4	P	0.001953
201776_s_at	314.4	P	0.000244
201777_s_at	135.5	P	0.001953
201778_s_at	722.2	P	0.000732
201779_s_at	530.9	P	0.000244
201780_s_at	331	P	0.000244
201781_s_at	286.6	P	0.000244
201782_s_at	382.7	P	0.000244
201783_s_at	262.4	P	0.001221
201784_s_at	2866.5	P	0.000244
201785_at	11.8	A	0.334473
201786_s_at	1401.3	P	0.000244
201787_at	57.2	A	0.149658
201788_at	653.1	P	0.000244
201789_at	10.1	A	0.129639
201790_s_at	428.7	P	0.001221
201791_s_at	435.5	P	0.000732
