^SAMPLE = GSM281776
!Sample_title = 293-tet-On-NOR1 with doxycycline
!Sample_geo_accession = GSM281776
!Sample_status = Public on Dec 10 2008
!Sample_submission_date = Apr 16 2008
!Sample_last_update_date = Aug 28 2018
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = 293-tet-On-NOR1 cells, doxycycline treated
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 293-tet-On-NOR1 cells were cultured with doxycycline for 24 hours.
!Sample_treatment_protocol_ch1 = with doxycycline
!Sample_growth_protocol_ch1 = DMEM supplemented with 10% FCS
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = Qiagen RNeasy mini column 
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = in vitro transcription, Affymetrix protocol
!Sample_hyb_protocol = Labeled cRNA was hybridized with the array in the hybridization buffer for 16 hours.
!Sample_scan_protocol = GCOS (GeneChip operating software)
!Sample_description = To identify genes affected by NOR1 overexpression, we compared expression profiles between NOR1-induced 293-tet-On cells and its control cells.
!Sample_data_processing = GCOS (GeneChip operating software)
!Sample_platform_id = GPL570
!Sample_contact_name = Naganari,,Ohkura
!Sample_contact_email = nohkura@ncc.go.jp
!Sample_contact_phone = +81-3-3542-2511
!Sample_contact_fax = +81-3-3542-8170
!Sample_contact_department = Tumor Endocrinology Project
!Sample_contact_institute = National Cancer Center Research Institute
!Sample_contact_address = 5-1-1, Tsukiji, Chuo-ku
!Sample_contact_city = Tokyo
!Sample_contact_zip/postal_code = 104-0045
!Sample_contact_country = Japan
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM281nnn/GSM281776/suppl/GSM281776.CEL.gz
!Sample_relation = Reanalyzed by: GSE119087
!Sample_series_id = GSE11185
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = NOR1 plus doxycycline
#ABS_CALL = 
#DETECTION P-VALUE = 
!sample_table_begin
ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
201050_at	806.9	P	0.000244
201051_at	1927.1	P	0.000244
201052_s_at	1068.3	P	0.000244
201053_s_at	1009.5	P	0.000732
201054_at	2337.9	P	0.000244
201055_s_at	481.2	P	0.000244
201056_at	156.9	P	0.000732
201057_s_at	352.9	P	0.000732
201058_s_at	9.4	A	0.633789
201059_at	571.9	P	0.000244
201060_x_at	520.5	P	0.000244
201061_s_at	467	P	0.000244
201062_at	0.2	A	0.888428
201063_at	1169.9	P	0.000244
201064_s_at	2482.9	P	0.000244
201065_s_at	1806.1	P	0.000732
201066_at	2802.8	P	0.00415
201067_at	311.3	P	0.001953
201068_s_at	3384	P	0.000244
201069_at	71.1	P	0.00415
201070_x_at	534.6	P	0.000244
201071_x_at	3555.3	P	0.000244
201072_s_at	400.6	P	0.000244
201073_s_at	314.5	P	0.000244
201074_at	1274.4	P	0.000244
201075_s_at	606.3	P	0.000244
201076_at	870	P	0.000244
201077_s_at	4680.7	P	0.000244
201078_at	2059.7	P	0.000244
201079_at	506.6	P	0.000244
201080_at	168.6	P	0.000732
201081_s_at	83.1	P	0.001953
201082_s_at	320.7	P	0.000244
201083_s_at	1108.1	P	0.000244
201084_s_at	5522.8	P	0.000244
201085_s_at	915	P	0.000244
201086_x_at	2280.2	P	0.000244
201087_at	100.5	P	0.01416
201088_at	5782.3	P	0.000244
201089_at	923.2	P	0.000244
201090_x_at	7164.7	P	0.01416
201091_s_at	2776.7	P	0.000244
201092_at	6801.1	P	0.000244
201093_x_at	2121.5	P	0.000244
201094_at	11776.1	P	0.000244
201095_at	425.8	P	0.001953
201096_s_at	1243.9	P	0.000244
201097_s_at	2211.5	P	0.000244
201098_at	1300.6	P	0.000244
201099_at	1814.7	P	0.000244
201100_s_at	2902.6	P	0.000244
201101_s_at	1572.8	P	0.000244
201102_s_at	361.4	P	0.000244
201103_x_at	2932.2	P	0.000244
201104_x_at	909.7	P	0.000244
201105_at	206.5	P	0.00293
201106_at	2473.3	P	0.001953
201107_s_at	1.8	A	0.80542
201108_s_at	42.4	A	0.111572
201109_s_at	19.3	A	0.533936
201110_s_at	25	P	0.008057
201111_at	1793	P	0.000244
201112_s_at	4659	P	0.000244
201113_at	2493.6	P	0.000244
201114_x_at	1918.2	P	0.000244
201115_at	862.6	P	0.000732
201116_s_at	1178.6	P	0.001953
201117_s_at	1869.4	P	0.000244
201118_at	1225.6	P	0.000244
201119_s_at	2947.7	P	0.000244
201120_s_at	1820.3	P	0.000732
201121_s_at	3619	P	0.000244
201122_x_at	542.1	P	0.010742
201123_s_at	1542.9	P	0.000244
201124_at	30.3	P	0.010742
201125_s_at	223.4	P	0.001221
201126_s_at	150.9	P	0.000244
201127_s_at	542.9	P	0.000244
201128_s_at	3466.9	P	0.000244
201129_at	1934.1	P	0.000244
201130_s_at	1.4	A	0.533936
201131_s_at	69.9	P	0.000244
201132_at	1479.3	P	0.000244
201133_s_at	659.7	P	0.000244
201134_x_at	5815.3	P	0.000244
201135_at	2603.1	P	0.000244
201136_at	998.8	P	0.000244
201137_s_at	120.2	P	0.00415
201138_s_at	1887.2	P	0.000244
201139_s_at	1607.3	P	0.000244
201140_s_at	379.8	P	0.000732
201141_at	130.6	P	0.000732
201142_at	1111.5	P	0.000244
201143_s_at	806.6	P	0.000244
201144_s_at	2972.1	P	0.000244
201145_at	1843.4	P	0.000244
201146_at	1648.5	P	0.000244
201147_s_at	109.1	P	0.000244
201148_s_at	96.4	P	0.010742
201149_s_at	132	P	0.000244
201150_s_at	211.3	P	0.001953
201151_s_at	362.9	P	0.000244
201152_s_at	770.5	P	0.000244
201153_s_at	901.6	P	0.000244
201154_x_at	11047.3	P	0.000244
201155_s_at	462.7	P	0.000244
201156_s_at	434.1	P	0.000244
201157_s_at	1054.3	P	0.000244
201158_at	239	P	0.000244
201159_s_at	83.4	P	0.030273
201160_s_at	6607.2	P	0.000244
201161_s_at	2096.8	P	0.000244
201162_at	298	P	0.010742
201163_s_at	750.8	P	0.000244
201164_s_at	1540.2	P	0.000244
201165_s_at	1354.9	P	0.001953
201166_s_at	2940.1	P	0.000244
201167_x_at	68.6	P	0.00415
201168_x_at	511.3	P	0.001953
201169_s_at	48.1	P	0.00415
201170_s_at	141.8	P	0.000244
201171_at	186.9	P	0.000732
201172_x_at	1271.7	P	0.000732
201173_x_at	1717	P	0.000244
201174_s_at	645.6	P	0.000244
201175_at	1086.7	P	0.000244
201176_s_at	1003.9	P	0.000244
201177_s_at	6596.6	P	0.000244
201178_at	2399.5	P	0.000244
201179_s_at	690	P	0.000732
201180_s_at	2095.5	P	0.000244
201181_at	359.9	P	0.000244
201182_s_at	228.3	P	0.000244
201183_s_at	813	P	0.000244
201184_s_at	554.4	P	0.010742
201185_at	129.3	P	0.000732
201186_at	599.3	P	0.001953
201187_s_at	10.7	A	0.432373
201188_s_at	234	P	0.010742
201189_s_at	434.5	P	0.001221
201190_s_at	594.1	P	0.000244
201191_at	342.5	P	0.018555
201192_s_at	310.5	P	0.000244
201193_at	1439.3	P	0.000732
201194_at	530.7	P	0.000244
201195_s_at	658.8	P	0.000244
201196_s_at	1007.4	P	0.000244
201197_at	1882.6	P	0.000732
201198_s_at	1642.2	P	0.000244
201199_s_at	1390.3	P	0.000244
201200_at	1614.7	P	0.000244
201201_at	2635.1	P	0.000732
201202_at	4564.4	P	0.000244
201203_s_at	65	P	0.037598
201204_s_at	187.9	P	0.000732
201205_at	29.6	P	0.00415
201206_s_at	85.9	P	0.000244
201207_at	286.2	P	0.000244
201208_s_at	116.8	P	0.046143
201209_at	1971.9	P	0.000244
201210_at	4617.1	P	0.000244
201211_s_at	485.3	P	0.000244
201212_at	486.3	P	0.00293
201213_at	124.2	P	0.000244
201214_s_at	943.7	P	0.000244
201215_at	7405.1	P	0.000244
201216_at	1425.5	P	0.000244
201217_x_at	13045.8	P	0.000244
201218_at	2157.3	P	0.000244
201219_at	350.4	P	0.000732
201220_x_at	2098.2	P	0.000244
201221_s_at	941.1	P	0.000732
201222_s_at	585	P	0.000244
201223_s_at	1505.4	P	0.000244
201224_s_at	396.1	P	0.000732
201225_s_at	2304.2	P	0.000244
201226_at	3920.7	P	0.000244
201227_s_at	4880.2	P	0.000244
201228_s_at	169.1	P	0.001953
201229_s_at	685.1	P	0.000732
201230_s_at	472.5	P	0.000244
201231_s_at	8969.4	P	0.000244
201232_s_at	877.2	P	0.000244
201233_at	317.3	P	0.001953
201234_at	243.5	P	0.000244
201235_s_at	51	A	0.080566
201236_s_at	212.6	P	0.005859
201237_at	1141.9	P	0.000244
201238_s_at	2242.9	P	0.000244
201239_s_at	1280.3	P	0.000244
201240_s_at	2051.9	P	0.000244
201241_at	2918.1	P	0.000244
201242_s_at	846.9	P	0.000244
201243_s_at	773.2	P	0.000244
201244_s_at	1056.1	P	0.000244
201245_s_at	624.8	P	0.000244
201246_s_at	167.3	P	0.008057
201247_at	226.9	P	0.000244
201248_s_at	154.7	P	0.008057
201249_at	3.3	A	0.398926
201250_s_at	200.2	P	0.000244
201251_at	2909.2	P	0.000244
201252_at	3076.3	P	0.000244
201253_s_at	2621.5	P	0.000732
201254_x_at	14216.3	P	0.000732
201255_x_at	1199.7	P	0.000244
201256_at	1810.2	P	0.000244
201257_x_at	14366.5	P	0.000244
201258_at	12687	P	0.000244
201259_s_at	871	P	0.000244
201260_s_at	1027.6	P	0.000244
201261_x_at	1	A	0.466064
201262_s_at	0.9	A	0.932373
201263_at	6008.4	P	0.000244
201264_at	1223.3	P	0.000732
201265_at	3.4	A	0.533936
201266_at	2375.5	P	0.000244
201267_s_at	1384.9	P	0.000244
201268_at	3739.8	P	0.000244
201269_s_at	26.7	M	0.056152
201270_x_at	526.6	P	0.000732
201271_s_at	256	P	0.000244
201272_at	1972.4	P	0.000244
201273_s_at	7521.7	P	0.000244
201274_at	1754.5	P	0.000244
201275_at	2952	P	0.000244
201276_at	282	P	0.000244
201277_s_at	5095.6	P	0.000244
201278_at	303	P	0.000244
201279_s_at	253.3	P	0.01416
201280_s_at	273.1	P	0.000244
201281_at	936.6	P	0.000244
201282_at	103.4	P	0.023926
201283_s_at	5.8	A	0.366211
201284_s_at	346.8	P	0.000244
201285_at	1249.1	P	0.000244
201286_at	73.7	P	0.001953
201287_s_at	200.5	P	0.037598
201288_at	2	A	0.932373
201289_at	432.1	P	0.000244
201290_at	4649.3	P	0.000244
201291_s_at	2768.2	P	0.000244
201292_at	2713.5	P	0.000244
201293_x_at	11053.3	P	0.000244
201294_s_at	49.4	P	0.00415
201295_s_at	14.1	P	0.001953
201296_s_at	825.4	P	0.000244
201297_s_at	297	P	0.000244
201298_s_at	675.4	P	0.000244
201299_s_at	301	P	0.000244
201300_s_at	1840.3	P	0.000244
201301_s_at	338.9	P	0.000244
201302_at	256.1	P	0.000244
201303_at	2731.7	P	0.000244
201304_at	2137.6	P	0.000244
201305_x_at	2587.8	P	0.000244
201306_s_at	4086.4	P	0.000244
201307_at	635.1	P	0.000244
201308_s_at	236	P	0.001221
201309_x_at	169	P	0.000244
201310_s_at	587.6	P	0.000732
201311_s_at	285.7	P	0.001221
201312_s_at	768.2	P	0.000244
201313_at	142.5	P	0.005859
201314_at	268.9	P	0.000244
201315_x_at	61.5	A	0.129639
201316_at	637.6	P	0.000244
201317_s_at	3709.6	P	0.000244
201318_s_at	3561.2	P	0.000244
201319_at	798.3	P	0.001953
201320_at	204.7	P	0.00415
201321_s_at	505.8	P	0.000244
201322_at	7064.6	P	0.000244
201323_at	727.7	P	0.000244
201324_at	31.8	P	0.001953
201325_s_at	2.5	A	0.780518
201326_at	2016.3	P	0.000244
201327_s_at	3790.9	P	0.000244
201328_at	143	P	0.000732
201329_s_at	124.8	P	0.018555
201330_at	2383.9	P	0.023926
201331_s_at	65.3	P	0.008057
201332_s_at	13.6	A	0.432373
201333_s_at	73.9	P	0.030273
201334_s_at	614.7	P	0.000244
201335_s_at	29.8	A	0.067627
201336_at	1422	P	0.000244
201337_s_at	596.2	P	0.000732
201338_x_at	2086.2	P	0.000244
201339_s_at	1024.2	P	0.000244
201340_s_at	91.8	P	0.00293
201341_at	184.8	P	0.023926
201342_at	1478	P	0.000244
201343_at	1614.4	P	0.000244
201344_at	174.8	P	0.000244
201345_s_at	1474.3	P	0.000244
201346_at	953.8	P	0.000244
201347_x_at	665.4	P	0.000244
201348_at	187.7	P	0.001221
201349_at	226.6	P	0.01416
201350_at	338.2	P	0.000732
201351_s_at	3009.3	P	0.000244
201352_at	3171.6	P	0.000244
201353_s_at	189.8	P	0.001221
201354_s_at	115.7	P	0.005859
201355_s_at	5.9	A	0.567627
201356_at	1196.9	P	0.000244
201357_s_at	246.7	P	0.000244
201358_s_at	2999.3	P	0.000244
201359_at	1649.1	P	0.000244
201360_at	738.3	P	0.000244
201361_at	186.9	P	0.008057
201362_at	245.4	P	0.000244
201363_s_at	227.3	P	0.000244
201364_s_at	575.2	P	0.000732
201365_at	377	P	0.037598
201366_at	1489.2	P	0.000244
201367_s_at	67.6	P	0.023926
201368_at	659.3	P	0.000244
201369_s_at	70.8	P	0.023926
201370_s_at	251	P	0.000244
201371_s_at	1500.9	P	0.000244
201372_s_at	24.1	P	0.023926
201373_at	4.3	A	0.753906
201374_x_at	0.8	A	0.994141
201375_s_at	1319.1	P	0.000244
201376_s_at	1738.7	P	0.00293
201377_at	723	P	0.000244
201378_s_at	642.8	P	0.01416
201379_s_at	286.9	P	0.000244
201380_at	225.9	P	0.000244
201381_x_at	1864	P	0.000244
201382_at	37.9	P	0.005859
201383_s_at	380	P	0.001953
201384_s_at	974	P	0.000244
201385_at	5053.7	P	0.000732
201386_s_at	2264.1	P	0.000244
201387_s_at	3244.8	P	0.000244
201388_at	1037.1	P	0.000244
201389_at	113.9	P	0.001221
201390_s_at	2433.9	P	0.000244
201391_at	1453	P	0.000244
201392_s_at	121.5	P	0.000244
201393_s_at	386.6	P	0.001221
201394_s_at	404.6	P	0.000244
201395_at	1302.1	P	0.000244
201396_s_at	252.4	P	0.00293
201397_at	2059.8	P	0.000244
201398_s_at	1719	P	0.000244
201399_s_at	972.2	P	0.023926
201400_at	3225.2	P	0.000244
201401_s_at	81.6	P	0.01416
201402_at	21.5	A	0.398926
201403_s_at	1002.5	P	0.000732
201404_x_at	519.2	P	0.000244
201405_s_at	2014.8	P	0.000244
201406_at	14198	P	0.000244
201407_s_at	1086.7	P	0.000244
201408_at	359.4	P	0.000244
201409_s_at	709.4	P	0.000244
201410_at	653.1	P	0.000244
201411_s_at	318.5	P	0.000244
201412_at	402.4	P	0.001221
201413_at	1553.8	P	0.000244
201414_s_at	408.6	P	0.000244
201415_at	452.7	P	0.000732
201416_at	601.2	P	0.000732
201417_at	1461	P	0.000244
201418_s_at	178.1	M	0.056152
201419_at	235.9	P	0.023926
201420_s_at	673.6	P	0.000244
201421_s_at	500.5	P	0.000732
201422_at	336.8	P	0.000244
201423_s_at	303.5	P	0.000732
201424_s_at	755.8	P	0.000244
201425_at	430.9	P	0.001221
201426_s_at	4779.6	P	0.000244
201427_s_at	564.6	P	0.000244
201428_at	2.6	A	0.753906
201429_s_at	14250.4	P	0.000244
201430_s_at	95	P	0.00293
201431_s_at	275.1	P	0.000244
201432_at	833.4	P	0.000244
201433_s_at	1191.8	P	0.000244
201434_at	675.2	P	0.000732
201435_s_at	1071.9	P	0.000244
201436_at	331.5	P	0.000244
201437_s_at	863.8	P	0.000244
201438_at	9.8	A	0.334473
201439_at	271.4	P	0.000244
201440_at	596.1	P	0.000732
201441_at	4499	P	0.000244
201442_s_at	32.9	P	0.008057
201443_s_at	3150.6	P	0.000244
201444_s_at	1243.7	P	0.000244
201445_at	987.7	P	0.000244
201446_s_at	582.7	P	0.000244
201447_at	340.3	P	0.000244
201448_at	888	P	0.000244
201449_at	342.9	P	0.000244
201450_s_at	715	P	0.000244
201451_x_at	15.7	A	0.111572
201452_at	28.8	A	0.095215
201453_x_at	4084.2	P	0.000244
201454_s_at	1024.6	P	0.000244
201455_s_at	676.6	P	0.000244
201456_s_at	1488.6	P	0.000244
201457_x_at	4430.4	P	0.000244
201458_s_at	2104.4	P	0.000244
201459_at	2753.5	P	0.000244
201460_at	186.2	P	0.001953
201461_s_at	85.3	P	0.00293
201462_at	923.3	P	0.000244
201463_s_at	1916.6	P	0.000244
201464_x_at	2309	P	0.005859
201465_s_at	471.1	P	0.008057
201466_s_at	1490.5	P	0.000244
201467_s_at	27	P	0.023926
201468_s_at	65.9	P	0.000732
201469_s_at	68.2	P	0.001953
201470_at	3298.2	P	0.000244
201471_s_at	716.1	P	0.000732
201472_at	3472.4	P	0.000244
201473_at	59.8	P	0.046143
201474_s_at	19.3	A	0.334473
201475_x_at	2263.6	P	0.000244
201476_s_at	1039.6	P	0.000244
201477_s_at	3474.3	P	0.000244
201478_s_at	1410.3	P	0.000244
201479_at	2436.7	P	0.000244
201480_s_at	470.5	P	0.000244
201481_s_at	44.3	A	0.27417
201482_at	128.9	A	0.067627
201483_s_at	571.4	P	0.000244
201484_at	303.2	P	0.001221
201485_s_at	1375.3	P	0.000244
201486_at	2568.7	P	0.001221
201487_at	481.4	P	0.000244
201488_x_at	1507.8	P	0.000244
201489_at	1697.4	P	0.000244
201490_s_at	1205.4	P	0.000244
201491_at	1954.8	P	0.000244
201492_s_at	13960.1	P	0.000244
201493_s_at	876.2	P	0.000732
201494_at	747.8	P	0.00293
201495_x_at	3.5	A	0.753906
201496_x_at	14.6	A	0.303711
201497_x_at	3.1	A	0.665527
201498_at	875	P	0.000244
201499_s_at	947.3	P	0.000244
201500_s_at	733.7	P	0.005859
201501_s_at	770.3	P	0.000244
201502_s_at	180.4	P	0.000732
201503_at	2594.8	P	0.000244
201504_s_at	528.7	P	0.000244
201505_at	634.8	P	0.000244
201506_at	48.6	P	0.037598
201507_at	781.6	P	0.000732
201508_at	27.8	A	0.149658
201509_at	500.7	P	0.000244
201510_at	12.2	A	0.466064
201511_at	915.3	P	0.001953
201512_s_at	721.1	P	0.000732
201513_at	280.1	P	0.000244
201514_s_at	768	P	0.005859
201515_s_at	1443.7	P	0.000244
201516_at	955.9	P	0.000732
201517_at	700.4	P	0.000244
201518_at	1487.5	P	0.000244
201519_at	922.6	P	0.000244
201520_s_at	968.7	P	0.000244
201521_s_at	323.7	P	0.000732
201522_x_at	37	A	0.067627
201523_x_at	1195.4	P	0.000244
201524_x_at	3124.2	P	0.000244
201525_at	27.4	A	0.219482
201526_at	639	P	0.00415
201527_at	1817.2	P	0.000244
201528_at	1626.1	P	0.000244
201529_s_at	1146.7	P	0.000244
201530_x_at	8665.3	P	0.000244
201531_at	158.7	P	0.018555
201532_at	3671.9	P	0.000244
201533_at	1438.8	P	0.000244
201534_s_at	308.5	P	0.000732
201535_at	374.3	P	0.000244
201536_at	333.8	P	0.000244
201537_s_at	132.3	P	0.000244
201538_s_at	150.8	P	0.000732
201539_s_at	953.8	P	0.000244
201540_at	6703.9	P	0.000244
201541_s_at	987.8	P	0.000244
201542_at	1291.1	P	0.000244
201543_s_at	678.7	P	0.000732
201544_x_at	2302.6	P	0.000244
201545_s_at	501.4	P	0.000732
201546_at	1344.9	P	0.000244
201547_at	1.4	A	0.696289
201548_s_at	573.2	P	0.000244
201549_x_at	688.5	P	0.000244
201550_x_at	9199.8	P	0.000244
201551_s_at	416.6	P	0.001953
201552_at	990.3	P	0.000732
201553_s_at	2471.9	P	0.000244
201554_x_at	624.5	P	0.000244
201555_at	3038.3	P	0.000244
201556_s_at	74.5	P	0.000732
201557_at	109.7	P	0.018555
201558_at	2249.6	P	0.000244
201559_s_at	835.8	P	0.000244
201560_at	2304.4	P	0.000244
201561_s_at	464.3	P	0.000732
201562_s_at	232.9	P	0.000244
201563_at	868.5	P	0.000244
201564_s_at	199.1	P	0.001953
201565_s_at	1075.6	P	0.000244
201566_x_at	331.5	P	0.001221
201567_s_at	663.4	P	0.000244
201568_at	4426.5	P	0.000244
201569_s_at	1755.4	P	0.000244
201570_at	1879.3	P	0.000244
201571_s_at	385.8	P	0.000244
201572_x_at	454.3	P	0.000732
201573_s_at	1045.9	P	0.000244
201574_at	2160.4	P	0.000244
201575_at	1995.3	P	0.000244
201576_s_at	384.2	P	0.001221
201577_at	4726.2	P	0.000244
201578_at	259.2	P	0.008057
201579_at	323.5	P	0.000244
201580_s_at	261.7	P	0.001221
201581_at	792.7	P	0.000244
201582_at	164.1	P	0.000244
201583_s_at	592	P	0.000244
201584_s_at	2433.9	P	0.000244
201585_s_at	1273.6	P	0.000244
201586_s_at	3568.1	P	0.000244
201587_s_at	3561.3	P	0.000244
201588_at	3285.4	P	0.000244
201589_at	5586	P	0.000244
201590_x_at	2480.6	P	0.000244
201591_s_at	505.3	P	0.000244
201592_at	3128	P	0.000244
201593_s_at	2313.2	P	0.000244
201594_s_at	1198.3	P	0.000244
201595_s_at	2242.7	P	0.000244
201596_x_at	1678.8	P	0.000244
201597_at	5644.7	P	0.000244
201598_s_at	109.9	P	0.010742
201599_at	4128.8	P	0.000244
201600_at	7268.4	P	0.000244
201601_x_at	28.2	A	0.246094
201602_s_at	165	P	0.000244
201603_at	1237.3	P	0.000244
201604_s_at	351.7	P	0.000244
201605_x_at	120.3	A	0.095215
201606_s_at	1975	P	0.000244
201607_at	392.1	P	0.000244
201608_s_at	1027.5	P	0.000244
201609_x_at	1265.2	P	0.000244
201610_at	4.2	A	0.533936
201611_s_at	580.4	P	0.000244
201612_at	1774.8	P	0.000244
201613_s_at	261.4	P	0.000732
201614_s_at	1058.3	P	0.000244
201615_x_at	111.1	P	0.037598
201616_s_at	193.6	P	0.008057
201617_x_at	408.7	P	0.000244
201618_x_at	613.1	P	0.000244
201619_at	3505.6	P	0.000244
201620_at	462.7	P	0.000732
201621_at	61.4	A	0.19458
201622_at	588.7	P	0.023926
201623_s_at	2926.9	P	0.000244
201624_at	990.2	P	0.000244
201625_s_at	335.1	P	0.000732
201626_at	1036.5	P	0.000244
201627_s_at	474.3	P	0.000732
201628_s_at	1841.9	P	0.000244
201629_s_at	1260.2	P	0.000732
201630_s_at	2403.7	P	0.000244
201631_s_at	422.6	P	0.000244
201632_at	886.3	P	0.000732
201633_s_at	741.9	P	0.000732
201634_s_at	752.5	P	0.000244
201635_s_at	713.5	P	0.000244
201636_at	330.7	P	0.000244
201637_s_at	1117.8	P	0.000244
201638_s_at	34.3	A	0.111572
201639_s_at	355.2	P	0.018555
201640_x_at	314.3	P	0.001953
201641_at	0.9	A	0.850342
201642_at	871.9	P	0.001953
201643_x_at	584	P	0.005859
201644_at	496.5	P	0.00415
201645_at	197.2	P	0.000244
201646_at	267.8	P	0.000244
201647_s_at	165.7	P	0.000244
201648_at	836.2	P	0.000244
201649_at	72.7	P	0.00293
201650_at	563.8	P	0.000244
201651_s_at	2510.3	P	0.000244
201652_at	1602	P	0.000244
201653_at	2895.9	P	0.000244
201654_s_at	4.8	A	0.27417
201655_s_at	5.7	A	0.601074
201656_at	421.6	P	0.000244
201657_at	398.1	P	0.000244
201658_at	511.6	P	0.000244
201659_s_at	603.4	P	0.000244
201660_at	541.5	P	0.000244
201661_s_at	742.6	P	0.000244
201662_s_at	952.7	P	0.000244
201663_s_at	2097	P	0.000244
201664_at	4331.5	P	0.000244
201665_x_at	11134.6	P	0.000244
201666_at	850.8	P	0.000244
201667_at	1247.3	P	0.000244
201668_x_at	146.5	P	0.001221
201669_s_at	2908	P	0.000244
201670_s_at	834.7	P	0.000244
201671_x_at	765.7	P	0.000244
201672_s_at	2409.1	P	0.000244
201673_s_at	270.5	P	0.000244
201674_s_at	489.8	P	0.000244
201675_at	774	P	0.000244
201676_x_at	2253.7	P	0.000244
201677_at	156.7	P	0.000732
201678_s_at	629.6	P	0.000244
201679_at	259.5	P	0.001953
201680_x_at	1152.8	P	0.000244
201681_s_at	882.2	P	0.000732
201682_at	2467.9	P	0.000244
201683_x_at	302.2	P	0.000732
201684_s_at	564	P	0.000244
201685_s_at	244.7	P	0.000244
201686_x_at	156.5	P	0.000244
201687_s_at	892.2	P	0.000244
201688_s_at	437.6	P	0.000244
201689_s_at	709.1	P	0.000244
201690_s_at	1177.9	P	0.000244
201691_s_at	53.3	P	0.000732
201692_at	1193.7	P	0.000732
201693_s_at	91.8	P	0.030273
201694_s_at	600.6	P	0.000244
201695_s_at	869.9	P	0.000244
201696_at	1628.7	P	0.000244
201697_s_at	2579.2	P	0.000732
201698_s_at	2913.9	P	0.000244
201699_at	2705.9	P	0.000244
201700_at	555	P	0.000244
201701_s_at	290.5	P	0.000244
201702_s_at	341.3	P	0.00293
201703_s_at	431.2	P	0.001221
201704_at	215.7	P	0.030273
201705_at	1470.6	P	0.000732
201706_s_at	396	P	0.001953
201707_at	284.7	P	0.000244
201708_s_at	405.8	P	0.000244
201709_s_at	874.4	P	0.001221
201710_at	1088.1	P	0.000732
201711_x_at	801.3	P	0.000244
201712_s_at	450.1	P	0.000244
201713_s_at	1490.2	P	0.000244
201714_at	1129	P	0.000244
201715_s_at	406.9	P	0.000244
201716_at	580.8	P	0.000244
201717_at	864.7	P	0.000244
201718_s_at	293.6	P	0.001221
201719_s_at	561.9	P	0.000244
201720_s_at	5.6	A	0.567627
201721_s_at	17.3	A	0.095215
201722_s_at	519.9	P	0.000244
201723_s_at	437.2	P	0.000244
201724_s_at	406.9	P	0.000244
201725_at	2990.2	P	0.000244
201726_at	2294.2	P	0.000244
201727_s_at	405.3	P	0.000244
201728_s_at	217.3	P	0.00293
201729_s_at	845.8	P	0.000732
201730_s_at	1299.2	P	0.000244
201731_s_at	984.3	P	0.000244
201732_s_at	148.9	P	0.008057
201733_at	139.4	P	0.000244
201734_at	678.2	P	0.000244
201735_s_at	442.3	P	0.000244
201736_s_at	780.8	P	0.000244
201737_s_at	782.4	P	0.000244
201738_at	2333.2	P	0.000244
201739_at	125.6	P	0.000732
201740_at	1319.7	P	0.000244
201741_x_at	64	P	0.018555
201742_x_at	2304.2	P	0.000244
201743_at	12.4	A	0.19458
201744_s_at	0.2	A	0.962402
201745_at	2026.3	P	0.000244
201746_at	642.3	P	0.001221
201747_s_at	366.1	P	0.000244
201748_s_at	602.6	P	0.000244
201749_at	41.6	A	0.111572
201750_s_at	34.9	A	0.398926
201751_at	1190.1	P	0.000244
201752_s_at	887.8	P	0.000244
201753_s_at	1283.9	P	0.000244
201754_at	4505.4	P	0.000244
201755_at	1422.2	P	0.001953
201756_at	1651.4	P	0.000244
201757_at	3252.5	P	0.000244
201758_at	1332.9	P	0.000244
201759_at	63.5	P	0.01416
201760_s_at	1079.9	P	0.000244
201761_at	4019.1	P	0.000244
201762_s_at	699.7	P	0.000732
201763_s_at	495.2	P	0.000244
201764_at	1738.7	P	0.000732
201765_s_at	652.1	P	0.000732
201766_at	28.9	A	0.129639
201767_s_at	531.6	P	0.000732
201768_s_at	453.3	P	0.000244
201769_at	1379.6	P	0.000244
201770_at	1462.3	P	0.000244
201771_at	749.3	P	0.010742
201772_at	928.1	P	0.000244
201773_at	1072.4	P	0.000244
201774_s_at	537.3	P	0.000244
201775_s_at	168.7	P	0.001953
201776_s_at	338.6	P	0.000244
201777_s_at	170.9	P	0.00293
201778_s_at	761.1	P	0.000732
201779_s_at	541.1	P	0.000244
201780_s_at	442.6	P	0.000244
201781_s_at	262.4	P	0.000244
201782_s_at	453.3	P	0.000244
201783_s_at	325.1	P	0.001221
201784_s_at	2903.5	P	0.000244
201785_at	10	A	0.366211
201786_s_at	1423.2	P	0.000244
201787_at	109.8	A	0.080566
201788_at	768.1	P	0.000244
201789_at	2.6	A	0.366211
201790_s_at	479.9	P	0.001953
201791_s_at	488.1	P	0.000732
201792_at	3.9	A	0.932373
201793_x_at	54.6	P	0.023926
201794_s_at	470.5	P	0.000732
