^SAMPLE = GSM281775
!Sample_title = 293-tet-On-NOR1 without doxycycline
!Sample_geo_accession = GSM281775
!Sample_status = Public on Dec 10 2008
!Sample_submission_date = Apr 16 2008
!Sample_last_update_date = Aug 28 2018
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = 293-tet-On-NOR1 cells, doxycycline untreated
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 293-tet-On-NOR1 cells were cultured without doxycycline for 24 hours.
!Sample_treatment_protocol_ch1 = without doxycycline
!Sample_growth_protocol_ch1 = DMEM supplemented with 10% FCS
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = Qiagen RNeasy mini column 
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = in vitro transcription, Affymetrix protocol
!Sample_hyb_protocol = Labeled cRNA was hybridized with the array in the hybridization buffer for 16 hours.
!Sample_scan_protocol = GCOS (GeneChip operating software)
!Sample_description = To identify genes affected by NOR1 overexpression, we compared expression profiles between NOR1-induced 293-tet-On cells and its control cells.
!Sample_data_processing = GCOS (GeneChip operating software)
!Sample_platform_id = GPL570
!Sample_contact_name = Naganari,,Ohkura
!Sample_contact_email = nohkura@ncc.go.jp
!Sample_contact_phone = +81-3-3542-2511
!Sample_contact_fax = +81-3-3542-8170
!Sample_contact_department = Tumor Endocrinology Project
!Sample_contact_institute = National Cancer Center Research Institute
!Sample_contact_address = 5-1-1, Tsukiji, Chuo-ku
!Sample_contact_city = Tokyo
!Sample_contact_zip/postal_code = 104-0045
!Sample_contact_country = Japan
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM281nnn/GSM281775/suppl/GSM281775.CEL.gz
!Sample_relation = Reanalyzed by: GSE119087
!Sample_series_id = GSE11185
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = NOR1 minus dox
#ABS_CALL = 
#DETECTION P-VALUE = 
!sample_table_begin
ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
201048_x_at	118.6	P	0.030273
201049_s_at	12590.1	P	0.000244
201050_at	773.8	P	0.000244
201051_at	2077.2	P	0.000244
201052_s_at	1128.1	P	0.000244
201053_s_at	1016.8	P	0.000732
201054_at	3219.9	P	0.000244
201055_s_at	571.2	P	0.000244
201056_at	150.9	P	0.000732
201057_s_at	332.2	P	0.000732
201058_s_at	1.3	A	0.969727
201059_at	699.2	P	0.000732
201060_x_at	604.1	P	0.000244
201061_s_at	696.4	P	0.000732
201062_at	4.5	A	0.366211
201063_at	1274.4	P	0.000244
201064_s_at	1984.5	P	0.000244
201065_s_at	1722	P	0.000732
201066_at	2831.5	P	0.00293
201067_at	413.6	P	0.001221
201068_s_at	4359	P	0.000244
201069_at	52	P	0.001221
201070_x_at	610	P	0.000244
201071_x_at	4026.6	P	0.000244
201072_s_at	359.3	P	0.000244
201073_s_at	332.6	P	0.000244
201074_at	1335.4	P	0.000244
201075_s_at	560.2	P	0.000244
201076_at	948.8	P	0.000244
201077_s_at	5315.9	P	0.000244
201078_at	2396.5	P	0.000244
201079_at	782.1	P	0.000244
201080_at	191.1	P	0.000732
201081_s_at	59	P	0.000244
201082_s_at	300.4	P	0.000244
201083_s_at	1019.1	P	0.000244
201084_s_at	4932.1	P	0.000244
201085_s_at	1059.8	P	0.000244
201086_x_at	2436.5	P	0.000244
201087_at	100.9	P	0.018555
201088_at	6129.2	P	0.000244
201089_at	899.2	P	0.000244
201090_x_at	9258.2	P	0.010742
201091_s_at	2657.8	P	0.000244
201092_at	8466.5	P	0.000244
201093_x_at	2367.3	P	0.000244
201094_at	12773.4	P	0.000244
201095_at	359.9	P	0.00293
201096_s_at	1318.3	P	0.000244
201097_s_at	2300.2	P	0.000244
201098_at	1489.5	P	0.000244
201099_at	2064.7	P	0.000244
201100_s_at	3150.1	P	0.000244
201101_s_at	1436.8	P	0.000244
201102_s_at	399.7	P	0.000244
201103_x_at	1610.2	P	0.000244
201104_x_at	457.6	P	0.000732
201105_at	335.1	P	0.000732
201106_at	2887.1	P	0.001953
201107_s_at	2.2	A	0.80542
201108_s_at	21.5	A	0.334473
201109_s_at	1.1	A	0.870361
201110_s_at	21.1	P	0.001953
201111_at	2007.9	P	0.000244
201112_s_at	4895.2	P	0.000244
201113_at	2920.1	P	0.000244
201114_x_at	2470.2	P	0.000244
201115_at	828.4	P	0.000244
201116_s_at	1260.5	P	0.001953
201117_s_at	1950.4	P	0.000244
201118_at	1577.7	P	0.000244
201119_s_at	3332.2	P	0.000244
201120_s_at	2198.6	P	0.000732
201121_s_at	4077.5	P	0.000244
201122_x_at	824.9	P	0.00415
201123_s_at	2009.9	P	0.000244
201124_at	34.7	M	0.056152
201125_s_at	223.2	P	0.000244
201126_s_at	206.1	P	0.000244
201127_s_at	732.5	P	0.000244
201128_s_at	4551.8	P	0.000244
201129_at	1466.4	P	0.000244
201130_s_at	19.1	A	0.246094
201131_s_at	133.1	P	0.001221
201132_at	1953.7	P	0.000244
201133_s_at	545.7	P	0.000244
201134_x_at	6648.4	P	0.000244
201135_at	3399	P	0.000244
201136_at	2163.3	P	0.000244
201137_s_at	160.3	P	0.001953
201138_s_at	2479.6	P	0.000244
201139_s_at	2069.6	P	0.000244
201140_s_at	517.1	P	0.000244
201141_at	124.1	P	0.001221
201142_at	1113.5	P	0.000244
201143_s_at	905.9	P	0.000244
201144_s_at	3021.2	P	0.000244
201145_at	1337.4	P	0.000244
201146_at	1381.7	P	0.000244
201147_s_at	150.6	P	0.000244
201148_s_at	153.3	P	0.005859
201149_s_at	133.7	P	0.000244
201150_s_at	245.6	P	0.001221
201151_s_at	325.6	P	0.000244
201152_s_at	675.2	P	0.000244
201153_s_at	842.7	P	0.000244
201154_x_at	11567.8	P	0.000244
201155_s_at	603.3	P	0.000732
201156_s_at	517.7	P	0.000244
201157_s_at	1292.9	P	0.000244
201158_at	311.4	P	0.000244
201159_s_at	116.2	P	0.01001
201160_s_at	6518.7	P	0.000244
201161_s_at	2007.2	P	0.000244
201162_at	239.3	P	0.008057
201163_s_at	591	P	0.000244
201164_s_at	1230.5	P	0.000244
201165_s_at	1176.4	P	0.00415
201166_s_at	2493.1	P	0.000244
201167_x_at	107.8	P	0.000244
201168_x_at	677.2	P	0.001953
201169_s_at	74.7	P	0.00293
201170_s_at	321.7	P	0.000244
201171_at	226.2	P	0.000732
201172_x_at	1588	P	0.000244
201173_x_at	2148.3	P	0.000244
201174_s_at	665	P	0.000244
201175_at	1446.4	P	0.000244
201176_s_at	921	P	0.000244
201177_s_at	7262.4	P	0.000244
201178_at	1727	P	0.000244
201179_s_at	910.3	P	0.000244
201180_s_at	2345.2	P	0.000244
201181_at	472.3	P	0.000244
201182_s_at	250.1	P	0.000244
201183_s_at	829.7	P	0.000244
201184_s_at	663.6	P	0.008057
201185_at	211.4	P	0.000732
201186_at	583.9	P	0.000244
201187_s_at	2.6	A	0.432373
201188_s_at	296.6	P	0.008057
201189_s_at	461.9	P	0.000244
201190_s_at	607.3	P	0.000244
201191_at	415.9	P	0.01416
201192_s_at	333.3	P	0.000244
201193_at	1485.4	P	0.000732
201194_at	426.5	P	0.000244
201195_s_at	295.2	P	0.000244
201196_s_at	1320	P	0.000244
201197_at	2285.3	P	0.000244
201198_s_at	1670.9	P	0.000244
201199_s_at	1528.7	P	0.000244
201200_at	1983.8	P	0.000244
201201_at	3575	P	0.000732
201202_at	5620.5	P	0.000244
201203_s_at	31.5	A	0.095215
201204_s_at	178.7	P	0.000732
201205_at	24.3	A	0.080566
201206_s_at	117.2	P	0.000244
201207_at	378.9	P	0.000244
201208_s_at	137.8	P	0.030273
201209_at	2614.6	P	0.000244
201210_at	5889.4	P	0.000244
201211_s_at	683.4	P	0.000244
201212_at	562.8	P	0.00415
201213_at	115.9	P	0.000732
201214_s_at	1069.5	P	0.000244
201215_at	7183.7	P	0.000244
201216_at	1107.3	P	0.000244
201217_x_at	13550.3	P	0.000244
201218_at	2047.5	P	0.000244
201219_at	341.1	P	0.000732
201220_x_at	1964.1	P	0.000244
201221_s_at	955.9	P	0.000732
201222_s_at	767.3	P	0.000244
201223_s_at	1802.9	P	0.000244
201224_s_at	573.4	P	0.001221
201225_s_at	2058.9	P	0.000244
201226_at	4121.3	P	0.000244
201227_s_at	5214	P	0.000244
201228_s_at	141.6	P	0.001221
201229_s_at	406	P	0.000732
201230_s_at	408.4	P	0.000244
201231_s_at	10222	P	0.000244
201232_s_at	999.6	P	0.000244
201233_at	380.7	P	0.001221
201234_at	274.7	P	0.000244
201235_s_at	28.9	A	0.171387
201236_s_at	263.9	P	0.001953
201237_at	1363.9	P	0.000244
201238_s_at	2604.2	P	0.000244
201239_s_at	1572.4	P	0.000244
201240_s_at	2507.4	P	0.000244
201241_at	3272	P	0.000244
201242_s_at	897.5	P	0.000244
201243_s_at	834.4	P	0.000244
201244_s_at	883.2	P	0.000244
201245_s_at	694.5	P	0.000244
201246_s_at	254.4	P	0.00293
201247_at	254.7	P	0.001953
201248_s_at	167.4	P	0.008057
201249_at	14.6	P	0.010742
201250_s_at	291.2	P	0.000244
201251_at	3095.8	P	0.000244
201252_at	3559.8	P	0.000244
201253_s_at	3141.1	P	0.000244
201254_x_at	14583.9	P	0.000732
201255_x_at	1132.7	P	0.000244
201256_at	1382.8	P	0.000244
201257_x_at	15093.2	P	0.000244
201258_at	13479	P	0.000244
201259_s_at	1110.4	P	0.000244
201260_s_at	1272.4	P	0.000244
201261_x_at	0.9	A	0.5
201262_s_at	1.6	A	0.80542
201263_at	4378.4	P	0.000244
201264_at	1452.8	P	0.001221
201265_at	8.7	A	0.366211
201266_at	2164	P	0.000244
201267_s_at	1572.6	P	0.000244
201268_at	5011	P	0.000244
201269_s_at	28.5	P	0.046143
201270_x_at	428.5	P	0.000732
201271_s_at	248.2	P	0.000244
201272_at	2417.2	P	0.000244
201273_s_at	8159.2	P	0.000244
201274_at	2084.2	P	0.000244
201275_at	3612.3	P	0.000244
201276_at	368.9	P	0.000732
201277_s_at	6342.3	P	0.000244
201278_at	83.4	P	0.000244
201279_s_at	106.3	M	0.056152
201280_s_at	94.1	P	0.000732
201281_at	987.3	P	0.000244
201282_at	106.9	P	0.030273
201283_s_at	17.4	A	0.129639
201284_s_at	331.5	P	0.000244
201285_at	1099.7	P	0.000244
201286_at	106.9	P	0.000244
201287_s_at	261.3	P	0.01416
201288_at	0.9	A	0.919434
201289_at	537.5	P	0.000244
201290_at	5189.4	P	0.000244
201291_s_at	2909.1	P	0.000244
201292_at	2812.8	P	0.000244
201293_x_at	12184.1	P	0.000244
201294_s_at	42.2	P	0.023926
201295_s_at	8.2	A	0.095215
201296_s_at	887.2	P	0.000244
201297_s_at	380.4	P	0.000244
201298_s_at	845.5	P	0.000244
201299_s_at	339.9	P	0.000244
201300_s_at	1708.7	P	0.000244
201301_s_at	370.7	P	0.000244
201302_at	270.3	P	0.000244
201303_at	2917.5	P	0.000244
201304_at	2114.2	P	0.000244
201305_x_at	3467.4	P	0.000244
201306_s_at	4742.2	P	0.000244
201307_at	685	P	0.000244
201308_s_at	219.8	P	0.001221
201309_x_at	225.6	P	0.001221
201310_s_at	660.2	P	0.000732
201311_s_at	302.4	P	0.000732
201312_s_at	877.4	P	0.000244
201313_at	222.7	P	0.00415
201314_at	344.5	P	0.000244
201315_x_at	96.9	P	0.037598
201316_at	746.9	P	0.000244
201317_s_at	3693.1	P	0.000244
201318_s_at	3771	P	0.000244
201319_at	1082.5	P	0.000732
201320_at	203.2	P	0.00293
201321_s_at	522	P	0.000244
201322_at	7292.9	P	0.000244
201323_at	987.4	P	0.000244
201324_at	34.9	P	0.001221
201325_s_at	14.1	A	0.398926
201326_at	2635.3	P	0.000244
201327_s_at	4963	P	0.000244
201328_at	182.8	P	0.000732
201329_s_at	169.1	P	0.01416
201330_at	3475.9	P	0.01416
201331_s_at	53.2	P	0.000244
201332_s_at	10.1	A	0.601074
201333_s_at	68.9	A	0.067627
201334_s_at	852	P	0.000244
201335_s_at	48.1	P	0.010742
201336_at	1770.4	P	0.000244
201337_s_at	811.2	P	0.000244
201338_x_at	1559	P	0.000244
201339_s_at	1150.4	P	0.000244
201340_s_at	180.8	P	0.000732
201341_at	325.5	P	0.023926
201342_at	1900	P	0.000244
201343_at	1374.3	P	0.000244
201344_at	158	P	0.000244
201345_s_at	1390.7	P	0.000244
201346_at	659.1	P	0.000244
201347_x_at	728	P	0.000244
201348_at	150.8	P	0.001953
201349_at	286.3	P	0.001953
201350_at	336.7	P	0.000732
201351_s_at	3102.6	P	0.000244
201352_at	3474.5	P	0.000244
201353_s_at	136.1	P	0.000244
201354_s_at	94.7	P	0.00415
201355_s_at	5.1	A	0.633789
201356_at	1315.1	P	0.000244
201357_s_at	205	P	0.000244
201358_s_at	2797.4	P	0.000244
201359_at	1645.5	P	0.000244
201360_at	947.5	P	0.000244
201361_at	218.6	P	0.008057
201362_at	187.5	P	0.000244
201363_s_at	211.3	P	0.000244
201364_s_at	542.7	P	0.001221
201365_at	331.9	M	0.056152
201366_at	1607.2	P	0.000244
201367_s_at	62.2	P	0.037598
201368_at	834	P	0.000244
201369_s_at	79	P	0.008057
201370_s_at	302.4	P	0.000244
201371_s_at	2203.2	P	0.000244
201372_s_at	12.9	P	0.01416
201373_at	3.1	A	0.753906
201374_x_at	1.3	A	0.850342
201375_s_at	1630.4	P	0.000244
201376_s_at	1662.5	P	0.00293
201377_at	983.8	P	0.000244
201378_s_at	741.1	P	0.010742
201379_s_at	333.5	P	0.000244
201380_at	289.8	P	0.000244
201381_x_at	2599.3	P	0.000244
201382_at	45.1	P	0.001953
201383_s_at	231.8	P	0.00415
201384_s_at	678.7	P	0.000244
201385_at	5747	P	0.000732
201386_s_at	2634.2	P	0.000244
201387_s_at	4572.1	P	0.000244
201388_at	1101.2	P	0.000244
201389_at	84.2	P	0.00415
201390_s_at	2380.6	P	0.000244
201391_at	1946.9	P	0.000244
201392_s_at	151.4	P	0.000732
201393_s_at	426.5	P	0.000732
201394_s_at	228.8	P	0.000244
201395_at	674.1	P	0.000732
201396_s_at	311.7	P	0.00415
201397_at	1260.7	P	0.000244
201398_s_at	1947.9	P	0.000244
201399_s_at	1002.2	P	0.023926
201400_at	4077	P	0.000244
201401_s_at	72.5	P	0.008057
201402_at	3	A	0.665527
201403_s_at	1304.4	P	0.000244
201404_x_at	615.6	P	0.000244
201405_s_at	2483.6	P	0.000244
201406_at	15669.7	P	0.000244
201407_s_at	1116.5	P	0.000244
201408_at	368.1	P	0.000244
201409_s_at	646	P	0.000244
201410_at	725.7	P	0.000244
201411_s_at	474.9	P	0.000244
201412_at	402.4	P	0.001221
201413_at	1570.3	P	0.000244
201414_s_at	509.8	P	0.000244
201415_at	401.5	P	0.000732
201416_at	1442.3	P	0.000732
201417_at	2209.3	P	0.000244
201418_s_at	273.7	P	0.018555
201419_at	222.7	P	0.01416
201420_s_at	865.1	P	0.000244
201421_s_at	527.4	P	0.000244
201422_at	379.2	P	0.000244
201423_s_at	390.4	P	0.000244
201424_s_at	943.9	P	0.000244
201425_at	388	P	0.000732
201426_s_at	6489	P	0.000244
201427_s_at	504.4	P	0.000244
201428_at	13.1	A	0.5
201429_s_at	15446.9	P	0.000244
201430_s_at	64.4	P	0.000244
201431_s_at	321.3	P	0.000244
201432_at	668.2	P	0.000244
201433_s_at	1348.8	P	0.000244
201434_at	704.5	P	0.000732
201435_s_at	1537.8	P	0.000244
201436_at	552.2	P	0.000244
201437_s_at	1168.1	P	0.000244
201438_at	21.4	A	0.303711
201439_at	163.8	P	0.000244
201440_at	725.8	P	0.000732
201441_at	5938.9	P	0.000244
201442_s_at	20.4	P	0.037598
201443_s_at	3491.4	P	0.000244
201444_s_at	1243.7	P	0.000244
201445_at	1097.6	P	0.000244
201446_s_at	355.3	P	0.001221
201447_at	281.2	P	0.000244
201448_at	587.1	P	0.000244
201449_at	244.7	P	0.000244
201450_s_at	398.2	P	0.000244
201451_x_at	22.9	A	0.111572
201452_at	92	M	0.056152
201453_x_at	4267.1	P	0.000244
201454_s_at	1005.6	P	0.000244
201455_s_at	669.2	P	0.000244
201456_s_at	1613.8	P	0.000244
201457_x_at	5424.6	P	0.000244
201458_s_at	2380.3	P	0.000244
201459_at	2911.9	P	0.000244
201460_at	188.4	P	0.000732
201461_s_at	83.2	P	0.005859
201462_at	920.8	P	0.000244
201463_s_at	2126	P	0.000244
201464_x_at	2130.1	P	0.005859
201465_s_at	442.8	P	0.010742
201466_s_at	1459.7	P	0.000244
201467_s_at	25.2	A	0.080566
201468_s_at	54.6	P	0.001221
201469_s_at	65	P	0.00293
201470_at	3729.9	P	0.000244
201471_s_at	830.2	P	0.000732
201472_at	4102.2	P	0.000244
201473_at	83.7	P	0.01416
201474_s_at	35.1	A	0.149658
201475_x_at	1502.8	P	0.000244
201476_s_at	1264.2	P	0.000244
201477_s_at	3697.7	P	0.000244
201478_s_at	1728.7	P	0.000244
201479_at	2784.1	P	0.000244
201480_s_at	403.1	P	0.000244
201481_s_at	60.1	A	0.246094
201482_at	165.6	P	0.018555
201483_s_at	773.8	P	0.000244
201484_at	412.3	P	0.000732
201485_s_at	1794.6	P	0.000244
201486_at	3180.5	P	0.000732
201487_at	702.9	P	0.000244
201488_x_at	1711.9	P	0.000244
201489_at	1745.6	P	0.000244
201490_s_at	1637.6	P	0.000244
201491_at	2674.1	P	0.000244
201492_s_at	14760.4	P	0.000244
201493_s_at	1063.5	P	0.000732
201494_at	781	P	0.00293
201495_x_at	0.9	A	0.919434
201496_x_at	9.2	A	0.246094
201497_x_at	7.4	A	0.5
201498_at	943.4	P	0.000244
201499_s_at	905.2	P	0.000244
201500_s_at	861.3	P	0.00415
201501_s_at	770.6	P	0.000244
201502_s_at	268.5	P	0.000732
201503_at	2572.4	P	0.000244
201504_s_at	767.5	P	0.000244
201505_at	661.5	P	0.000244
201506_at	14.1	A	0.129639
201507_at	832.3	P	0.000244
201508_at	22.2	A	0.19458
201509_at	711.3	P	0.000244
201510_at	1.8	A	0.567627
201511_at	1346.9	P	0.001221
201512_s_at	683.5	P	0.000732
201513_at	366.6	P	0.000244
201514_s_at	712.4	P	0.005859
201515_s_at	1747.3	P	0.000244
201516_at	1236.3	P	0.000244
201517_at	875.7	P	0.000244
201518_at	1701.2	P	0.000244
201519_at	911.9	P	0.000244
201520_s_at	1074.5	P	0.000244
201521_s_at	454.5	P	0.000244
201522_x_at	27.8	M	0.056152
201523_x_at	1616.9	P	0.000244
201524_x_at	3732.9	P	0.000244
201525_at	26.9	A	0.303711
201526_at	758.9	P	0.00415
201527_at	2239.1	P	0.000244
201528_at	1875.1	P	0.000244
201529_s_at	1355.1	P	0.000244
201530_x_at	10156.3	P	0.000244
201531_at	194.3	P	0.023926
201532_at	5084.5	P	0.000244
201533_at	1546.5	P	0.000244
201534_s_at	467.2	P	0.000244
201535_at	452.7	P	0.000244
201536_at	358.5	P	0.000244
201537_s_at	169.6	P	0.000244
201538_s_at	110.1	P	0.000244
201539_s_at	736.5	P	0.000244
201540_at	5603.1	P	0.000244
201541_s_at	1148.3	P	0.000732
201542_at	1488.1	P	0.000244
201543_s_at	777.8	P	0.000732
201544_x_at	2652.1	P	0.000244
201545_s_at	496.6	P	0.001221
201546_at	1260.5	P	0.000244
201547_at	1.5	A	0.870361
201548_s_at	448.6	P	0.000244
201549_x_at	561.4	P	0.000244
201550_x_at	10470.6	P	0.000244
201551_s_at	321.3	P	0.001221
201552_at	1233.6	P	0.000732
201553_s_at	2941.9	P	0.000244
201554_x_at	741.2	P	0.000732
201555_at	3011.9	P	0.000244
201556_s_at	67	P	0.00293
201557_at	82	P	0.018555
201558_at	1873.6	P	0.000244
201559_s_at	662.9	P	0.000244
201560_at	1613.8	P	0.000244
201561_s_at	442	P	0.000732
201562_s_at	249.7	P	0.000244
201563_at	961.4	P	0.000244
201564_s_at	346.6	P	0.001221
201565_s_at	2422.1	P	0.000244
201566_x_at	1156.8	P	0.000732
201567_s_at	598.6	P	0.000244
201568_at	5207.3	P	0.000732
201569_s_at	1776.9	P	0.000244
201570_at	1878.5	P	0.000244
201571_s_at	384.9	P	0.000732
201572_x_at	497.9	P	0.000244
201573_s_at	1245	P	0.000244
201574_at	2589	P	0.000244
201575_at	2365.9	P	0.000244
201576_s_at	414.9	P	0.000732
201577_at	5825.2	P	0.000244
201578_at	252.1	P	0.01416
201579_at	415.3	P	0.000244
201580_s_at	263.8	P	0.000244
201581_at	785.6	P	0.000244
201582_at	182.8	P	0.000244
201583_s_at	736.9	P	0.000244
201584_s_at	2690.9	P	0.000732
201585_s_at	1663.8	P	0.000244
201586_s_at	3861.4	P	0.000244
201587_s_at	4360.5	P	0.000244
201588_at	3146.8	P	0.000244
201589_at	5258.6	P	0.000244
201590_x_at	2965.6	P	0.000244
201591_s_at	464.2	P	0.000244
201592_at	3470	P	0.000244
201593_s_at	2305.1	P	0.000244
201594_s_at	1106	P	0.000244
201595_s_at	2094.3	P	0.000244
201596_x_at	2090.5	P	0.000244
201597_at	6323.5	P	0.000244
201598_s_at	120.3	P	0.005859
201599_at	4969.7	P	0.000244
201600_at	6846.7	P	0.000244
201601_x_at	41.9	A	0.149658
201602_s_at	207.7	P	0.000244
201603_at	1252.1	P	0.000244
201604_s_at	354.1	P	0.000244
201605_x_at	152.3	P	0.023926
201606_s_at	2336	P	0.000244
201607_at	498.3	P	0.000244
201608_s_at	1217	P	0.000244
201609_x_at	1174.8	P	0.000244
201610_at	7.4	A	0.466064
201611_s_at	686.3	P	0.000244
201612_at	1717.4	P	0.000244
201613_s_at	187.6	P	0.001953
201614_s_at	1146.3	P	0.000244
201615_x_at	113.7	P	0.030273
201616_s_at	230.9	P	0.00415
201617_x_at	469	P	0.000244
201618_x_at	572.4	P	0.000244
201619_at	4227	P	0.000244
201620_at	449.2	P	0.000244
201621_at	133.3	A	0.095215
201622_at	512.1	P	0.010742
201623_s_at	3351.9	P	0.000244
201624_at	1071	P	0.000244
201625_s_at	785.1	P	0.000244
201626_at	2747.3	P	0.000244
201627_s_at	1373.3	P	0.000244
201628_s_at	1289.8	P	0.000244
201629_s_at	1562.6	P	0.000244
201630_s_at	2817.8	P	0.000244
201631_s_at	510.8	P	0.000244
201632_at	969.6	P	0.000732
201633_s_at	1010.2	P	0.000732
201634_s_at	1135.6	P	0.000244
201635_s_at	859	P	0.000244
201636_at	397.7	P	0.000244
201637_s_at	1264.1	P	0.000244
201638_s_at	42.3	A	0.149658
201639_s_at	601.9	P	0.008057
201640_x_at	415.3	P	0.00293
201641_at	1.9	A	0.828613
201642_at	1156.5	P	0.001953
201643_x_at	431.6	P	0.005859
201644_at	399.9	P	0.00415
201645_at	219.2	P	0.000244
201646_at	327.9	P	0.000244
201647_s_at	163.6	P	0.000244
201648_at	658	P	0.000244
201649_at	66.6	P	0.001953
201650_at	1081.8	P	0.000244
201651_s_at	1767.2	P	0.000244
201652_at	1791.9	P	0.000244
201653_at	3436.6	P	0.000244
201654_s_at	4.3	A	0.5
201655_s_at	34	A	0.129639
201656_at	363.5	P	0.000244
201657_at	388.6	P	0.000244
201658_at	486.1	P	0.000244
201659_s_at	578.8	P	0.000244
201660_at	539.6	P	0.000244
201661_s_at	771.7	P	0.000244
201662_s_at	1031.1	P	0.000244
201663_s_at	1518.3	P	0.000244
201664_at	3201.6	P	0.000244
201665_x_at	11384.8	P	0.000244
201666_at	1199.6	P	0.000244
201667_at	1343.1	P	0.000244
201668_x_at	164.4	P	0.000244
201669_s_at	3219.7	P	0.000244
201670_s_at	964.1	P	0.000244
201671_x_at	1002.6	P	0.000244
201672_s_at	2760.1	P	0.000244
201673_s_at	198.2	P	0.000244
201674_s_at	474.2	P	0.000244
201675_at	646.1	P	0.000732
201676_x_at	2511.1	P	0.000244
201677_at	153	P	0.000244
201678_s_at	634.7	P	0.000244
201679_at	201.7	P	0.001953
201680_x_at	1107.6	P	0.000244
201681_s_at	1027.8	P	0.000732
201682_at	3023.2	P	0.000244
201683_x_at	298.3	P	0.000732
201684_s_at	533.6	P	0.000244
201685_s_at	252.9	P	0.000244
201686_x_at	203	P	0.000244
201687_s_at	1075.5	P	0.000244
201688_s_at	421.7	P	0.000244
201689_s_at	719.8	P	0.000244
201690_s_at	1170.4	P	0.000244
201691_s_at	59.5	P	0.000732
201692_at	1538.7	P	0.000244
201693_s_at	74.3	P	0.023926
201694_s_at	466	P	0.000732
201695_s_at	1669.6	P	0.000244
201696_at	1404.2	P	0.000244
201697_s_at	2229.4	P	0.000732
201698_s_at	3568.6	P	0.000244
201699_at	3590.4	P	0.000244
201700_at	485.6	P	0.000244
201701_s_at	394	P	0.000244
201702_s_at	475.6	P	0.00293
201703_s_at	470.7	P	0.001221
201704_at	211.6	P	0.01416
201705_at	1495.2	P	0.000732
201706_s_at	363.6	P	0.001953
201707_at	289	P	0.000244
201708_s_at	378.4	P	0.000732
201709_s_at	935.3	P	0.001953
201710_at	1180.1	P	0.000244
201711_x_at	723.2	P	0.000244
201712_s_at	472	P	0.000244
201713_s_at	1367.1	P	0.000244
201714_at	1616.4	P	0.000244
201715_s_at	443.3	P	0.000244
201716_at	438.9	P	0.000732
201717_at	924.5	P	0.000244
201718_s_at	317.6	P	0.000732
201719_s_at	643.9	P	0.000244
201720_s_at	25.6	A	0.219482
201721_s_at	22.5	P	0.01416
201722_s_at	618.7	P	0.000244
201723_s_at	519.9	P	0.000244
201724_s_at	412	P	0.000244
201725_at	3954.8	P	0.000244
201726_at	3331.9	P	0.000244
201727_s_at	474.2	P	0.000244
201728_s_at	263.3	P	0.001953
201729_s_at	718.4	P	0.000732
201730_s_at	1094.2	P	0.000244
201731_s_at	1014.6	P	0.000244
201732_s_at	124	P	0.023926
201733_at	94.5	P	0.000732
201734_at	672.9	P	0.000244
201735_s_at	389	P	0.000244
201736_s_at	838.6	P	0.000244
201737_s_at	828.7	P	0.000244
201738_at	2119.9	P	0.000244
201739_at	121.5	P	0.000244
201740_at	1688.3	P	0.000244
201741_x_at	46.9	P	0.010742
201742_x_at	2641.8	P	0.000244
201743_at	16.4	A	0.171387
201744_s_at	6.8	A	0.466064
201745_at	1690.3	P	0.000244
201746_at	574.8	P	0.001221
201747_s_at	370.2	P	0.000244
201748_s_at	594.6	P	0.000732
201749_at	102.8	P	0.030273
201750_s_at	27.6	A	0.398926
201751_at	1069.2	P	0.000244
201752_s_at	623.2	P	0.000244
201753_s_at	888.9	P	0.000244
201754_at	4831.4	P	0.000244
201755_at	833.7	P	0.00293
201756_at	1591.8	P	0.000244
201757_at	4446.7	P	0.000244
201758_at	1141.3	P	0.000244
201759_at	37.3	M	0.056152
201760_s_at	1333.8	P	0.000244
201761_at	3384.6	P	0.000244
201762_s_at	785.3	P	0.000244
201763_s_at	504.3	P	0.000244
201764_at	1785.8	P	0.000732
201765_s_at	676	P	0.000244
201766_at	19.6	A	0.246094
201767_s_at	598.5	P	0.000244
201768_s_at	469.6	P	0.000244
201769_at	1304	P	0.000244
201770_at	1397.6	P	0.000244
201771_at	772	P	0.008057
201772_at	1041.8	P	0.000244
201773_at	1000.5	P	0.000244
201774_s_at	539.1	P	0.000244
201775_s_at	184.5	P	0.001953
201776_s_at	386.9	P	0.000244
201777_s_at	149.3	P	0.00293
201778_s_at	727.3	P	0.000732
201779_s_at	572.5	P	0.000244
201780_s_at	443.3	P	0.000244
201781_s_at	345.4	P	0.000244
201782_s_at	536.2	P	0.000244
201783_s_at	319	P	0.001221
201784_s_at	2572.5	P	0.000244
201785_at	20.2	A	0.246094
201786_s_at	1548.8	P	0.000244
201787_at	99.4	P	0.023926
201788_at	729.2	P	0.000244
201789_at	1.2	A	0.432373
201790_s_at	483.5	P	0.000732
