nct	om_title	group_title	evaluable_n	era	family	trial_conditions	n_trial_conditions	n_disease_keys	n_disease_keys_lenient	disease_status	disease_specificity	attributed_key	disease_value	disease_basis	trial_phases	phase_status	phase_value	phase_group_hint	registry_arm_label	registry_arm_type	arm_match_quality	n_arms_registered	registry_has_control_arm	control_status	control_basis	control_flag	producer_control_arm_candidate	group_description	registry_arm_description
NCT01648764	Number of Participants With Best Overall Response (BOR)	60 mg LY - Arm A Dose Escalation	3	1999_2009	bor	Malignant Solid Tumor ; Solid Tumor ; Metastatic Tumor	3	2	2	GROUP_SPECIFIC	NOT_A_DISEASE_UMBRELLA	solid	Malignant Solid Tumor	group/arm/outcome text names exactly one of the trial conditions	PHASE1	TRIAL_SINGLE	PHASE1	Dose Escalation			NONE	2	False	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	60 mg LY2334737 administered orally every other day for 21 days followed by 7 days without study drug (28-day treatment cycle). Participants could have received additional treatment cycles until discontinuation criterion was met.	
NCT01648764	Number of Participants With Best Overall Response (BOR)	60 mg LY - Arm B Dose Escalation	5	1999_2009	bor	Malignant Solid Tumor ; Solid Tumor ; Metastatic Tumor	3	2	2	GROUP_SPECIFIC	NOT_A_DISEASE_UMBRELLA	solid	Malignant Solid Tumor	group/arm/outcome text names exactly one of the trial conditions	PHASE1	TRIAL_SINGLE	PHASE1	Dose Escalation			NONE	2	False	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	60 mg LY2334737 administered orally every day for 7 days followed by 7 days without study drug then repeated (28-day treatment cycle). Participants could have received additional treatment cycles until discontinuation criterion was met.	
NCT01648764	Number of Participants With Best Overall Response (BOR)	70 mg LY - Arm A Dose Escalation	3	1999_2009	bor	Malignant Solid Tumor ; Solid Tumor ; Metastatic Tumor	3	2	2	GROUP_SPECIFIC	NOT_A_DISEASE_UMBRELLA	solid	Malignant Solid Tumor	group/arm/outcome text names exactly one of the trial conditions	PHASE1	TRIAL_SINGLE	PHASE1	Dose Escalation			NONE	2	False	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	70 mg LY2334737 administered orally every other day for 21 days followed by 7 days without study drug (28-day treatment cycle). Participants could have received additional treatment cycles until discontinuation criterion was met.	
NCT01648764	Number of Participants With Best Overall Response (BOR)	70 mg LY - Arm B Dose Escalation	3	1999_2009	bor	Malignant Solid Tumor ; Solid Tumor ; Metastatic Tumor	3	2	2	GROUP_SPECIFIC	NOT_A_DISEASE_UMBRELLA	solid	Malignant Solid Tumor	group/arm/outcome text names exactly one of the trial conditions	PHASE1	TRIAL_SINGLE	PHASE1	Dose Escalation			NONE	2	False	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	70 mg LY2334737 administered orally every day for 7 days followed by 7 days without study drug then repeated (28-day treatment cycle). Participants could have received additional treatment cycles until discontinuation criterion was met.	
NCT01648764	Number of Participants With Best Overall Response (BOR)	80 mg LY - Arm A Dose Escalation	3	1999_2009	bor	Malignant Solid Tumor ; Solid Tumor ; Metastatic Tumor	3	2	2	GROUP_SPECIFIC	NOT_A_DISEASE_UMBRELLA	solid	Malignant Solid Tumor	group/arm/outcome text names exactly one of the trial conditions	PHASE1	TRIAL_SINGLE	PHASE1	Dose Escalation			NONE	2	False	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	80 mg LY2334737 administered orally every other day for 21 days followed by 7 days without study drug (28-day treatment cycle). Participants could have received additional treatment cycles until discontinuation criterion was met.	
NCT01648764	Number of Participants With Best Overall Response (BOR)	80 mg LY - Arm B Dose Escalation	3	1999_2009	bor	Malignant Solid Tumor ; Solid Tumor ; Metastatic Tumor	3	2	2	GROUP_SPECIFIC	NOT_A_DISEASE_UMBRELLA	solid	Malignant Solid Tumor	group/arm/outcome text names exactly one of the trial conditions	PHASE1	TRIAL_SINGLE	PHASE1	Dose Escalation			NONE	2	False	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	80 mg LY2334737 administered orally every day for 7 days followed by 7 days without study drug then repeated (28-day treatment cycle). Participants could have received additional treatment cycles until discontinuation criterion was met.	
NCT01648764	Number of Participants With Best Overall Response (BOR)	90 mg LY - Arm A Dose Confirmation	10	1999_2009	bor	Malignant Solid Tumor ; Solid Tumor ; Metastatic Tumor	3	2	2	GROUP_SPECIFIC	NOT_A_DISEASE_UMBRELLA	solid	Malignant Solid Tumor	group/arm/outcome text names exactly one of the trial conditions	PHASE1	TRIAL_SINGLE	PHASE1				NONE	2	False	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	90 mg LY2334737 administered orally every other day for 21 days followed by 7 days without study drug (28-day treatment cycle). Participants could have received additional treatment cycles until discontinuation criterion was met.	
NCT01648764	Number of Participants With Best Overall Response (BOR)	90 mg LY - Arm A Dose Escalation	2	1999_2009	bor	Malignant Solid Tumor ; Solid Tumor ; Metastatic Tumor	3	2	2	GROUP_SPECIFIC	NOT_A_DISEASE_UMBRELLA	solid	Malignant Solid Tumor	group/arm/outcome text names exactly one of the trial conditions	PHASE1	TRIAL_SINGLE	PHASE1	Dose Escalation			NONE	2	False	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	90 mg LY2334737 administered orally every other day for 21 days followed by 7 days without study drug (28-day treatment cycle). Participants could have received additional treatment cycles until discontinuation criterion was met.	
NCT01648764	Number of Participants With Best Overall Response (BOR)	90 mg LY - Arm B Dose Escalation	4	1999_2009	bor	Malignant Solid Tumor ; Solid Tumor ; Metastatic Tumor	3	2	2	GROUP_SPECIFIC	NOT_A_DISEASE_UMBRELLA	solid	Malignant Solid Tumor	group/arm/outcome text names exactly one of the trial conditions	PHASE1	TRIAL_SINGLE	PHASE1	Dose Escalation			NONE	2	False	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	90 mg LY2334737 administered orally every day for 7 days followed by 7 days without study drug then repeated (28-day treatment cycle). Participants could have received additional treatment cycles until discontinuation criterion was met.	
NCT01124734	Clinical Response to High-Dose Interleukin-2 (H-D IL-2) Followed by Low Dose Temozolomide	Course 1 Cycle 1	17	2010_2013	bor	Malignant Melanoma	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	melanoma	Malignant Melanoma	trial lists exactly one condition	PHASE2	TRIAL_SINGLE	PHASE2		Course 1 Cycle 1 and Cycle 2	EXPERIMENTAL	CONTAINMENT	1	False	UNKNOWN_WEAK_MATCH_ONLY	only a substring match to registry arm 'Course 1 Cycle 1 and Cycle 2' (type=EXPERIMENTAL); not group-supported		False	This study is a single arm study. All participants received the same treatment regimen.  Participants were given High-Dose Interleukin-2 (HD IL-2) 600,000 IU/kg, up to 14 doses at 8 hour intervals.  Interleukin-2: up to a maximum of 14 doses at 600,000 IU/kg	Course 1 Cycle 1: Participants will be given high-dose Interleukin-2 (HD IL-2) 600,000 IU/kg, up to 14 doses at 8 hour intervals.  Course 1 Cycle 2: Participants will be given high-dose Interleukin-2 (HD IL-2) 600,000 IU/kg, up to 14 doses at 8 hour intervals. On the day after discharge, patients will be given oral temozolomide at 75 mg/m2 daily for 21 days.
NCT01124734	Clinical Response to High-Dose Interleukin-2 (H-D IL-2) Followed by Low Dose Temozolomide	Course 1 Cycle 2	16	2010_2013	bor	Malignant Melanoma	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	melanoma	Malignant Melanoma	trial lists exactly one condition	PHASE2	TRIAL_SINGLE	PHASE2				NONE	1	False	NOT_CONTROL_SINGLE_ARM_TRIAL	trial registers 1 arm group(s)		False	Patients will be given High-Dose Interleukin-2 (HD IL-2) 600,000 IU/kg, up to 14 doses at 8 hour intervals. On the day after discharge, patients will be given oral temozolomide at 75 mg/m2 daily for 21 days.  Interleukin-2: up to a maximum of 14 doses at 600,000 IU/kg  Temozolomide: Patients would receive temozolomide at 75 mg/m2 after discharge from receipt of the second cycle of high dose IL-2. 	
NCT01188876	Best Overall Response	Carboplatin/Pralatrexate	48	2010_2013	bor	Ovarian Cancer ; Fallopian Tube Cancer ; Peritoneal Cancer	3	3	3	MIXED	UNASSIGNABLE			3 distinct disease keys at trial level, no single-disease group evidence	PHASE1/PHASE2	MIXED	PHASE1/PHASE2		Carboplatin/Pralatrexate	EXPERIMENTAL	EXACT	1	False	NOT_CONTROL	registry arm 'Carboplatin/Pralatrexate' type=EXPERIMENTAL (EXACT match)		False	carboplatin: Given intravenously on Day 1 of each 28-day cycle  pralatrexate: Given intravenously on Day 1 and Day 15 of each 28-day cycle.	
NCT01256359	Objective Response Rate	Docetaxel and AZD6244	32	2010_2013	bor	Melanoma	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	melanoma	Melanoma	trial lists exactly one condition	PHASE2	TRIAL_SINGLE	PHASE2		Docetaxel and AZD6244	EXPERIMENTAL	EXACT	2	False	NOT_CONTROL	registry arm 'Docetaxel and AZD6244' type=EXPERIMENTAL (EXACT match)		False	Docetaxel with AZD6244  Docetaxel and AZD6244: Docetaxel 75mg/m2 IV and AZD6244 75mg bd daily. Docetaxel will be administered every 3 weeks for a maximum 6 cycles, but AZD6244 may be continued beyond this, until disease progression.	Docetaxel with AZD6244
NCT01256359	Objective Response Rate	Docetaxel and Placebo	40	2010_2013	bor	Melanoma	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	melanoma	Melanoma	trial lists exactly one condition	PHASE2	TRIAL_SINGLE	PHASE2		Docetaxel and Placebo	EXPERIMENTAL	EXACT	2	False	NOT_CONTROL	registry arm 'Docetaxel and Placebo' type=EXPERIMENTAL (EXACT match)		True	Docetaxel without AZD6244  Docetaxel and placebo: Docetaxel 75mg/m2 IV and placebo given bd. Docetaxel will be administered every 3 weeks for a maximum 6 cycles, but placebo may be continued beyond this, until disease progression.	Docetaxel without AZD6244
NCT01256359	Objective Response Rate in Patients With Mutated NRAS	Docetaxel and AZD6244	16	2010_2013	bor	Melanoma	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	melanoma	Melanoma	trial lists exactly one condition	PHASE2	TRIAL_SINGLE	PHASE2		Docetaxel and AZD6244	EXPERIMENTAL	EXACT	2	False	NOT_CONTROL	registry arm 'Docetaxel and AZD6244' type=EXPERIMENTAL (EXACT match)		False	Docetaxel with AZD6244  Docetaxel and AZD6244: Docetaxel 75mg/m2 IV and AZD6244 75mg bd daily. Docetaxel will be administered every 3 weeks for a maximum 6 cycles, but AZD6244 may be continued beyond this, until disease progression.	Docetaxel with AZD6244
NCT01256359	Objective Response Rate in Patients With Mutated NRAS	Docetaxel and Placebo	17	2010_2013	bor	Melanoma	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	melanoma	Melanoma	trial lists exactly one condition	PHASE2	TRIAL_SINGLE	PHASE2		Docetaxel and Placebo	EXPERIMENTAL	EXACT	2	False	NOT_CONTROL	registry arm 'Docetaxel and Placebo' type=EXPERIMENTAL (EXACT match)		True	Docetaxel without AZD6244  Docetaxel and placebo: Docetaxel 75mg/m2 IV and placebo given bd. Docetaxel will be administered every 3 weeks for a maximum 6 cycles, but placebo may be continued beyond this, until disease progression.	Docetaxel without AZD6244
NCT01256359	Objective Response Rate in Patients With WT NRAS	Docetaxel and AZD6244	9	2010_2013	bor	Melanoma	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	melanoma	Melanoma	trial lists exactly one condition	PHASE2	TRIAL_SINGLE	PHASE2		Docetaxel and AZD6244	EXPERIMENTAL	EXACT	2	False	NOT_CONTROL	registry arm 'Docetaxel and AZD6244' type=EXPERIMENTAL (EXACT match)		False	Docetaxel with AZD6244  Docetaxel and AZD6244: Docetaxel 75mg/m2 IV and AZD6244 75mg bd daily. Docetaxel will be administered every 3 weeks for a maximum 6 cycles, but AZD6244 may be continued beyond this, until disease progression.	Docetaxel with AZD6244
NCT01256359	Objective Response Rate in Patients With WT NRAS	Docetaxel and Placebo	14	2010_2013	bor	Melanoma	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	melanoma	Melanoma	trial lists exactly one condition	PHASE2	TRIAL_SINGLE	PHASE2		Docetaxel and Placebo	EXPERIMENTAL	EXACT	2	False	NOT_CONTROL	registry arm 'Docetaxel and Placebo' type=EXPERIMENTAL (EXACT match)		True	Docetaxel without AZD6244  Docetaxel and placebo: Docetaxel 75mg/m2 IV and placebo given bd. Docetaxel will be administered every 3 weeks for a maximum 6 cycles, but placebo may be continued beyond this, until disease progression.	Docetaxel without AZD6244
NCT01296932	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	BI 836826 1 Milligram	3	2010_2013	bor	Leukemia, Lymphocytic, Chronic, B-Cell	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	leukemia lymphocytic chronic b cell	Leukemia, Lymphocytic, Chronic, B-Cell	trial lists exactly one condition	PHASE1	TRIAL_SINGLE	PHASE1				NONE	1	False	NOT_CONTROL_SINGLE_ARM_TRIAL	trial registers 1 arm group(s)		False	Patients were administered BI 836826-1 milligram solution for infusion after dilution intravenously as one single dose within a 14-day cycle	
NCT01296932	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	BI 836826 100 Milligram	3	2010_2013	bor	Leukemia, Lymphocytic, Chronic, B-Cell	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	leukemia lymphocytic chronic b cell	Leukemia, Lymphocytic, Chronic, B-Cell	trial lists exactly one condition	PHASE1	TRIAL_SINGLE	PHASE1				NONE	1	False	NOT_CONTROL_SINGLE_ARM_TRIAL	trial registers 1 arm group(s)		False	Patients were administered BI 836826-100 milligram solution for infusion after dilution intravenously as two doses within the first cycle followed by single doses within all following 14-day cycles	
NCT01296932	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	BI 836826 200 Milligram	6	2010_2013	bor	Leukemia, Lymphocytic, Chronic, B-Cell	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	leukemia lymphocytic chronic b cell	Leukemia, Lymphocytic, Chronic, B-Cell	trial lists exactly one condition	PHASE1	TRIAL_SINGLE	PHASE1				NONE	1	False	NOT_CONTROL_SINGLE_ARM_TRIAL	trial registers 1 arm group(s)		False	Patients were administered BI 836826-200 milligram solution for infusion after dilution intravenously as two doses within the first cycle followed by single doses within all following 14-day cycles	
NCT01296932	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	BI 836826 25 Milligram	5	2010_2013	bor	Leukemia, Lymphocytic, Chronic, B-Cell	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	leukemia lymphocytic chronic b cell	Leukemia, Lymphocytic, Chronic, B-Cell	trial lists exactly one condition	PHASE1	TRIAL_SINGLE	PHASE1				NONE	1	False	NOT_CONTROL_SINGLE_ARM_TRIAL	trial registers 1 arm group(s)		False	Patients were administered BI 836826-25 milligram solution for infusion after dilution intravenously as two doses within the first cycle followed by single doses within all following 14-day cycles	
NCT01296932	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	BI 836826 3 Milligram	3	2010_2013	bor	Leukemia, Lymphocytic, Chronic, B-Cell	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	leukemia lymphocytic chronic b cell	Leukemia, Lymphocytic, Chronic, B-Cell	trial lists exactly one condition	PHASE1	TRIAL_SINGLE	PHASE1				NONE	1	False	NOT_CONTROL_SINGLE_ARM_TRIAL	trial registers 1 arm group(s)		False	Patients were administered BI 836826-3 milligram solution for infusion after dilution intravenously as one single dose within a 14-day cycle	
NCT01296932	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	BI 836826 400 Milligram	3	2010_2013	bor	Leukemia, Lymphocytic, Chronic, B-Cell	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	leukemia lymphocytic chronic b cell	Leukemia, Lymphocytic, Chronic, B-Cell	trial lists exactly one condition	PHASE1	TRIAL_SINGLE	PHASE1				NONE	1	False	NOT_CONTROL_SINGLE_ARM_TRIAL	trial registers 1 arm group(s)		False	Patients were administered BI 836826-400 milligram solution for infusion after dilution intravenously as two doses within the first cycle followed by single doses within all following 14-day cycles	
NCT01296932	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	BI 836826 50 Milligram	3	2010_2013	bor	Leukemia, Lymphocytic, Chronic, B-Cell	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	leukemia lymphocytic chronic b cell	Leukemia, Lymphocytic, Chronic, B-Cell	trial lists exactly one condition	PHASE1	TRIAL_SINGLE	PHASE1				NONE	1	False	NOT_CONTROL_SINGLE_ARM_TRIAL	trial registers 1 arm group(s)		False	Patients were administered BI 836826-50 milligram solution for infusion after dilution intravenously as two doses within the first cycle followed by single doses within all following 14-day cycles	
NCT01296932	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	BI 836826 800 Milligram	4	2010_2013	bor	Leukemia, Lymphocytic, Chronic, B-Cell	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	leukemia lymphocytic chronic b cell	Leukemia, Lymphocytic, Chronic, B-Cell	trial lists exactly one condition	PHASE1	TRIAL_SINGLE	PHASE1				NONE	1	False	NOT_CONTROL_SINGLE_ARM_TRIAL	trial registers 1 arm group(s)		False	Patients were administered BI 836826-800 milligram solution for infusion after dilution intravenously as two doses within the first cycle followed by single doses within all following 14-day cycles	
NCT01296932	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	BI 836826 9 Milligram	6	2010_2013	bor	Leukemia, Lymphocytic, Chronic, B-Cell	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	leukemia lymphocytic chronic b cell	Leukemia, Lymphocytic, Chronic, B-Cell	trial lists exactly one condition	PHASE1	TRIAL_SINGLE	PHASE1				NONE	1	False	NOT_CONTROL_SINGLE_ARM_TRIAL	trial registers 1 arm group(s)		False	Patients were administered BI 836826-9 milligram solution for infusion after dilution intravenously as one or two doses within the first cycle followed by single doses within all following 14-day cycles	
NCT01325207	Best Response to IT Trastuzumab: Radiological, Cytological and Clinical in Treatment With Intrathecal Trastuzumab for Patients With Leptomeningeal Metastases in HER2+ Breast Cancer.	Cohort 5 + Phase II - Intrathecal Trastuzumab- 80 mg	26	2010_2013	bor	Breast Cancer	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	breast	Breast Cancer	trial lists exactly one condition	PHASE1/PHASE2	MIXED	PHASE1/PHASE2	Phase II			NONE	1	False	NOT_CONTROL_SINGLE_ARM_TRIAL	trial registers 1 arm group(s)		False	Intrathecal Trastuzumab will be administered at the MTD determined dose of 80 mg IT.  Trastuzumab: Trastuzumab will be administered twice per week for 4 weeks, then once per week for 4 weeks, and then every 2 weeks.  1 cycle = 28 days	
