classification	overwrite_scope	conflicting_overwrite	nct_id	shard	query_family	outcome_measure_index	outcome_measure_title	outcome_measure_type	param_type	unit_of_measure	time_frame	population_description	group_id	group_title	n_classes_in_om	classes_contributing	class_titles_contributing	cells_CR	cells_PR	cells_SD	cells_PD	evaluable_n_sum_of_cells	reported_denominator_participants	all_categories_in_contributing_classes_sum	sum_minus_reported_denominator	categories_matched	categories_dropped	reason	source_pointer
unsupported	none	False	NCT02263508	ctg_results_bor_2014_2017	bor	19	Phase 3: Best Overall Response Assessed Using Modified irRC-RECIST	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Tumor assessments were performed every 12 weeks after initiation of treatment until confirmed PD or start of new anticancer treatment; median (range) time on follow-up was 30.6 (0.6, 53.0) months and 31.4 (0.3, 52.5) months in each group, respectively.	All participants randomized in Phase 3	OG001	Phase 3: Talimogene Laherparepvec + Pembrolizumab	1	0	<untitled>	50	120	51	65	286	346	346	-60	Complete response (iCR) | Partial response (iPR) | Stable disease (iSD) | Progressive disease (iPD)	Unevaluable (iUE) | Missing	sum of cells 286 != reported denominator 346 (difference -60)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02263508] :: outcomeMeasures[19] :: groups[OG001]
unsupported	none	False	NCT03088540	ctg_results_bor_2014_2017	bor	3	Best Overall Response (BOR) Per IRC	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 73.5 months	FAS included all randomized participants.	OG000	Cemiplimab	1	0	<untitled>	30	121	90	76	317	357	357	-40	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Non-CR/Non-PD | Not Evaluable (NE)	sum of cells 317 != reported denominator 357 (difference -40)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT03088540] :: outcomeMeasures[3] :: groups[OG000]
unsupported	none	False	NCT03088540	ctg_results_bor_2014_2017	bor	3	Best Overall Response (BOR) Per IRC	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 73.5 months	FAS included all randomized participants.	OG001	Chemotherapy	1	0	<untitled>	4	72	175	56	307	355	355	-48	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Non-CR/Non-PD | Not Evaluable (NE)	sum of cells 307 != reported denominator 355 (difference -48)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT03088540] :: outcomeMeasures[3] :: groups[OG001]
unsupported	none	False	NCT02895360	ctg_results_bor_2014_2017	bor	6	Anti-tumor Activity of BAL101553 by Best Response Rate Per RECIST / RANO Criteria	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	28 day cycles	FAP:  Patients who receive at least one partial or complete dose of BAL101553.  EEP:  Patients with progressive disease who completed at least Cycle 1 dosing and at least one on-study tumor assessment	OG000	Phase 1- in the FAP	1	0	<untitled>	1	0	3	15	19	20	20	-1	Complete response | Partial response | Stable disease | Progressive disease	Missing	sum of cells 19 != reported denominator 20 (difference -1)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02895360] :: outcomeMeasures[6] :: groups[OG000]
valid	none	False	NCT02895360	ctg_results_bor_2014_2017	bor	6	Anti-tumor Activity of BAL101553 by Best Response Rate Per RECIST / RANO Criteria	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	28 day cycles	FAP:  Patients who receive at least one partial or complete dose of BAL101553.  EEP:  Patients with progressive disease who completed at least Cycle 1 dosing and at least one on-study tumor assessment	OG001	Phase 2a - Patients With Ovarian Cancer in the FAP	1	0	<untitled>	0	0	4	7	11	11	11	0	Complete response | Partial response | Stable disease | Progressive disease	Missing	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02895360] :: outcomeMeasures[6] :: groups[OG001]
valid	none	False	NCT02895360	ctg_results_bor_2014_2017	bor	6	Anti-tumor Activity of BAL101553 by Best Response Rate Per RECIST / RANO Criteria	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	28 day cycles	FAP:  Patients who receive at least one partial or complete dose of BAL101553.  EEP:  Patients with progressive disease who completed at least Cycle 1 dosing and at least one on-study tumor assessment	OG002	Phase 2a - Patients With Ovarian Cancer in the EEP	1	0	<untitled>	0	0	3	5	8	8	8	0	Complete response | Partial response | Stable disease | Progressive disease	Missing	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02895360] :: outcomeMeasures[6] :: groups[OG002]
valid	none	False	NCT02895360	ctg_results_bor_2014_2017	bor	6	Anti-tumor Activity of BAL101553 by Best Response Rate Per RECIST / RANO Criteria	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	28 day cycles	FAP:  Patients who receive at least one partial or complete dose of BAL101553.  EEP:  Patients with progressive disease who completed at least Cycle 1 dosing and at least one on-study tumor assessment	OG003	Phase 2a - Patients With Recurrent Glioblastoma in the FAP	1	0	<untitled>	0	1	2	9	12	12	12	0	Complete response | Partial response | Stable disease | Progressive disease	Missing	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02895360] :: outcomeMeasures[6] :: groups[OG003]
valid	none	False	NCT02895360	ctg_results_bor_2014_2017	bor	6	Anti-tumor Activity of BAL101553 by Best Response Rate Per RECIST / RANO Criteria	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	28 day cycles	FAP:  Patients who receive at least one partial or complete dose of BAL101553.  EEP:  Patients with progressive disease who completed at least Cycle 1 dosing and at least one on-study tumor assessment	OG004	Phase 2a - Patients With Recurrent Glioblastoma in the EEP	1	0	<untitled>	0	1	1	6	8	8	8	0	Complete response | Partial response | Stable disease | Progressive disease	Missing	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02895360] :: outcomeMeasures[6] :: groups[OG004]
unsupported	none	False	NCT02509507	ctg_results_bor_2014_2017	bor	4	Best Overall Response (BOR) Per Modified irRC-RECIST	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 297 weeks	Full Analysis Set: Included all participants who received at least 1 dose of talimogene laherparepvec in monotherapy and combination cohorts and at least 1 dose of pembrolizumab in combination cohorts	OG000	Part 1: Monotherapy Group A	1	0	<untitled>	0	0	1	7	8	23	23	-15	CR | PR | SD | PD	UE | Not Done	sum of cells 8 != reported denominator 23 (difference -15)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02509507] :: outcomeMeasures[4] :: groups[OG000]
unsupported	none	False	NCT02509507	ctg_results_bor_2014_2017	bor	4	Best Overall Response (BOR) Per Modified irRC-RECIST	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 297 weeks	Full Analysis Set: Included all participants who received at least 1 dose of talimogene laherparepvec in monotherapy and combination cohorts and at least 1 dose of pembrolizumab in combination cohorts	OG001	Part 1: Monotherapy Group B	1	0	<untitled>	0	0	1	1	2	5	5	-3	CR | PR | SD | PD	UE | Not Done	sum of cells 2 != reported denominator 5 (difference -3)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02509507] :: outcomeMeasures[4] :: groups[OG001]
unsupported	none	False	NCT02509507	ctg_results_bor_2014_2017	bor	4	Best Overall Response (BOR) Per Modified irRC-RECIST	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 297 weeks	Full Analysis Set: Included all participants who received at least 1 dose of talimogene laherparepvec in monotherapy and combination cohorts and at least 1 dose of pembrolizumab in combination cohorts	OG002	Part 1: Combination Therapy Group A	1	0	<untitled>	0	2	4	10	16	24	24	-8	CR | PR | SD | PD	UE | Not Done	sum of cells 16 != reported denominator 24 (difference -8)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02509507] :: outcomeMeasures[4] :: groups[OG002]
unsupported	none	False	NCT02509507	ctg_results_bor_2014_2017	bor	4	Best Overall Response (BOR) Per Modified irRC-RECIST	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 297 weeks	Full Analysis Set: Included all participants who received at least 1 dose of talimogene laherparepvec in monotherapy and combination cohorts and at least 1 dose of pembrolizumab in combination cohorts	OG003	Part 1: Combination Therapy Group B	1	0	<untitled>	0	3	6	3	12	22	22	-10	CR | PR | SD | PD	UE | Not Done	sum of cells 12 != reported denominator 22 (difference -10)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02509507] :: outcomeMeasures[4] :: groups[OG003]
unsupported	none	False	NCT02509507	ctg_results_bor_2014_2017	bor	4	Best Overall Response (BOR) Per Modified irRC-RECIST	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 297 weeks	Full Analysis Set: Included all participants who received at least 1 dose of talimogene laherparepvec in monotherapy and combination cohorts and at least 1 dose of pembrolizumab in combination cohorts	OG004	Part 2: Hormone Receptor Positive Breast Cancer (HRBC)	1	0	<untitled>	0	1	1	3	5	10	10	-5	CR | PR | SD | PD	UE | Not Done	sum of cells 5 != reported denominator 10 (difference -5)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02509507] :: outcomeMeasures[4] :: groups[OG004]
unsupported	none	False	NCT02509507	ctg_results_bor_2014_2017	bor	4	Best Overall Response (BOR) Per Modified irRC-RECIST	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 297 weeks	Full Analysis Set: Included all participants who received at least 1 dose of talimogene laherparepvec in monotherapy and combination cohorts and at least 1 dose of pembrolizumab in combination cohorts	OG005	Part 2: Triple Negative Breast Cancer (TNBC)	1	0	<untitled>	2	1	1	5	9	18	18	-9	CR | PR | SD | PD	UE | Not Done	sum of cells 9 != reported denominator 18 (difference -9)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02509507] :: outcomeMeasures[4] :: groups[OG005]
unsupported	none	False	NCT02509507	ctg_results_bor_2014_2017	bor	4	Best Overall Response (BOR) Per Modified irRC-RECIST	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 297 weeks	Full Analysis Set: Included all participants who received at least 1 dose of talimogene laherparepvec in monotherapy and combination cohorts and at least 1 dose of pembrolizumab in combination cohorts	OG006	Part 2: Cutaneous Squamous Cell Carcinoma (CSCC)	1	0	<untitled>	0	1	1	2	4	10	10	-6	CR | PR | SD | PD	UE | Not Done	sum of cells 4 != reported denominator 10 (difference -6)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02509507] :: outcomeMeasures[4] :: groups[OG006]
unsupported	none	False	NCT02509507	ctg_results_bor_2014_2017	bor	4	Best Overall Response (BOR) Per Modified irRC-RECIST	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 297 weeks	Full Analysis Set: Included all participants who received at least 1 dose of talimogene laherparepvec in monotherapy and combination cohorts and at least 1 dose of pembrolizumab in combination cohorts	OG007	Part 2: Basal Cell Carcinoma (BCC)	1	0	<untitled>	0	1	2	0	3	5	5	-2	CR | PR | SD | PD	UE | Not Done	sum of cells 3 != reported denominator 5 (difference -2)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02509507] :: outcomeMeasures[4] :: groups[OG007]
unsupported	none	False	NCT02509507	ctg_results_bor_2014_2017	bor	4	Best Overall Response (BOR) Per Modified irRC-RECIST	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 297 weeks	Full Analysis Set: Included all participants who received at least 1 dose of talimogene laherparepvec in monotherapy and combination cohorts and at least 1 dose of pembrolizumab in combination cohorts	OG008	Part 2: Colorectal Adenocarcinoma (CRC)	1	0	<untitled>	0	0	3	1	4	10	10	-6	CR | PR | SD | PD	UE | Not Done	sum of cells 4 != reported denominator 10 (difference -6)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02509507] :: outcomeMeasures[4] :: groups[OG008]
unsupported	none	False	NCT02762981	ctg_results_bor_2014_2017	bor	7	Best Response Rate in Participants With Tumor Glucocorticoid Receptor (GR) Above or Below the Median Overall Level	OTHER_PRE_SPECIFIED	COUNT_OF_PARTICIPANTS	Participants	Up to 512 days	The population was all enrolled participants who received at least 1 dose of relacorilant and had tumor biopsy tissue assessed for GR. These data were planned to be summarized by GR H-score category: 	OG000	GR H-score Above the Overall Median	1	0	<untitled>	1	3	7	4	15	16	16	-1	Complete response | Partial response | Stable disease | Progressive disease	Missing or not evaluable	sum of cells 15 != reported denominator 16 (difference -1)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02762981] :: outcomeMeasures[7] :: groups[OG000]
unsupported	none	False	NCT02762981	ctg_results_bor_2014_2017	bor	7	Best Response Rate in Participants With Tumor Glucocorticoid Receptor (GR) Above or Below the Median Overall Level	OTHER_PRE_SPECIFIED	COUNT_OF_PARTICIPANTS	Participants	Up to 512 days	The population was all enrolled participants who received at least 1 dose of relacorilant and had tumor biopsy tissue assessed for GR. These data were planned to be summarized by GR H-score category: 	OG001	GR H-score Below the Overall Median	1	0	<untitled>	0	1	7	4	12	16	16	-4	Complete response | Partial response | Stable disease | Progressive disease	Missing or not evaluable	sum of cells 12 != reported denominator 16 (difference -4)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02762981] :: outcomeMeasures[7] :: groups[OG001]
unsupported	none	False	NCT02124772	ctg_results_bor_2014_2017	bor	10	Best Overall Response (BOR) Based on RECIST v1.1, RANO and Dombi Criteria and as Per Investigator Assessment	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From the day of the first dose of any study drug up to the last dose, up to maximum duration of 63 months	All subjects who received at least one dose of trametinib in Part A and Part B or at least one dose of any component of the combination in Part C and Part D	OG000	Part A - TMT 0.0125 mg/kg/Day	1	0	<untitled>	0	0	1	0	1	3	3	-2	Complete response (CR) | Partial response (PR) | Stable disease (SD) | Progressive disease (PD)	Non-CR/Non-PD | Unknown | Missing	sum of cells 1 != reported denominator 3 (difference -2)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02124772] :: outcomeMeasures[10] :: groups[OG000]
unsupported	none	False	NCT02124772	ctg_results_bor_2014_2017	bor	10	Best Overall Response (BOR) Based on RECIST v1.1, RANO and Dombi Criteria and as Per Investigator Assessment	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From the day of the first dose of any study drug up to the last dose, up to maximum duration of 63 months	All subjects who received at least one dose of trametinib in Part A and Part B or at least one dose of any component of the combination in Part C and Part D	OG001	Part A - TMT 0.025 mg/kg/Day	1	0	<untitled>	0	1	2	0	3	19	19	-16	Complete response (CR) | Partial response (PR) | Stable disease (SD) | Progressive disease (PD)	Non-CR/Non-PD | Unknown | Missing	sum of cells 3 != reported denominator 19 (difference -16)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02124772] :: outcomeMeasures[10] :: groups[OG001]
unsupported	none	False	NCT02124772	ctg_results_bor_2014_2017	bor	10	Best Overall Response (BOR) Based on RECIST v1.1, RANO and Dombi Criteria and as Per Investigator Assessment	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From the day of the first dose of any study drug up to the last dose, up to maximum duration of 63 months	All subjects who received at least one dose of trametinib in Part A and Part B or at least one dose of any component of the combination in Part C and Part D	OG002	Part A - TMT 0.032 mg/kg/Day	1	0	<untitled>	0	1	3	2	6	12	12	-6	Complete response (CR) | Partial response (PR) | Stable disease (SD) | Progressive disease (PD)	Non-CR/Non-PD | Unknown | Missing	sum of cells 6 != reported denominator 12 (difference -6)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02124772] :: outcomeMeasures[10] :: groups[OG002]
unsupported	none	False	NCT02124772	ctg_results_bor_2014_2017	bor	10	Best Overall Response (BOR) Based on RECIST v1.1, RANO and Dombi Criteria and as Per Investigator Assessment	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From the day of the first dose of any study drug up to the last dose, up to maximum duration of 63 months	All subjects who received at least one dose of trametinib in Part A and Part B or at least one dose of any component of the combination in Part C and Part D	OG003	Part A - TMT 0.04 mg/kg/Day	1	0	<untitled>	0	0	4	0	4	16	16	-12	Complete response (CR) | Partial response (PR) | Stable disease (SD) | Progressive disease (PD)	Non-CR/Non-PD | Unknown | Missing	sum of cells 4 != reported denominator 16 (difference -12)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02124772] :: outcomeMeasures[10] :: groups[OG003]
