row_key	input_key_nct_id	input_key_om_index	input_key_group_id	payload_shard	cache_revision	om_title	om_type	param_type	unit_of_measure	time_frame	population_description	group_title	n_classes_in_om	n_contributing_classes	contributing_class_indices	class_titles_contributing	reported_denominator_participants	denominator_provenance	denominator_units_available	n_source_categories	n_source_categories_integer	n_distinct_source_category_titles	n_categories_kept_by_producer	full_category_vector	categories_kept_by_producer_with_values	categories_dropped_by_producer_with_values	dropped_response_bearing_categories_with_values	dropped_non_evaluable_categories_with_values	dropped_unclassified_categories_with_values	all_categories_contributing_classes_sum	job1_evaluable_n_sum_of_four_producer_cells	job1_all_categories_in_contributing_classes_sum	evaluable_n_minus_reported_denominator	all_categories_sum_minus_reported_denominator	job1_column26_original_label	job1_column26_value_carried_unchanged	producer_label_collision_within_class	producer_label_collision_across_classes	producer_label_collision_value_conflicting	producer_colliding_labels	job1_classification_carried	category_vector_source	leaf_qa_coverage	denominator_state	category_preservation_state	proportion_suitability	unresolved_reason_codes	advisory_flag_codes	rate_derived	source_pointer
NCT01807182|OM0|OG000	NCT01807182	0	OG000	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Number of Participants in Each Clinical Response Category	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	Up to 24 weeks post infusion		Treatment (TIL, Combination Chemotherapy, Aldesleukin)	1	1	0	<untitled>	10	outcomeMeasures[0].denoms[units=Participants].counts[groupId=OG000].value	Participants	4	4	4	4	[class 0] Complete Response=2|[class 0] Partial Response=2|[class 0] Progressive Disease=2|[class 0] Stable Disease=4	[class 0] Complete Response=2|[class 0] Partial Response=2|[class 0] Progressive Disease=2|[class 0] Stable Disease=4					10	10	10	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NONE	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01807182] :: outcomeMeasures[0] :: groups[OG000]
NCT01832727|OM3|OG000	NCT01832727	3	OG000	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Best Overall Response in Phase 2 as Assessed by Investigator	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	Screening: Day 14 to Day -1; During study: Day 1 up to 13.16 months	Safety Population	Phase 2 300 mg 2/7 Schedule	1	1	0	<untitled>	18	outcomeMeasures[3].denoms[units=Participants].counts[groupId=OG000].value	Participants	10	10	10	4	[class 0] Stringent Complete Response (sCR)=0|[class 0] Complete Response (CR)=1|[class 0] Near Complete Response (nCR)=0|[class 0] Very Good Partial Response (VGPR)=2|[class 0] Partial Response (PR)=9|[class 0] Minimal Response (MR)=1|[class 0] Stable Disease (SD)=2|[class 0] Progressive Disease (PD)=1|[class 0] Not Evaluable (NE)=2|[class 0] Unknown=0	[class 0] Complete Response (CR)=1|[class 0] Partial Response (PR)=9|[class 0] Stable Disease (SD)=2|[class 0] Progressive Disease (PD)=1	[class 0] Stringent Complete Response (sCR)=0|[class 0] Near Complete Response (nCR)=0|[class 0] Very Good Partial Response (VGPR)=2|[class 0] Minimal Response (MR)=1|[class 0] Not Evaluable (NE)=2|[class 0] Unknown=0	[class 0] Stringent Complete Response (sCR)=0|[class 0] Near Complete Response (nCR)=0|[class 0] Very Good Partial Response (VGPR)=2|[class 0] Minimal Response (MR)=1	[class 0] Not Evaluable (NE)=2|[class 0] Unknown=0		18	13	18	-5	0	sum_minus_reported_denominator	-5	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group0.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	RESPONSE_BEARING_CATEGORY_DROPPED_BY_PRODUCER|NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01832727] :: outcomeMeasures[3] :: groups[OG000]
NCT01853644|OM4|OG000	NCT01853644	4	OG000	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Overall Best Response of Patients With Platinum-resistant Ovarian Cancer to Treatment With Single Agent Tivozanib	POST_HOC	COUNT_OF_PARTICIPANTS	Participants	Time taken to reach first best response. Range 1-4 cycles (1 cycle = 28 days)		Treatment (Tivozanib)	1	1	0	<untitled>	30	outcomeMeasures[4].denoms[units=Participants].counts[groupId=OG000].value	Participants	5	5	5	4	[class 0] CR=0|[class 0] PR=4|[class 0] SD=14|[class 0] PD=6|[class 0] Not Evaluable=6	[class 0] CR=0|[class 0] PR=4|[class 0] SD=14|[class 0] PD=6	[class 0] Not Evaluable=6		[class 0] Not Evaluable=6		30	24	30	-6	0	sum_minus_reported_denominator	-6	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group0.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01853644] :: outcomeMeasures[4] :: groups[OG000]
NCT01859741|OM1|OG000	NCT01859741	1	OG000	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Phase 1b: Overall Response (Response Evaluable Population)	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	Up to 1 year in absence of unacceptable toxicity or disease progression.		P1B: OMP-59R5 5mg/kg + ETO + CIS	1	1	0	<untitled>	3	outcomeMeasures[1].denoms[units=Participants].counts[groupId=OG000].value	Participants	6	6	6	4	[class 0] Complete Response=0|[class 0] Partial Response=3|[class 0] Stable Disease=0|[class 0] Progressive Disease=0|[class 0] Not Evaluated=0|[class 0] Missing=0	[class 0] Complete Response=0|[class 0] Partial Response=3|[class 0] Stable Disease=0|[class 0] Progressive Disease=0	[class 0] Not Evaluated=0|[class 0] Missing=0		[class 0] Missing=0	[class 0] Not Evaluated=0	3	3	3	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER|UNCLASSIFIED_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01859741] :: outcomeMeasures[1] :: groups[OG000]
NCT01859741|OM1|OG001	NCT01859741	1	OG001	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Phase 1b: Overall Response (Response Evaluable Population)	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	Up to 1 year in absence of unacceptable toxicity or disease progression.		P1B: OMP-59R5 7.5 mg/kg + ETO + CIS	1	1	0	<untitled>	3	outcomeMeasures[1].denoms[units=Participants].counts[groupId=OG001].value	Participants	6	6	6	4	[class 0] Complete Response=0|[class 0] Partial Response=2|[class 0] Stable Disease=1|[class 0] Progressive Disease=0|[class 0] Not Evaluated=0|[class 0] Missing=0	[class 0] Complete Response=0|[class 0] Partial Response=2|[class 0] Stable Disease=1|[class 0] Progressive Disease=0	[class 0] Not Evaluated=0|[class 0] Missing=0		[class 0] Missing=0	[class 0] Not Evaluated=0	3	3	3	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER|UNCLASSIFIED_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01859741] :: outcomeMeasures[1] :: groups[OG001]
NCT01859741|OM1|OG002	NCT01859741	1	OG002	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Phase 1b: Overall Response (Response Evaluable Population)	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	Up to 1 year in absence of unacceptable toxicity or disease progression.		P1B: OMP-59R5 10 mg/kg + ETO + CIS	1	1	0	<untitled>	5	outcomeMeasures[1].denoms[units=Participants].counts[groupId=OG002].value	Participants	6	6	6	4	[class 0] Complete Response=0|[class 0] Partial Response=4|[class 0] Stable Disease=1|[class 0] Progressive Disease=0|[class 0] Not Evaluated=0|[class 0] Missing=0	[class 0] Complete Response=0|[class 0] Partial Response=4|[class 0] Stable Disease=1|[class 0] Progressive Disease=0	[class 0] Not Evaluated=0|[class 0] Missing=0		[class 0] Missing=0	[class 0] Not Evaluated=0	5	5	5	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER|UNCLASSIFIED_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01859741] :: outcomeMeasures[1] :: groups[OG002]
NCT01859741|OM1|OG003	NCT01859741	1	OG003	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Phase 1b: Overall Response (Response Evaluable Population)	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	Up to 1 year in absence of unacceptable toxicity or disease progression.		P1B: OMP-59R5 12.5 mg/kg + ETO + CIS	1	1	0	<untitled>	3	outcomeMeasures[1].denoms[units=Participants].counts[groupId=OG003].value	Participants	6	6	6	4	[class 0] Complete Response=0|[class 0] Partial Response=2|[class 0] Stable Disease=1|[class 0] Progressive Disease=0|[class 0] Not Evaluated=0|[class 0] Missing=0	[class 0] Complete Response=0|[class 0] Partial Response=2|[class 0] Stable Disease=1|[class 0] Progressive Disease=0	[class 0] Not Evaluated=0|[class 0] Missing=0		[class 0] Missing=0	[class 0] Not Evaluated=0	3	3	3	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER|UNCLASSIFIED_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01859741] :: outcomeMeasures[1] :: groups[OG003]
NCT01859741|OM1|OG004	NCT01859741	1	OG004	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Phase 1b: Overall Response (Response Evaluable Population)	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	Up to 1 year in absence of unacceptable toxicity or disease progression.		P1B: OMP-59R5 15 mg/kg + ETO + CIS	1	1	0	<untitled>	6	outcomeMeasures[1].denoms[units=Participants].counts[groupId=OG004].value	Participants	6	6	6	4	[class 0] Complete Response=0|[class 0] Partial Response=5|[class 0] Stable Disease=0|[class 0] Progressive Disease=1|[class 0] Not Evaluated=0|[class 0] Missing=0	[class 0] Complete Response=0|[class 0] Partial Response=5|[class 0] Stable Disease=0|[class 0] Progressive Disease=1	[class 0] Not Evaluated=0|[class 0] Missing=0		[class 0] Missing=0	[class 0] Not Evaluated=0	6	6	6	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER|UNCLASSIFIED_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01859741] :: outcomeMeasures[1] :: groups[OG004]
NCT01859741|OM1|OG005	NCT01859741	1	OG005	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Phase 1b: Overall Response (Response Evaluable Population)	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	Up to 1 year in absence of unacceptable toxicity or disease progression.		P1B: OMP-59R5 15mg/kg + ETO + CARB	1	1	0	<untitled>	6	outcomeMeasures[1].denoms[units=Participants].counts[groupId=OG005].value	Participants	6	6	6	4	[class 0] Complete Response=0|[class 0] Partial Response=4|[class 0] Stable Disease=1|[class 0] Progressive Disease=1|[class 0] Not Evaluated=0|[class 0] Missing=0	[class 0] Complete Response=0|[class 0] Partial Response=4|[class 0] Stable Disease=1|[class 0] Progressive Disease=1	[class 0] Not Evaluated=0|[class 0] Missing=0		[class 0] Missing=0	[class 0] Not Evaluated=0	6	6	6	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER|UNCLASSIFIED_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01859741] :: outcomeMeasures[1] :: groups[OG005]
NCT01859741|OM3|OG000	NCT01859741	3	OG000	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Phase 2: Best Overall Tumor Response Based on Investigator Assessment (ITT Population)	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	Up to 1 year in absence of unacceptable toxicity or disease progression		P2: Placebo + CIS or CARB	1	1	0	<untitled>	72	outcomeMeasures[3].denoms[units=Participants].counts[groupId=OG000].value	Participants	6	6	6	4	[class 0] Complete Response=2|[class 0] Partial Response=49|[class 0] Stable Disease=10|[class 0] Progressive Disease=4|[class 0] Not Evaluable=1|[class 0] No Post-Baseline Tumor Assessment Collected=6	[class 0] Complete Response=2|[class 0] Partial Response=49|[class 0] Stable Disease=10|[class 0] Progressive Disease=4	[class 0] Not Evaluable=1|[class 0] No Post-Baseline Tumor Assessment Collected=6		[class 0] Not Evaluable=1|[class 0] No Post-Baseline Tumor Assessment Collected=6		72	65	72	-7	0	sum_minus_reported_denominator	-7	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group0.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01859741] :: outcomeMeasures[3] :: groups[OG000]
NCT01859741|OM3|OG001	NCT01859741	3	OG001	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Phase 2: Best Overall Tumor Response Based on Investigator Assessment (ITT Population)	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	Up to 1 year in absence of unacceptable toxicity or disease progression		P2: OMP-59R5 15 mg/kg + ETO and CIS or CARB	1	1	0	<untitled>	73	outcomeMeasures[3].denoms[units=Participants].counts[groupId=OG001].value	Participants	6	6	6	4	[class 0] Complete Response=1|[class 0] Partial Response=49|[class 0] Stable Disease=9|[class 0] Progressive Disease=2|[class 0] Not Evaluable=1|[class 0] No Post-Baseline Tumor Assessment Collected=11	[class 0] Complete Response=1|[class 0] Partial Response=49|[class 0] Stable Disease=9|[class 0] Progressive Disease=2	[class 0] Not Evaluable=1|[class 0] No Post-Baseline Tumor Assessment Collected=11		[class 0] Not Evaluable=1|[class 0] No Post-Baseline Tumor Assessment Collected=11		73	61	73	-12	0	sum_minus_reported_denominator	-12	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group0.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01859741] :: outcomeMeasures[3] :: groups[OG001]
NCT01874054|OM3|OG000	NCT01874054	3	OG000	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Overall Best Response Rate	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 4.6 months	All patients who received at least 2 cycles of combination treatment, had a baseline tumor assessment, and at least 1 post-baseline tumor assessment, or who had documented disease progression (including clinical disease progression) any time after the first dose of combination therapy.	Brentuximab Vedotin + Bendamustine	1	1	0	<untitled>	53	outcomeMeasures[3].denoms[units=Participants].counts[groupId=OG000].value	Participants	4	4	4	4	[class 0] Complete Remission=39|[class 0] Partial Remission=10|[class 0] Stable Disease=3|[class 0] Progressive Disease=1	[class 0] Complete Remission=39|[class 0] Partial Remission=10|[class 0] Stable Disease=3|[class 0] Progressive Disease=1					53	53	53	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NONE	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01874054] :: outcomeMeasures[3] :: groups[OG000]
NCT01876446|OM3|OG000	NCT01876446	3	OG000	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Best Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 30 days	All treated and eligible patients	A: Chemo Resistant	1	1	0	<untitled>	20	outcomeMeasures[3].denoms[units=Participants].counts[groupId=OG000].value	Participants	5	5	5	4	[class 0] CR Complete Response/Remission=0|[class 0] PR Partial Response/Remission=4|[class 0] SD Stable Disease=6|[class 0] PD Progressive Disease=9|[class 0] NE Not Evaluable=1	[class 0] CR Complete Response/Remission=0|[class 0] PR Partial Response/Remission=4|[class 0] SD Stable Disease=6|[class 0] PD Progressive Disease=9	[class 0] NE Not Evaluable=1		[class 0] NE Not Evaluable=1		20	19	20	-1	0	sum_minus_reported_denominator	-1	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group0.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01876446] :: outcomeMeasures[3] :: groups[OG000]
NCT01876446|OM3|OG001	NCT01876446	3	OG001	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Best Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 30 days	All treated and eligible patients	B: Chemo Sensitive	1	1	0	<untitled>	18	outcomeMeasures[3].denoms[units=Participants].counts[groupId=OG001].value	Participants	5	5	5	4	[class 0] CR Complete Response/Remission=1|[class 0] PR Partial Response/Remission=6|[class 0] SD Stable Disease=7|[class 0] PD Progressive Disease=2|[class 0] NE Not Evaluable=2	[class 0] CR Complete Response/Remission=1|[class 0] PR Partial Response/Remission=6|[class 0] SD Stable Disease=7|[class 0] PD Progressive Disease=2	[class 0] NE Not Evaluable=2		[class 0] NE Not Evaluable=2		18	16	18	-2	0	sum_minus_reported_denominator	-2	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group0.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01876446] :: outcomeMeasures[3] :: groups[OG001]
NCT01975519|OM2|OG000	NCT01975519	2	OG000	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Objective Response Rate in a Cohort of Patients With Angiosarcoma	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	1.5 years		10 mg/kg TRC105 + Pazopanib With Angiosarcoma	1	1	0	<untitled>	5	outcomeMeasures[2].denoms[units=Participants].counts[groupId=OG000].value	Participants	5	5	5	4	[class 0] Complete Response (CR)=2|[class 0] Partial Response (PR)=0|[class 0] Stable Disease (SD)=3|[class 0] Progressive Disease (PD)=0|[class 0] Not Evaluable=0	[class 0] Complete Response (CR)=2|[class 0] Partial Response (PR)=0|[class 0] Stable Disease (SD)=3|[class 0] Progressive Disease (PD)=0	[class 0] Not Evaluable=0		[class 0] Not Evaluable=0		5	5	5	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01975519] :: outcomeMeasures[2] :: groups[OG000]
NCT01975519|OM6|OG000	NCT01975519	6	OG000	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Objective Response Rate in Patients With Advanced Soft Tissue Sarcoma by RECIST 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	12 months		8 mg/kg TRC105 + Pazopanib	1	1	0	<untitled>	3	outcomeMeasures[6].denoms[units=Participants].counts[groupId=OG000].value	Participants	5	5	5	4	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=0|[class 0] Stable Disease (SD)=3|[class 0] Progressive Disease (PD)=0|[class 0] Not Evaluable=0	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=0|[class 0] Stable Disease (SD)=3|[class 0] Progressive Disease (PD)=0	[class 0] Not Evaluable=0		[class 0] Not Evaluable=0		3	3	3	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01975519] :: outcomeMeasures[6] :: groups[OG000]
NCT01975519|OM6|OG001	NCT01975519	6	OG001	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Objective Response Rate in Patients With Advanced Soft Tissue Sarcoma by RECIST 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	12 months		10 mg/kg TRC105 + Pazopanib	1	1	0	<untitled>	78	outcomeMeasures[6].denoms[units=Participants].counts[groupId=OG001].value	Participants	5	5	5	4	[class 0] Complete Response (CR)=3|[class 0] Partial Response (PR)=1|[class 0] Stable Disease (SD)=43|[class 0] Progressive Disease (PD)=27|[class 0] Not Evaluable=4	[class 0] Complete Response (CR)=3|[class 0] Partial Response (PR)=1|[class 0] Stable Disease (SD)=43|[class 0] Progressive Disease (PD)=27	[class 0] Not Evaluable=4		[class 0] Not Evaluable=4		78	74	78	-4	0	sum_minus_reported_denominator	-4	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group0.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01975519] :: outcomeMeasures[6] :: groups[OG001]
NCT02041429|OM2|OG000	NCT02041429	2	OG000	ctg_results_bor_2014_2017	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Best Response [Phase I]	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Disease was evaluated radiologically every 2 cycles/6 weeks on treatment. Treatment duration was up to 9 months.	The analysis population represents all treated participants.	Phase I Dose Level 0: Paclitaxel + Ruxolitiniib 10 mg	1	1	0	<untitled>	3	outcomeMeasures[2].denoms[units=Participants].counts[groupId=OG000].value	Participants	4	4	4	4	[class 0] Complete Response=0|[class 0] Partial Response=1|[class 0] Stable Disease=1|[class 0] Progressive Disease=1	[class 0] Complete Response=0|[class 0] Partial Response=1|[class 0] Stable Disease=1|[class 0] Progressive Disease=1					3	3	3	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NONE	NOT_DERIVED	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02041429] :: outcomeMeasures[2] :: groups[OG000]
