nct	gnorm	gtitle	om	type	title	tf	denom	itt	pp	con	unc	cen	inv	n_candidates	distinct_om	distinct_timeframes	distinct_denoms	resolved_by	pooled_label	payloads
NCT00095199	cetuximab & docetaxel	Cetuximab & Docetaxel	2	SECONDARY	Proportion of Randomized Participants With the Best Overall Response (OR) of Partial Response (PR) or Complete Response (CR) (Overall Response Rate [ORR])	Randomization until progression of disease or death from any cause up to 59.6 months	167	True	False	False	False	True	True	4	4	4	3	f	False	ctg_results_bor_1999_2009
NCT00095199	cetuximab & pemetrexed	Cetuximab & Pemetrexed	2	SECONDARY	Proportion of Randomized Participants With the Best Overall Response (OR) of Partial Response (PR) or Complete Response (CR) (Overall Response Rate [ORR])	Randomization until progression of disease or death from any cause up to 59.6 months	301	True	False	False	False	True	True	4	4	4	3	f	False	ctg_results_bor_1999_2009
NCT00095199	docetaxel	Docetaxel	2	SECONDARY	Proportion of Randomized Participants With the Best Overall Response (OR) of Partial Response (PR) or Complete Response (CR) (Overall Response Rate [ORR])	Randomization until progression of disease or death from any cause up to 59.6 months	166	True	False	False	False	True	True	4	4	4	3	f	False	ctg_results_bor_1999_2009
NCT00095199	pemetrexed	Pemetrexed	2	SECONDARY	Proportion of Randomized Participants With the Best Overall Response (OR) of Partial Response (PR) or Complete Response (CR) (Overall Response Rate [ORR])	Randomization until progression of disease or death from any cause up to 59.6 months	304	True	False	False	False	True	True	4	4	4	3	f	False	ctg_results_bor_1999_2009
NCT00096941	pertuzumab	Pertuzumab	1	SECONDARY	Percentage of Participants With a Best Overall Response of Complete Response (CR), Partial Response (PR), Stable Disease (SD), or Progressive Disease (PD)	Baseline to the end of the study (up to 2 years, 5 months)	3	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00096993	pertuzumab + gemcitabine	Pertuzumab + Gemcitabine	1	SECONDARY	Percentage of Participants With an Objective Response	Baseline to the end of the study (up to 1 year)	65	False	True	False	False	False	False	2	2	1	2	e	False	ctg_placebo_onc_1999_2009
NCT00096993	placebo + gemcitabine	Placebo + Gemcitabine	1	SECONDARY	Percentage of Participants With an Objective Response	Baseline to the end of the study (up to 1 year)	65	False	True	False	False	False	False	2	2	1	2	e	False	ctg_placebo_onc_1999_2009
NCT00098345	caprelsa (vandetanib) 300 mg	Caprelsa (Vandetanib) 300 mg	0	PRIMARY	Objective Response Rate	Pre-dose and every 12 weeks up to RECIST progression as defined according to RECIST 1.0.	30	False	False	True	False	False	False	3	3	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00099437	fulvestrant 250 mg	Fulvestrant 250 mg	1	SECONDARY	Objective Response Rate (ORR)	RECIST tumour assessments carried out every 12 weeks (+/- 2 weeks) from randomisation for study duration (48 months)	261	False	False	True	False	False	False	2	2	2	2	a-d	False	ctg_results_bor_1999_2009
NCT00099437	fulvestrant 500 mg	Fulvestrant 500 mg	1	SECONDARY	Objective Response Rate (ORR)	RECIST tumour assessments carried out every 12 weeks (+/- 2 weeks) from randomisation for study duration (48 months)	240	False	False	True	False	False	False	2	2	2	2	a-d	False	ctg_results_bor_1999_2009
NCT00100932	e7389 21 day cycle	E7389 21 Day Cycle	0	PRIMARY	Overall Objective Response Rate (ORR)	From start of treatment until disease progression or recurrence	26	True	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00100932	e7389 28 day cycle	E7389 28 Day Cycle	0	PRIMARY	Overall Objective Response Rate (ORR)	From start of treatment until disease progression or recurrence	77	True	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00101283	pemetrexed/carboplatin	Pemetrexed/Carboplatin	0	PRIMARY	Best Overall Response by RECIST Criteria (Version 1.0)	Assessed every 2 cycles (6 weeks) while on treatment, then every 3 months for 2 years, then every 6 months for 1 year until disease progression	16	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00101283	pemetrexed/gemcitabine	Pemetrexed/Gemcitabine	0	PRIMARY	Best Overall Response by RECIST Criteria (Version 1.0)	Assessed every 2 cycles (6 weeks) while on treatment, then every 3 months for 2 years, then every 6 months for 1 year until disease progression	13	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00101400	sorafenib (nexavar, bay43-9006)	Sorafenib (Nexavar, BAY43-9006)	2	SECONDARY	Time to Objective Response	Until objective response occurs	1	False	False	True	False	False	False	2	2	2	1	f	False	ctg_results_bor_1999_2009
NCT00102804	pemetrexed and bsc	Pemetrexed and BSC	4	SECONDARY	Percentage of Participants With a Complete Response (CR) or Partial Response (PR) (Objective Tumor Response Rate)	Baseline to measured PD (up to 41 months)	441	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_placebo_onc_1999_2009
NCT00102804	placebo and bsc	Placebo and BSC	4	SECONDARY	Percentage of Participants With a Complete Response (CR) or Partial Response (PR) (Objective Tumor Response Rate)	Baseline to measured PD (up to 41 months)	222	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_placebo_onc_1999_2009
NCT00106353	high-grade glioma: part 2	High-grade Glioma: Part 2	33	PRIMARY	Percentage of Participants With Objective Response (OR) at Week 12: Part 2	Week 12	15	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00106353	neuroblastoma: part 2	Neuroblastoma: Part 2	33	PRIMARY	Percentage of Participants With Objective Response (OR) at Week 12: Part 2	Week 12	15	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00106353	rhabdomyosarcoma: part 2	Rhabdomyosarcoma: Part 2	33	PRIMARY	Percentage of Participants With Objective Response (OR) at Week 12: Part 2	Week 12	12	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00106353	temsirolimus 10 mg/m^2: part 1	Temsirolimus 10 mg/m^2: Part 1	9	SECONDARY	Percentage of Participants With Best Overall Response: Part 1	Baseline until disease progression or recurrence (actual greatest response day is up to Day 49)	4	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00106353	temsirolimus 150 mg/m^2: part 1	Temsirolimus 150 mg/m^2: Part 1	9	SECONDARY	Percentage of Participants With Best Overall Response: Part 1	Baseline until disease progression or recurrence (actual greatest response day is up to Day 49)	7	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00106353	temsirolimus 25 mg/m^2: part 1	Temsirolimus 25 mg/m^2: Part 1	9	SECONDARY	Percentage of Participants With Best Overall Response: Part 1	Baseline until disease progression or recurrence (actual greatest response day is up to Day 49)	4	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00106353	temsirolimus 75 mg/m^2: part 1	Temsirolimus 75 mg/m^2: Part 1	9	SECONDARY	Percentage of Participants With Best Overall Response: Part 1	Baseline until disease progression or recurrence (actual greatest response day is up to Day 49)	3	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00112840	phase ii	Phase II	2	SECONDARY	Clinical Best Response Rate of CCI-779 and Bevacizumab in Patients With Metastatic Renal Cell (Phase II)	Up to 3 years from study registration	40	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00112905	tcc cohort	TCC Cohort	3	SECONDARY	Best Overall Response by RECIST	Assessed every cycle while on treatment; after being off-treatment, assessed every 3 months for 2 years, then every 6 months for 1 year.	22	False	False	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00113607	doxil	DOXIL	2	SECONDARY	Objective Response Rate (ORR) - Independent Radiologist Review	From the date of randomization until the date of disease progression or death, as assessed for approximately 3 years	335	False	False	False	False	True	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00113607	trabectedin/doxil	Trabectedin/DOXIL	2	SECONDARY	Objective Response Rate (ORR) - Independent Radiologist Review	From the date of randomization until the date of disease progression or death, as assessed for approximately 3 years	337	False	False	False	False	True	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00115765	irinotecan and bevacizumab plus panitumumab	Irinotecan and Bevacizumab Plus Panitumumab	14	SECONDARY	Objective Tumor Response Rate (Irinotecan)	Overall Study	115	True	False	False	False	False	False	3	3	1	3	a-d	False	ctg_results_bor_1999_2009
NCT00115765	irinotecan and bevacizumab without panitumumab	Irinotecan and Bevacizumab Without Panitumumab	14	SECONDARY	Objective Tumor Response Rate (Irinotecan)	Overall Study	115	True	False	False	False	False	False	3	3	1	3	a-d	False	ctg_results_bor_1999_2009
NCT00115765	oxaliplatin and bevacizumab plus panitumumab	Oxaliplatin and Bevacizumab Plus Panitumumab	2	SECONDARY	Objective Tumor Response Rate (Oxaliplatin)	Overall study	413	True	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00115765	oxaliplatin and bevacizumab without panitumumab	Oxaliplatin and Bevacizumab Without Panitumumab	2	SECONDARY	Objective Tumor Response Rate (Oxaliplatin)	Overall study	410	True	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00121251	sorafenib + gemcitabine + capecitabine	Sorafenib + Gemcitabine + Capecitabine	0	PRIMARY	Objective Response for BAY 43-9006 in Combination With Gemcitabine and Capecitabine Evaluated by the Response Evaluation Criteria in Solid Tumors (RECIST)	Up to 9 years	17	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00121719	lenvatinib (mtd cohort) 25 mg	Lenvatinib (MTD Cohort) 25 mg	4	SECONDARY	Best Overall Response (BOR)	Baseline to first date of documented CR, PR, SD, or PD, assessed up to approximately 4 years	24	True	True	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00121719	lenvatinib 0.2 mg	Lenvatinib 0.2 mg	4	SECONDARY	Best Overall Response (BOR)	Baseline to first date of documented CR, PR, SD, or PD, assessed up to approximately 4 years	4	True	True	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00121719	lenvatinib 0.4 mg	Lenvatinib 0.4 mg	4	SECONDARY	Best Overall Response (BOR)	Baseline to first date of documented CR, PR, SD, or PD, assessed up to approximately 4 years	4	True	True	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00121719	lenvatinib 0.8 mg	Lenvatinib 0.8 mg	4	SECONDARY	Best Overall Response (BOR)	Baseline to first date of documented CR, PR, SD, or PD, assessed up to approximately 4 years	4	True	True	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00121719	lenvatinib 1.6 mg	Lenvatinib 1.6 mg	4	SECONDARY	Best Overall Response (BOR)	Baseline to first date of documented CR, PR, SD, or PD, assessed up to approximately 4 years	3	True	True	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00121719	lenvatinib 12 mg	Lenvatinib 12 mg	4	SECONDARY	Best Overall Response (BOR)	Baseline to first date of documented CR, PR, SD, or PD, assessed up to approximately 4 years	12	True	True	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00121719	lenvatinib 12.5 mg	Lenvatinib 12.5 mg	4	SECONDARY	Best Overall Response (BOR)	Baseline to first date of documented CR, PR, SD, or PD, assessed up to approximately 4 years	9	True	True	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00121719	lenvatinib 16 mg	Lenvatinib 16 mg	4	SECONDARY	Best Overall Response (BOR)	Baseline to first date of documented CR, PR, SD, or PD, assessed up to approximately 4 years	6	True	True	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00121719	lenvatinib 20 mg	Lenvatinib 20 mg	4	SECONDARY	Best Overall Response (BOR)	Baseline to first date of documented CR, PR, SD, or PD, assessed up to approximately 4 years	3	True	True	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00121719	lenvatinib 3.2 mg	Lenvatinib 3.2 mg	4	SECONDARY	Best Overall Response (BOR)	Baseline to first date of documented CR, PR, SD, or PD, assessed up to approximately 4 years	3	True	True	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00121719	lenvatinib 32 mg	Lenvatinib 32 mg	4	SECONDARY	Best Overall Response (BOR)	Baseline to first date of documented CR, PR, SD, or PD, assessed up to approximately 4 years	7	True	True	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00121719	lenvatinib 6.4 mg	Lenvatinib 6.4 mg	4	SECONDARY	Best Overall Response (BOR)	Baseline to first date of documented CR, PR, SD, or PD, assessed up to approximately 4 years	3	True	True	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00122460	cetuximab plus chemotherapy	Cetuximab Plus Chemotherapy	2	SECONDARY	Best Overall Response	evaluations were performed every 6 weeks until progression, reported between day of first patient randomised, 21 Dec 2004, until cut-off date 12 Mar 2007	222	True	False	True	False	False	True	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00122460	chemotherapy alone	Chemotherapy Alone	2	SECONDARY	Best Overall Response	evaluations were performed every 6 weeks until progression, reported between day of first patient randomised, 21 Dec 2004, until cut-off date 12 Mar 2007	220	True	False	True	False	False	True	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00125034	cetuximab plus folfox-4	Cetuximab Plus FOLFOX-4	0	PRIMARY	Best Overall Response Rate - Independent Review Committee (IRC)	Evaluations were performed every 6 weeks until progression, reported between day of first patient randomised, 27 Jul 2005, until cut-off date 4 August 2006	169	True	False	True	False	True	False	4	4	2	3	a-d	False	ctg_results_bor_1999_2009
NCT00125034	folfox-4 alone	FOLFOX-4 Alone	0	PRIMARY	Best Overall Response Rate - Independent Review Committee (IRC)	Evaluations were performed every 6 weeks until progression, reported between day of first patient randomised, 27 Jul 2005, until cut-off date 4 August 2006	168	True	False	True	False	True	False	4	4	2	3	a-d	False	ctg_results_bor_1999_2009
NCT00126594	sorafenib tosylate	Sorafenib Tosylate	0	PRIMARY	Objective Response Rate (ORR) Evaluated Using Response Evaluation Criteria in Solid Tumors (RECIST)	Tumor restaging performed at 8 weeks following baseline, responding or stable participants restaged at 8 week intervals, up to 12 months.	40	True	False	False	False	False	False	2	2	2	1	a-d	False	ctg_results_bor_1999_2009
NCT00126594	sorafenib tosylate, recombinant interferon alfa-2b	Sorafenib Tosylate, Recombinant Interferon Alfa-2b	0	PRIMARY	Objective Response Rate (ORR) Evaluated Using Response Evaluation Criteria in Solid Tumors (RECIST)	Tumor restaging performed at 8 weeks following baseline, responding or stable participants restaged at 8 week intervals, up to 12 months.	40	True	False	False	False	False	False	2	2	2	1	a-d	False	ctg_results_bor_1999_2009
NCT00128102	placebo	Placebo	5	SECONDARY	Objective Response Rate (ORR)	Up to ~72 months (through pre-specified final statistical analysis cut-off date of 15-July-2011)	323	False	True	False	False	True	False	1	1	1	1	a-d	False	ctg_placebo_onc_1999_2009
NCT00128102	vorinostat	Vorinostat	5	SECONDARY	Objective Response Rate (ORR)	Up to ~72 months (through pre-specified final statistical analysis cut-off date of 15-July-2011)	318	False	True	False	False	True	False	1	1	1	1	a-d	False	ctg_placebo_onc_1999_2009
NCT00129376	doxorubicin + cyclophosphamide followed docetaxel	Doxorubicin + Cyclophosphamide Followed Docetaxel	1	SECONDARY	Clinical Response Rate (CRR)	Up to 29 weeks	63	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00130728	erlotinib hcl + bevacizumab	Erlotinib HCl + Bevacizumab	2	SECONDARY	Percentage of Participants With Objective Response	The median duration of Objective response was up to 9.7 months	301	False	False	False	False	False	False	2	2	2	2	e	False	ctg_placebo_onc_1999_2009
NCT00130728	erlotinib hcl + placebo	Erlotinib HCl + Placebo	2	SECONDARY	Percentage of Participants With Objective Response	The median duration of Objective response was up to 9.7 months	306	False	False	False	False	False	False	2	2	2	2	e	False	ctg_placebo_onc_1999_2009
NCT00137449	am dose sunitinib malate	AM Dose Sunitinib Malate	2	SECONDARY	Number of Participants With Overall Confirmed Objective Disease Response (ORR)	Planned duration on this protocol of up to 1 year	30	True	False	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
